"Time"	YIL101C	YPL202C	YML007W	YKL185W	YLR131C	YIL131C	YDR501W	YNL216W	YBR049C	YDL020C

0	0.9360758	0.8503510	0.1241217	0.1002790	0.1300317	0.2283574	0.9986520	0.8586638	0.2281575	0.9586656
50	0.9334361	0.8642058	0.2543927	0.2616394	0.4301899	0.0918728	1.0239109	1.0320217	0.1795238	1.0744629
100	1.0004430	0.5742459	0.4430641	0.3062902	0.5509276	0.0532070	1.0199222	0.9999442	0.1931536	1.0133093
150	0.9617400	0.3934809	0.4588401	0.3354245	0.6731406	0.0582132	1.0404486	0.8978807	0.1653487	0.9530247
200	0.7722049	0.3118091	0.5385786	0.4518418	0.6254302	0.0514634	0.9967036	0.9640927	0.2078200	0.9360024
250	0.5730555	0.3200983	0.5085142	0.5113451	0.6213225	0.0294978	1.0427473	1.0087883	0.2687391	0.8835604
300	0.4758547	0.3592575	0.6117397	0.4971757	0.6184147	0.0228885	0.9518399	0.9412534	0.2643366	0.8888593
350	0.5716124	0.2773916	0.4474348	0.4808370	0.6094278	0.0686144	0.9323148	0.8935550	0.1946018	0.9029948
400	0.5067676	0.3543903	0.4088190	0.4363638	0.6623015	0.0621905	0.9645823	0.9160175	0.2016312	0.8798506
450	0.6531045	0.3726192	0.5562049	0.4841015	0.7349243	0.0621873	0.9793302	0.8519507	0.2169493	0.8001514
500	0.6021977	0.3044176	0.6064513	0.5253837	0.7150607	0.0467536	1.0578442	0.9069163	0.2411605	0.8390502
550	0.5743432	0.3310207	0.4832330	0.4017049	0.2943013	0.1806937	0.9227018	0.9636457	0.2519078	0.8318119
600	0.6482829	0.3614216	0.2568055	0.2612306	0.1793767	0.2586850	0.8989354	0.9465878	0.2858418	0.8930812
650	0.7012001	0.4924936	0.1919341	0.1708416	0.1364620	0.2479711	0.9889173	0.9909336	0.2397331	0.9467726
700	0.7670661	0.6954185	0.1565948	0.1221492	0.1200161	0.2815428	0.9591240	1.0036078	0.2183364	1.0399300
750	0.9414833	0.7443607	0.1387614	0.1196413	0.1493771	0.2868510	1.0046335	0.9085038	0.2184677	1.0081359
