"Time"	YDR259C	YPL177C	YML099C	YKR034W	YCL067C	YJL110C	YFL021W	YDR146C	YHR084W	YBR083W
900	0.3666725	0.5148892	0.9038050	0.8350225	0.8762548	0.6044415	1.0291671	0.6439642	0.4705023	0.6966138
950	0.4099118	0.4922978	0.9540153	0.7987942	0.8636855	0.5808822	0.9931059	0.4963860	0.3873161	0.7805770
1000	0.4101255	0.5257912	0.9404262	0.7567103	0.8715989	0.5378114	0.9425861	0.6238255	0.4729395	0.8139291

0	0.4416812	0.5857700	0.8905096	0.8277355	0.9120767	0.5581700	1.0360274	0.6082556	0.4888538	0.8954608
50	0.4878530	0.5419342	0.7830839	0.6696082	0.3060088	0.1544443	0.9320366	0.7882397	0.6494246	0.4135952
100	0.4576113	0.5437075	0.8672235	0.8269944	0.1154839	0.0995031	0.9757727	0.9616575	0.6986362	0.2846113
150	0.4342994	0.5465055	0.8668167	0.8674365	0.0459888	0.0959981	0.9764223	0.9695874	0.6617734	0.2492312
200	0.4023149	0.6011356	0.8426813	0.8978072	0.0321691	0.0782889	1.0531759	1.0058602	0.7045330	0.2227561
250	0.4310507	0.6339413	0.8623664	0.8113952	0.0226522	0.0812693	0.9772461	1.0207541	0.7644530	0.2012449
300	0.5029912	0.6994267	0.8698970	0.8493944	0.0197996	0.0791162	1.0539568	0.9805930	0.7465690	0.2036461
350	0.5016433	0.6024505	0.8763061	0.7651162	0.0166898	0.0621025	1.0420703	1.0059692	0.7809992	0.1878035
400	0.4925451	0.6068804	0.8551139	0.8718246	0.0194449	0.0800722	1.0194313	0.9399469	0.6811179	0.1833608
450	0.4287416	0.5835593	0.8917635	0.8707852	0.0272305	0.1096439	0.8886761	0.9137852	0.7893267	0.1914316
500	0.4339817	0.6229498	0.8549298	0.7636082	0.0196576	0.1094946	0.9136351	0.9704314	0.6369886	0.1896827
550	0.4858663	0.6174437	0.8793988	0.8446188	0.5801919	0.5092339	0.9220298	0.8300073	0.4334383	0.3863312
600	0.5052394	0.4853116	0.7777738	0.8127459	0.8267064	0.5330005	0.8758438	0.6312661	0.3003471	0.6881540
650	0.4414257	0.4856483	0.8645937	0.7440485	0.8760115	0.6191408	1.0544770	0.3744035	0.4361663	0.8336919
700	0.3413253	0.5603447	0.9444811	0.7799705	0.9146208	0.6153777	0.9479518	0.6331646	0.4698847	0.8112597
750	0.4127358	0.5141826	0.9409383	0.8143977	0.8486231	0.6063672	1.0118452	0.6380637	0.4833576	0.7020228
800	0.3820178	0.5428977	0.9464632	0.8982428	0.8260781	0.5818900	0.9312016	0.6235731	0.4040079	0.6728733
850	0.4056016	0.5285257	0.7902661	0.8326045	0.8410976	0.5930099	1.0496016	0.5547478	0.5165180	0.7750949
900	0.4016736	0.6449027	0.8557897	0.7918821	0.8877322	0.5208727	1.0966795	0.6900506	0.5323275	0.7513137
950	0.4690124	0.6667139	0.8867627	0.9076473	0.8679266	0.5634421	1.0765993	0.7583810	0.3877231	0.7542884
1000	0.4331464	0.5663871	0.8430306	0.7664523	0.7671747	0.6102989	0.9667331	0.6311149	0.4563132	0.7545140

0	0.4416812	0.5857700	0.8905096	0.8277355	0.9120767	0.5581700	1.0360274	0.6082556	0.4888538	0.8954608
50	0.5585082	0.6030296	0.8498337	0.7702361	0.8788524	0.5702939	0.9894478	0.7308744	0.4887156	0.7254141
100	0.5191958	0.5128681	0.8368423	0.7873777	0.8642949	0.5428866	0.9934853	0.7008570	0.4956013	0.8059240
150	0.6047087	0.5616088	0.9575492	0.8145455	0.8737026	0.5064570	0.9461058	0.7678792	0.4724765	0.7731495
200	0.5839999	0.5196877	0.8680431	0.8144097	0.9101304	0.5602671	0.9889742	0.6866831	0.4760525	0.7624775
250	0.4934841	0.5213456	0.8383151	0.8018145	0.8263885	0.5435478	0.9616460	0.6775965	0.4101131	0.7618625
300	0.5364359	0.5298746	0.9135740	0.8147084	0.9472736	0.6000331	0.9719463	0.7632899	0.4799773	0.7223559
350	0.4732292	0.5182803	0.8112147	0.7750740	0.9378000	0.5888930	0.9438784	0.7637008	0.4180992	0.7209498
400	0.5329212	0.5404064	0.8808383	0.7563718	0.8479446	0.5715511	0.9771702	0.7778963	0.4773707	0.7707838
450	0.6360809	0.5449740	0.8201778	0.7665134	0.8630507	0.5122675	1.0478195	0.8639796	0.5033897	0.6090575
500	0.4885163	0.5324956	0.8458490	0.7700594	0.8809958	0.5839405	0.9910459	0.7568920	0.4769231	0.6977633
550	0.3978817	0.4897640	0.8747136	0.7724192	0.9478885	0.5411198	0.8921622	0.6479567	0.4894363	0.7799687
600	0.3660273	0.5543368	0.9073955	0.7038084	0.8545853	0.5113138	0.8931787	0.7362221	0.5252741	0.7194116
650	0.4165030	0.5153022	0.8840436	0.7230905	0.7858893	0.5171596	0.8530239	0.6394110	0.4074415	0.8456630
700	0.4477371	0.4876317	0.9511999	0.8916496	0.8782672	0.5256387	0.9272207	0.5357851	0.4678459	0.8555219
750	0.3773916	0.4822307	0.9280583	0.7975480	0.9793675	0.5534927	0.9329390	0.4970041	0.4784424	0.8028044
800	0.3589179	0.6107009	1.0037954	0.8413098	0.9244791	0.5992917	0.9850519	0.6677121	0.4885033	0.7449545
850	0.4114009	0.5543257	0.9479256	0.7641777	0.9103466	0.6483391	1.0513673	0.6981820	0.5017614	0.6554892
900	0.4271130	0.5395850	0.8644223	0.7672401	0.8400090	0.5598798	0.9672649	0.6354871	0.4304282	0.6485544
950	0.3750799	0.4865096	0.8382669	0.8074516	0.8148314	0.5800445	1.0213070	0.5378484	0.4149175	0.7603765
1000	0.3945761	0.5404048	0.8573091	0.8081477	0.9284073	0.5319446	0.8948137	0.6809996	0.4478120	0.7930273

0	0.4416812	0.5857700	0.8905096	0.8277355	0.9120767	0.5581700	1.0360274	0.6082556	0.4888538	0.8954608
50	0.7203097	0.2813357	0.8594057	0.8470207	0.9063629	0.4620916	0.9647824	0.6984694	0.4749137	0.6890769
100	0.7549126	0.2642038	0.8974405	0.7540903	0.8596278	0.4401509	1.0554543	0.6447077	0.4123072	0.7528283
150	0.7835179	0.2792711	0.8669046	0.8266645	0.7995279	0.4557500	0.9175801	0.5952768	0.4304747	0.7934573
200	0.7950655	0.2743649	0.8896649	0.8539549	0.9045368	0.4834760	0.9428155	0.5667921	0.4117307	0.7977787
250	0.8338898	0.2743480	0.8945434	0.8002746	0.8548210	0.3947880	0.9039966	0.6382037	0.5086511	0.7085553
300	0.8744785	0.3248794	0.7851563	0.8725644	0.8962917	0.4000806	0.9929155	0.7127137	0.5132093	0.6131915
350	0.9141821	0.2997967	0.8914934	0.9231307	0.9753720	0.4229496	0.9465523	0.7820730	0.4566512	0.6380447
400	0.8135610	0.2635705	0.8413565	0.9043069	0.9380916	0.3950627	0.9585844	0.7810212	0.5207452	0.6925042
450	0.7734225	0.2565508	0.9088005	0.9490261	0.9493717	0.3857293	1.0489037	0.7046232	0.4555447	0.7083488
500	0.7658958	0.2445905	0.8437769	0.8758197	0.8929442	0.3954725	0.9251290	0.6471995	0.4595166	0.7870916
550	0.4105644	0.4881623	0.8459366	0.8634897	0.8191076	0.5256022	0.9602022	0.6487457	0.4803221	0.7233982
600	0.3196478	0.5323841	0.8226173	0.8264913	0.8876181	0.5634923	0.9616021	0.8468493	0.4617780	0.6367389
650	0.3988126	0.5408830	0.8581327	0.7791428	0.8767151	0.5495960	0.9336882	0.6975830	0.4067761	0.6780166
700	0.4305503	0.5038393	0.8623607	0.8201225	0.9958387	0.5596777	0.9270121	0.5273196	0.4562008	0.8070457
750	0.3657668	0.5582147	0.7965704	0.7752775	0.8719348	0.5597793	0.9085176	0.6410244	0.4630999	0.7589934
800	0.3846681	0.4984205	0.7605053	0.8027026	0.8374562	0.5883802	0.9944835	0.6921840	0.4467096	0.6852340
850	0.3333392	0.5537844	0.9077399	0.8253432	0.8538924	0.5628133	1.0884728	0.6193729	0.4725971	0.7156000
900	0.3462302	0.5450285	0.8870740	0.8020075	0.8672841	0.5490624	1.0542730	0.6524938	0.4867554	0.7010723
950	0.3215958	0.5464599	0.9783574	0.8010209	0.8065239	0.6420457	1.0233928	0.7624223	0.4906608	0.7085473
1000	0.3854092	0.5357005	0.8362804	0.7626041	0.8607430	0.5378919	0.9714561	0.7977877	0.5092219	0.6666153

0	0.4416812	0.5857700	0.8905096	0.8277355	0.9120767	0.5581700	1.0360274	0.6082556	0.4888538	0.8954608
50	0.4386434	0.5500659	0.9133073	0.7877876	0.8853202	0.4983689	0.9756452	0.8879329	0.5311086	0.6530234
100	0.4344051	0.5814622	0.8791077	0.8850668	0.9543078	0.5584098	0.8845561	0.8322115	0.4922926	0.6711129
150	0.4079002	0.5829030	0.8449606	0.8572595	0.9783956	0.5930546	0.9289813	0.8793698	0.4532306	0.6833336
200	0.4264240	0.5442351	0.8795711	0.8159008	0.9403847	0.5705515	0.9434902	0.9126566	0.3581476	0.6476277
250	0.4808405	0.5173609	0.8504171	0.8629613	0.9363290	0.5609042	0.9597399	0.8857971	0.4126792	0.6962154
300	0.4942026	0.5363490	0.9168005	0.7584849	0.9136596	0.6061666	1.0189311	0.9485475	0.4293895	0.6809963
350	0.5431833	0.5275578	0.9080477	0.7163057	0.8731385	0.5306839	0.8886305	0.8735421	0.4297383	0.6581948
400	0.4534001	0.5257465	0.8739233	0.8039692	0.8446647	0.5781766	0.9150628	0.9385467	0.4319447	0.7698968
450	0.4540230	0.5521872	0.8345617	0.8286970	0.8201668	0.5415196	0.8898137	0.9705343	0.4574478	0.7715899
500	0.4186198	0.6234677	0.8463665	0.7374751	0.9150431	0.5015041	0.9696966	0.9085862	0.4000548	0.7482234
550	0.4637212	0.5577351	0.8707343	0.7221549	0.8853206	0.5727738	0.9777475	0.5873430	0.4405697	0.7577605
600	0.4013408	0.4972820	0.8317801	0.6977333	0.9299844	0.6031587	1.0199018	0.5392246	0.5039344	0.7788869
650	0.3799503	0.5482026	0.8037012	0.7470411	0.8393956	0.5191891	0.9400290	0.6494462	0.4863458	0.7228697
700	0.4642014	0.5428746	0.8718115	0.7444386	0.8611994	0.5473633	1.0235907	0.5396738	0.4085810	0.8363712
750	0.3882986	0.5596610	0.9124067	0.8192881	0.8978116	0.5816371	0.9152916	0.5153633	0.4410162	0.7600792
800	0.3877823	0.5339628	0.8289132	0.7855978	0.8648635	0.5046395	0.8843349	0.5528777	0.5072774	0.7945703
850	0.4555595	0.4901468	0.8464933	0.7482252	0.9063596	0.5708709	1.0657675	0.6535138	0.5278794	0.7248638
900	0.4068268	0.4996705	0.7544800	0.8294025	0.8747848	0.5599024	1.0223122	0.7193082	0.5420770	0.7381564
950	0.3934431	0.5749802	0.8084981	0.7481163	0.7275232	0.4676475	0.9902056	0.8010802	0.5537830	0.6577300
1000	0.4406895	0.5437288	0.9242236	0.9242317	0.8489041	0.5254769	1.0001939	0.8364104	0.4412719	0.6335205

0	0.4416812	0.5857700	0.8905096	0.8277355	0.9120767	0.5581700	1.0360274	0.6082556	0.4888538	0.8954608
50	0.4556252	0.1796741	0.9211514	0.6030544	0.8779957	0.5638718	1.0537251	0.9819557	0.3999408	0.6715198
100	0.3232538	0.0481857	0.8947354	0.5786375	0.7902735	0.5484281	0.9835624	1.0335866	0.3883280	0.6953537
150	0.2552747	0.0258125	0.9073540	0.6547990	0.8247916	0.5897235	1.0127688	0.9738043	0.4086035	0.7459607
200	0.1772590	0.0225065	0.8744785	0.5547233	0.8717629	0.6197722	0.8999829	0.9738011	0.3986149	0.8183297
250	0.1621078	0.0148571	0.8502367	0.5197025	0.8349668	0.6304485	0.9911440	0.9337805	0.3593854	0.8551856
300	0.1482538	0.0217111	0.7930096	0.5323321	0.8196878	0.7026988	1.1076248	0.9303656	0.4098703	0.8790889
350	0.1408625	0.0290714	0.9018235	0.5224922	0.7470617	0.6830502	1.0399962	1.0718256	0.4015857	0.7872085
400	0.1724774	0.0222450	0.8648497	0.5430227	0.7539887	0.6529820	0.9784707	1.0011924	0.4552471	0.7924310
450	0.1635131	0.0151169	0.7833343	0.5274403	0.7764282	0.5949888	1.0120118	0.8832752	0.4590336	0.7541277
500	0.1630762	0.0186723	0.8740727	0.4906440	0.8709967	0.6204611	0.9696468	0.8807097	0.3906574	0.7775097
550	0.1313906	0.4107497	0.7900286	0.7294644	0.8091230	0.5580448	0.9314642	0.7705400	0.4811286	0.7138407
600	0.2064702	0.5354488	0.8309126	0.7626518	0.8290277	0.6275731	0.9667940	0.7273099	0.4353265	0.6863551
650	0.3076469	0.5387772	0.8314248	0.7571020	0.7842997	0.6418689	0.9850630	0.6456458	0.4427045	0.7160889
700	0.3372154	0.5669900	0.8286234	0.6941074	0.8463868	0.5930226	1.0458077	0.5548918	0.4161618	0.7644683
750	0.3611477	0.6084337	0.8726245	0.7118411	0.8095760	0.6887937	1.0186946	0.5602484	0.4851716	0.7871679
800	0.3955133	0.5319314	0.8411416	0.7777559	0.8844852	0.6074267	0.9988165	0.6146148	0.4874574	0.7648967
850	0.3908857	0.5386579	0.8439972	0.7402439	0.8839270	0.6214258	0.9679501	0.7015328	0.4503572	0.5991676
900	0.3343314	0.4884136	0.7862789	0.7372703	0.8633629	0.5239965	0.9228071	0.7390213	0.4784226	0.6918511
950	0.3893848	0.5296139	0.9276856	0.7060132	0.8357433	0.5536804	0.8822645	0.6328993	0.5046833	0.7639074
1000	0.3926813	0.6036007	0.8659806	0.8959829	0.7838960	0.5197124	0.8485161	0.6361434	0.5227500	0.6619602

0	0.4416812	0.5857700	0.8905096	0.8277355	0.9120767	0.5581700	1.0360274	0.6082556	0.4888538	0.8954608
50	0.4458418	0.4931337	0.9537816	0.7153986	0.6340000	0.6295121	0.9192235	0.8887042	0.5099963	0.7163905
100	0.4466109	0.5466629	0.9141714	0.7023885	0.5860234	0.5688049	1.0830280	0.9587360	0.5066418	0.6783108
150	0.4183191	0.5705554	1.0243991	0.7660822	0.5495788	0.5533454	0.9994398	0.9322331	0.4331554	0.5867261
200	0.3892020	0.5288401	0.9043202	0.7991088	0.6120987	0.5824309	0.9215879	0.9173237	0.4121940	0.6744371
250	0.4200069	0.5228466	0.9256113	0.8535404	0.5856295	0.5563143	0.9689980	1.0004386	0.4908646	0.7704402
300	0.3653203	0.5440250	0.9553404	0.9389332	0.6253236	0.5139520	0.9416863	0.9282948	0.5133777	0.6716968
350	0.4084617	0.5252962	0.8885780	0.8407474	0.5832477	0.5079079	0.9568704	1.0231348	0.4804290	0.5701484
400	0.4187833	0.4732690	0.8887490	0.8805635	0.5691070	0.5926714	0.8557421	0.8500000	0.4425652	0.6924840
450	0.4269829	0.5339695	0.9472022	0.8211324	0.5897363	0.5859839	0.9773942	0.8917246	0.4539030	0.7558080
500	0.4215073	0.5505045	0.9451912	0.8194367	0.6187174	0.5449897	0.9770389	0.8758478	0.5104620	0.6888929
550	0.4161294	0.5209139	0.8282122	0.8637664	0.7718018	0.5632639	0.9611074	0.6704158	0.4311525	0.7390007
600	0.3898202	0.5390155	0.8292864	0.8986390	0.8317591	0.4848782	0.9324131	0.6582171	0.4340888	0.7206004
650	0.4120298	0.4867459	0.8791141	0.8931945	0.8411251	0.5392750	1.0031650	0.5573315	0.4015920	0.8206286
700	0.3906225	0.5635890	0.7952228	0.8099026	0.8722494	0.6026479	1.0350201	0.5186271	0.4395101	0.7242125
750	0.4137530	0.5636268	0.9533232	0.8745611	0.7994202	0.5292364	0.9629656	0.6366189	0.4719632	0.6989491
800	0.4189934	0.5464123	0.8956345	0.8633286	0.9106671	0.4743610	0.9301180	0.6566396	0.4564739	0.6763178
850	0.3766549	0.5811307	0.8872465	0.7975621	0.8992303	0.5757662	0.9637079	0.7219229	0.4509744	0.7590489
900	0.3723781	0.5541683	0.9450432	0.7460485	0.9117074	0.5302950	0.9750660	0.7817575	0.4406982	0.6935760
950	0.3790251	0.5471361	0.8708575	0.7431736	0.8173598	0.5197143	1.0055629	0.7622981	0.4842778	0.6658618
1000	0.3703535	0.5649608	0.8772143	0.7990611	0.9352320	0.5983973	0.9133486	0.6959740	0.4896347	0.6258517

0	0.4416812	0.5857700	0.8905096	0.8277355	0.9120767	0.5581700	1.0360274	0.6082556	0.4888538	0.8954608
50	0.4585738	0.8245275	0.8315577	0.3482950	0.9023825	0.5441892	0.9645338	0.7475130	0.4302743	0.6370856
100	0.4979445	0.9233748	0.9223748	0.2545915	0.9347564	0.6295408	1.0122819	0.8525867	0.4588400	0.6460501
150	0.5364334	0.8787650	0.8737409	0.1951451	0.8908474	0.7644946	0.9002311	0.8861792	0.4663240	0.6234020
200	0.5208223	0.8579092	0.8895112	0.2078773	0.7885232	0.7436246	0.9499887	0.7986101	0.4432926	0.6943748
250	0.5150836	0.8495472	0.8640937	0.1769052	0.7549336	0.8296094	0.8071012	0.8376700	0.4809706	0.7244903
300	0.4862900	0.8966566	0.8506280	0.1675880	0.6942296	0.8327960	0.8150301	0.8827172	0.4744446	0.7071616
350	0.5966719	0.8573203	0.8227012	0.1612106	0.7595012	0.8422499	0.8500795	0.8353956	0.5234635	0.6179047
400	0.6191733	0.8056356	0.8190548	0.1633565	0.6813090	0.8905499	0.7885958	0.7628588	0.4800777	0.6555204
450	0.5876334	0.7644340	0.8824116	0.1303584	0.6110556	0.9495332	0.6909895	0.7865718	0.5220854	0.6170888
500	0.5914339	0.8672856	0.7866247	0.0973827	0.5766054	0.9960537	0.6554013	0.7290910	0.4476390	0.6587987
550	0.5258782	0.6622571	0.9081292	0.3852380	0.5735748	0.9630176	0.6651997	0.7146738	0.4629217	0.6925740
600	0.5582736	0.5851302	0.8135250	0.4500454	0.6485335	0.8162754	0.7473850	0.6270517	0.4378277	0.6942320
650	0.4564807	0.5738088	0.8155111	0.5466054	0.7116448	0.7120960	0.8109107	0.7170314	0.5099067	0.6674310
700	0.4174626	0.5183496	0.7965452	0.6591486	0.8043077	0.6492732	0.8572443	0.6933283	0.4572495	0.6068495
750	0.3480010	0.5659108	0.8738457	0.7035181	0.8322233	0.6032480	0.9164228	0.7036999	0.4306099	0.6852706
800	0.3794147	0.5603752	0.8436394	0.8056769	0.9380646	0.6558740	0.8829413	0.6641966	0.4040954	0.7357842
850	0.3898120	0.5483087	0.8293120	0.7258626	0.9542658	0.5997186	1.0015032	0.5724228	0.4861733	0.7408870
900	0.3897601	0.5372769	0.8374460	0.7529981	0.8942769	0.5119311	0.9803939	0.6828151	0.5218251	0.7773002
950	0.4429958	0.5992672	0.8417464	0.7413782	0.8712762	0.5776342	0.9031438	0.6823233	0.4699361	0.7179549
1000	0.4157811	0.6032010	0.8653466	0.7104953	0.8978668	0.5336376	0.8761567	0.6785269	0.4243192	0.7143124

0	0.4416812	0.5857700	0.8905096	0.8277355	0.9120767	0.5581700	1.0360274	0.6082556	0.4888538	0.8954608
50	0.7722979	0.5614330	0.7913310	0.7851536	0.7588852	0.5844878	1.0274041	0.9003813	0.7405438	0.4850538
100	0.9827625	0.6001834	0.8865405	0.7935379	0.6834290	0.5861832	0.9692968	0.9430322	0.7085560	0.4213984
150	0.9786132	0.5892661	0.8200707	0.8503389	0.5724287	0.5919651	0.9594283	0.9185683	0.6038401	0.4396360
200	0.9827542	0.5760168	0.9012374	0.7527337	0.5971506	0.5550817	0.9830098	0.9002312	0.6224385	0.4612451
250	0.9259680	0.5760280	0.8964050	0.7320921	0.5568505	0.5034600	0.9597639	0.9254145	0.6175012	0.5333476
300	0.9939131	0.5983939	0.7461039	0.8113965	0.5672754	0.5530256	0.9635981	0.9040550	0.7098349	0.4363832
350	0.9281369	0.6286264	0.8631788	0.7744631	0.5474236	0.5419521	0.9519109	0.9618591	0.6658921	0.3084894
400	0.8865313	0.5119146	0.8918087	0.8743221	0.5364817	0.5843978	0.8486981	0.8477567	0.6489715	0.3500897
450	0.9541669	0.6007629	0.8403204	0.8427311	0.5723630	0.5142931	1.0210477	0.9030050	0.5833022	0.4312622
500	1.0809860	0.6603599	0.9053655	0.8250727	0.5651362	0.5074372	0.9851481	0.9515813	0.6372454	0.4570173
550	0.6013904	0.5865316	0.8816084	0.7949271	0.7944860	0.5465514	0.9650153	0.8159689	0.4065657	0.4651034
600	0.5252953	0.4675294	0.8322244	0.8996871	0.9134696	0.5124742	1.0377128	0.5803047	0.3613683	0.7022996
650	0.4014469	0.4653289	0.8829148	0.8692317	0.8857974	0.5865762	0.9826547	0.4471966	0.4805046	0.8283050
700	0.3720318	0.5342981	0.9288977	0.8138456	0.8842751	0.6082394	0.9573372	0.5283804	0.4633034	0.8212755
750	0.4228856	0.4899359	0.8325456	0.8030200	0.8487615	0.5441794	0.9556273	0.6524027	0.5078937	0.8140637
800	0.4451664	0.5263555	0.9131406	0.7934966	0.9227931	0.5459811	1.0448435	0.7960282	0.5005652	0.7385499
850	0.4637785	0.5851303	0.9185851	0.8291519	0.8801493	0.5356955	1.0178937	0.6912935	0.4358109	0.6819533
900	0.3900050	0.5790854	0.9156604	0.8283167	0.8372204	0.5217244	1.0523994	0.6209066	0.4888800	0.7550678
950	0.4328637	0.5376225	0.8988141	0.7660435	0.8954432	0.5326445	1.0168458	0.7208939	0.4794984	0.7121778
1000	0.4488533	0.5974567	0.9130981	0.8238949	0.8852534	0.5171278	0.9512030	0.7211625	0.4438641	0.6005884
