YNL216W	YBR049C	YDL020C	YKL062W	YDR216W	YDR451C	YMR016C	YNL167C	YGL181W	YGL071W
0.3883398	0.9374135	0.9919572	0.0986823	1.0050849	0.0345841	1.0690463	0.0087255	0.0145834	0.9015796
0.3433458	0.4012255	1.0548611	0.0992273	0.9185596	0.0360431	0.9964871	0.0049268	0.0373762	1.0311699
0.5401226	0.6133642	0.5222576	0.0889757	1.1040799	0.0358451	0.9588085	0.0041978	0.0206100	1.0338940
0.6589063	0.7968677	0.9895851	0.0555463	0.8757713	0.0507330	1.0693976	0.0194027	0.0324455	0.9575380
0.6332558	0.7890496	0.9355493	0.1114869	0.4827433	0.0330748	1.0134372	0.0085803	0.0197839	0.9692198
0.6953299	0.9217828	0.9018839	0.1570383	1.0932321	0.0093238	0.9787236	0.0073895	0.0223620	0.9769210
0.6082724	0.6663616	0.7212935	0.1925059	0.9257471	0.0426893	0.5536422	0.0038222	0.0290562	1.1273677
0.6969411	0.8968605	0.9273547	0.1537080	0.9952989	0.0569061	0.8539725	0.0118742	0.0104808	0.8995875
0.6083604	0.7711998	0.9809038	0.0940314	1.0272985	0.0182025	1.0048326	0.0074843	0.0075807	1.0556302
0.6052160	0.7646080	0.9481292	0.1053828	0.9640275	0.0403080	0.9514715	0.0005517	0.0351255	0.5164443
