YIR023W	YKL112W	YML027W	YOR028C	YPL248C	YOL108C	YIR018W	YJR060W	YGL096W	YKL043W
0.3537540	1.0000000	1.0000000	0.0440464	0.9999957	0.0479694	0.0436988	0.9750414	0.9999624	0.0271697
0.4526386	0.5000067	1.0000000	0.0440464	0.9999957	0.0479694	0.0436988	0.9750414	0.9999624	0.0271697
0.7073422	1.0000000	0.5000000	0.9774419	0.9999888	0.0480521	0.0438725	0.9518831	0.7758297	0.4037538
0.7073422	1.0000000	1.0000000	0.0220337	0.9999957	0.0479694	0.0436988	0.9750414	0.9999624	0.0271671
0.7073422	1.0000000	1.0000000	0.0440464	0.5001809	0.0479694	0.0436988	0.9750414	0.9999624	0.0271697
0.7073422	1.0000000	1.0000000	0.0440464	0.9999957	0.0240033	0.0436988	0.9750414	0.9999624	0.0271697
0.7073422	1.0000000	1.0000000	0.0440464	0.9999957	0.0479694	0.0218612	0.9750414	0.9999624	0.0271697
0.7073422	1.0000000	1.0000000	0.0440464	0.9999957	0.0479694	0.1042850	0.4875231	0.9999624	0.0271697
0.7073422	1.0000000	1.0000000	0.0440464	0.9999407	0.0484252	0.0450020	0.8571687	0.5000095	0.0271697
0.7073422	1.0000000	1.0000000	0.0429927	0.9999957	0.0479694	0.0436988	0.9750434	0.9999956	0.0135938
