YJR060W	YGL096W	YKL043W	YER111C	YLR182W	YLR183C	YPR104C	YOR344C	YMR037C	YGL162W
0.0000000	1.0644172	0.3694122	0.5505908	0.0000000	0.4066245	0.9116261	0.3838836	0.5952349	0.9647021
0.0000000	0.0415813	0.0117691	0.0000000	0.7069829	0.3789869	0.8803619	0.1975241	0.4695908	1.0007478
0.0000000	0.3057360	0.0313995	0.0016586	0.9096265	1.0120189	0.0000000	0.6500156	0.8304747	1.0576841
0.0000000	0.3593783	0.0222078	0.0010881	0.7575127	0.4165974	0.9978158	0.0000000	0.4573916	0.9692300
0.0000000	0.5150881	0.0268345	0.0014508	0.6475660	0.3916945	0.9175430	0.2553901	0.0000000	1.1865628
0.0000000	0.2181526	0.0312604	0.0079636	0.7054761	0.4043960	0.9655740	0.2274345	0.5981018	0.0000000
0.5392708	0.3220132	0.0309969	0.0000000	0.0000000	0.3733400	1.0346828	0.4234875	0.2538120	0.9837754
0.9717947	0.0564175	0.0279942	0.0000000	0.9254848	1.0008140	0.0000000	0.6535556	0.4057315	0.8870935
0.9165231	0.1221288	0.0129736	0.0000000	0.6634853	0.4024610	1.0249984	0.2551159	0.0000000	1.1042723
0.0175844	1.0533157	0.5130473	0.9932611	0.0000000	1.1611623	0.0000000	1.0013058	0.9966403	0.9262126
