"Time"	YPL202C	YML007W	YKL185W	YLR131C	YIL131C	YDR501W	YNL216W	YBR049C	YDL020C	YKL062W
950	0.0941020	0.0377052	0.6751655	0.7972323	0.9930965	0.0648015	0.0661863	0.2898386	0.5232215	0.0117366
1000	0.0939395	0.0376291	0.6631327	0.7997565	0.9921256	0.0660585	0.0663124	0.2897926	0.5232202	0.0117479

0	0.0938066	0.0375784	0.6503084	0.8009438	0.9907585	0.0671155	0.0663712	0.2897708	0.5232187	0.0117585
50	0.1654461	0.0566604	0.6491342	0.8118743	0.9908192	0.0646244	0.0351166	0.4408620	0.1063017	0.2132262
100	0.2358752	0.1564533	0.6430596	0.8274506	0.9918052	0.0544326	0.0102877	0.5579269	0.0165361	0.4368707
150	0.3004245	0.2717993	0.6329695	0.8389202	0.9939504	0.0451962	0.0033327	0.6058429	0.0079251	0.5610578
200	0.3637912	0.3496587	0.6225899	0.8460924	0.9959565	0.0401199	0.0017892	0.6229172	0.0121954	0.6187551
250	0.4126448	0.3912368	0.6141308	0.8503117	0.9972275	0.0378288	0.0014430	0.6286064	0.0194365	0.6435174
300	0.4432847	0.4109316	0.6080784	0.8527227	0.9978880	0.0368906	0.0013568	0.6304568	0.0251225	0.6537014
350	0.4600300	0.4196413	0.6040807	0.8540725	0.9981949	0.0365276	0.0013328	0.6310761	0.0283759	0.6577857
400	0.4683771	0.4233312	0.6015775	0.8548138	0.9983279	0.0363922	0.0013254	0.6313008	0.0299544	0.6593982
450	0.4722799	0.4248503	0.6000696	0.8552130	0.9983827	0.0363430	0.0013228	0.6313903	0.0306542	0.6600284
500	0.4740220	0.4254634	0.5991882	0.8554240	0.9984046	0.0363255	0.0013219	0.6314284	0.0309487	0.6602731
550	0.4241005	0.4119502	0.5995880	0.8448019	0.9984125	0.0364223	0.0154141	0.4082032	0.3083253	0.4588586
600	0.3717735	0.3350251	0.6051099	0.8295492	0.9983912	0.0378487	0.0452548	0.2502110	0.4304818	0.2351927
650	0.3152284	0.2255992	0.6147611	0.8184057	0.9980872	0.0509578	0.1130115	0.2253171	0.4853881	0.1110761
700	0.2470398	0.1367765	0.6247816	0.8115648	0.9948271	0.0900370	0.1324724	0.2441079	0.5092322	0.0539798
750	0.1845066	0.0839340	0.6329703	0.8071180	0.9813667	0.1196713	0.1095240	0.2648514	0.5184059	0.0297535
800	0.1410076	0.0577952	0.6391636	0.8027256	0.9641353	0.1192356	0.0877111	0.2779642	0.5215512	0.0194728
850	0.1162433	0.0461208	0.6443267	0.7977798	0.9590537	0.1041353	0.0757968	0.2846359	0.5226082	0.0150491
900	0.1038744	0.0411689	0.6491027	0.7938889	0.9654376	0.0891031	0.0703259	0.2876482	0.5229822	0.0131498
950	0.0981789	0.0391159	0.6531241	0.7923490	0.9745897	0.0788347	0.0679849	0.2889171	0.5231236	0.0123419
1000	0.0956814	0.0382660	0.6556957	0.7929091	0.9817033	0.0729311	0.0670188	0.2894314	0.5231798	0.0120015

0	0.0938066	0.0375784	0.6503084	0.8009438	0.9907585	0.0671155	0.0663712	0.2897708	0.5232187	0.0117585
50	0.0938153	0.0378279	0.4933755	0.7984607	0.8902132	0.0645451	0.0386667	0.3279833	0.7260863	0.0117382
100	0.0939346	0.0384227	0.3288178	0.7818679	0.8035921	0.0551579	0.0172798	0.4108518	0.7693034	0.0116789
150	0.0941611	0.0389140	0.2425087	0.7537836	0.7687809	0.0461643	0.0074722	0.4659319	0.7738033	0.0116324
200	0.0944077	0.0393756	0.2061588	0.7259154	0.7577950	0.0407768	0.0041429	0.4907029	0.7742487	0.0116076
250	0.0946529	0.0398410	0.1939296	0.7048442	0.7548718	0.0381822	0.0031239	0.5000809	0.7742935	0.0115962
300	0.0948937	0.0402561	0.1916152	0.6912511	0.7542439	0.0370681	0.0028115	0.5033183	0.7742985	0.0115914
350	0.0951133	0.0405746	0.1925961	0.6833231	0.7541678	0.0366206	0.0027136	0.5043750	0.7742993	0.0115894
400	0.0952927	0.0407897	0.1941935	0.6790029	0.7541896	0.0364485	0.0026826	0.5047074	0.7742995	0.0115886
450	0.0954239	0.0409215	0.1955291	0.6767586	0.7542130	0.0363842	0.0026729	0.5048094	0.7742995	0.0115883
500	0.0955113	0.0409964	0.1964435	0.6756325	0.7542261	0.0363607	0.0026699	0.5048400	0.7742996	0.0115882
550	0.0955528	0.0407288	0.3815033	0.6791151	0.8555424	0.0364923	0.0165654	0.4708357	0.5714326	0.0115882
600	0.0954159	0.0398094	0.5729927	0.7006677	0.9435049	0.0374899	0.0251355	0.3887008	0.5282184	0.0115890
650	0.0950737	0.0390096	0.6658328	0.7313451	0.9800558	0.0393839	0.0349032	0.3313783	0.5237226	0.0115920
700	0.0946955	0.0384474	0.6943472	0.7584221	0.9924296	0.0427378	0.0473444	0.3050365	0.5232797	0.0116011
750	0.0943811	0.0380665	0.6931089	0.7775203	0.9959169	0.0480873	0.0572711	0.2949527	0.5232353	0.0116236
800	0.0941512	0.0378263	0.6822013	0.7893366	0.9962297	0.0542889	0.0627150	0.2914490	0.5232289	0.0116588
850	0.0939972	0.0376891	0.6707988	0.7959880	0.9953150	0.0595756	0.0650605	0.2902997	0.5232256	0.0116950
900	0.0939021	0.0376186	0.6620039	0.7994025	0.9940170	0.0631521	0.0659327	0.2899359	0.5232230	0.0117227
950	0.0938482	0.0375860	0.6561722	0.8009483	0.9928182	0.0652052	0.0662298	0.2898228	0.5232211	0.0117401
1000	0.0938202	0.0375729	0.6527042	0.8015011	0.9919336	0.0662537	0.0663261	0.2897877	0.5232199	0.0117497

0	0.0938066	0.0375784	0.6503084	0.8009438	0.9907585	0.0671155	0.0663712	0.2897708	0.5232187	0.0117585
50	0.0938046	0.0375772	0.6500613	0.8009800	0.9907594	0.0671151	0.0663712	0.2897708	0.5232187	0.0117585
100	0.0938036	0.0375767	0.6499336	0.8009975	0.9907598	0.0671150	0.0663712	0.2897708	0.5232187	0.0117585
150	0.0938031	0.0375764	0.6498682	0.8010059	0.9907599	0.0671149	0.0663712	0.2897708	0.5232187	0.0117584
200	0.0938028	0.0375763	0.6498352	0.8010099	0.9907600	0.0671149	0.0663712	0.2897708	0.5232187	0.0117584
250	0.0938027	0.0375762	0.6498186	0.8010118	0.9907600	0.0671149	0.0663712	0.2897708	0.5232187	0.0117584
300	0.0938026	0.0375762	0.6498104	0.8010127	0.9907600	0.0671149	0.0663712	0.2897708	0.5232187	0.0117584
350	0.0938026	0.0375762	0.6498063	0.8010131	0.9907600	0.0671149	0.0663712	0.2897708	0.5232187	0.0117584
400	0.0938026	0.0375762	0.6498043	0.8010133	0.9907600	0.0671149	0.0663712	0.2897708	0.5232187	0.0117584
450	0.0938026	0.0375762	0.6498033	0.8010134	0.9907600	0.0671149	0.0663712	0.2897708	0.5232187	0.0117584
500	0.0938026	0.0375762	0.6498029	0.8010134	0.9907600	0.0671149	0.0663712	0.2897708	0.5232187	0.0117584
550	0.0938026	0.0375762	0.6498026	0.8010134	0.9907600	0.0671149	0.0663712	0.2897708	0.5232187	0.0117584
600	0.0938026	0.0375762	0.6498025	0.8010134	0.9907600	0.0671149	0.0663712	0.2897708	0.5232187	0.0117584
650	0.0938026	0.0375762	0.6498025	0.8010134	0.9907600	0.0671149	0.0663712	0.2897708	0.5232187	0.0117584
700	0.0938026	0.0375762	0.6498025	0.8010135	0.9907600	0.0671149	0.0663712	0.2897708	0.5232187	0.0117584
750	0.0938026	0.0375762	0.6498024	0.8010135	0.9907600	0.0671149	0.0663712	0.2897708	0.5232187	0.0117584
800	0.0938026	0.0375762	0.6498024	0.8010135	0.9907600	0.0671149	0.0663712	0.2897708	0.5232187	0.0117584
850	0.0938026	0.0375762	0.6498024	0.8010135	0.9907600	0.0671149	0.0663712	0.2897708	0.5232187	0.0117584
900	0.0938026	0.0375762	0.6498024	0.8010135	0.9907600	0.0671149	0.0663712	0.2897708	0.5232187	0.0117584
950	0.0938026	0.0375762	0.6498024	0.8010135	0.9907600	0.0671149	0.0663712	0.2897708	0.5232187	0.0117584
1000	0.0938026	0.0375762	0.6498024	0.8010135	0.9907600	0.0671149	0.0663712	0.2897708	0.5232187	0.0117584

0	0.0938066	0.0375784	0.6503084	0.8009438	0.9907585	0.0671155	0.0663712	0.2897708	0.5232187	0.0117585
50	0.0942547	0.0512607	0.6500613	0.8009800	0.9907598	0.0670858	0.0657279	0.2932775	0.5137130	0.1557917
100	0.1050169	0.1241047	0.6499335	0.8009979	0.9907856	0.0666719	0.0647665	0.2880847	0.4641512	0.3156876
150	0.1417577	0.2121620	0.6498677	0.8010118	0.9908901	0.0666766	0.0721727	0.2636807	0.4150663	0.4044800
200	0.1934153	0.2741613	0.6498308	0.8010295	0.9906964	0.0720360	0.0976928	0.2329784	0.3900151	0.4457662
250	0.2388028	0.3083953	0.6498098	0.8009786	0.9882429	0.0930067	0.1426949	0.2097964	0.3818458	0.4636644
300	0.2693692	0.3251153	0.6498582	0.8004425	0.9759086	0.1398914	0.1928143	0.1969882	0.3803283	0.4716951
350	0.2869373	0.3329805	0.6502949	0.7977337	0.9321133	0.2070928	0.2303444	0.1913423	0.3802105	0.4764086
400	0.2961894	0.3370397	0.6523498	0.7878700	0.8361740	0.2739613	0.2509199	0.1891821	0.3799060	0.4802036
450	0.3010063	0.3396360	0.6593500	0.7620192	0.7089877	0.3248488	0.2602173	0.1882892	0.3793652	0.4832986
500	0.3037192	0.3415899	0.6770303	0.7127394	0.5934726	0.3571324	0.2644527	0.1877571	0.3788782	0.4855035
550	0.3049494	0.3315780	0.7105693	0.6421601	0.5110652	0.3760020	0.2716246	0.1837137	0.3968319	0.3464323
600	0.2956254	0.2714497	0.7591523	0.5626186	0.4585494	0.3915250	0.2763240	0.1917754	0.4509834	0.1923573
650	0.2627808	0.1912477	0.8143390	0.4873877	0.4241854	0.3940171	0.2303608	0.2176716	0.4899194	0.1059468
700	0.2151361	0.1292542	0.8656306	0.4248800	0.4191359	0.3502983	0.1611496	0.2456874	0.5088904	0.0599925
750	0.1712442	0.0923841	0.9060966	0.3871542	0.4799073	0.2684232	0.1125746	0.2660195	0.5174123	0.0350283
800	0.1405488	0.0729078	0.9323180	0.3950369	0.6153441	0.1887494	0.0874225	0.2780822	0.5209756	0.0223329
850	0.1221643	0.0611002	0.9415207	0.4554511	0.7676565	0.1329429	0.0757243	0.2843963	0.5223613	0.0163645
900	0.1113482	0.0521629	0.9298320	0.5434795	0.8782773	0.1002954	0.0704573	0.2874189	0.5228853	0.0137112
950	0.1045044	0.0458142	0.8959311	0.6279994	0.9395648	0.0830744	0.0681245	0.2887755	0.5230861	0.0125726
1000	0.1000547	0.0419497	0.8466205	0.6933600	0.9686790	0.0745453	0.0671103	0.2893582	0.5231652	0.0120946

0	0.0938066	0.0375784	0.6503084	0.8009438	0.9907585	0.0671155	0.0663712	0.2897708	0.5232187	0.0117585
50	0.0945352	0.0594262	0.6502402	0.7963342	0.8145782	0.0671156	0.0664038	0.2890701	0.5056672	0.2339820
100	0.1121072	0.1696639	0.6549368	0.7629881	0.6615688	0.0672711	0.0691868	0.2729714	0.4203370	0.4806828
150	0.1689880	0.2936786	0.6753155	0.7018402	0.5977437	0.0703075	0.0918605	0.2292979	0.3485861	0.6176863
200	0.2426790	0.3759146	0.7140522	0.6374393	0.5747712	0.0922008	0.1705143	0.1830367	0.3235210	0.6814494
250	0.3026269	0.4195195	0.7611861	0.5857948	0.5575075	0.1794665	0.3166847	0.1544365	0.3246456	0.7101051
300	0.3406466	0.4409210	0.8052694	0.5443690	0.4882125	0.3446897	0.4543343	0.1433333	0.3306027	0.7289336
350	0.3619127	0.4531434	0.8432604	0.4859586	0.3411862	0.5110192	0.5238419	0.1413573	0.3331998	0.7501112
400	0.3738888	0.4631453	0.8816987	0.3856140	0.2057948	0.6242582	0.5420192	0.1418187	0.3332654	0.7698365
450	0.3818560	0.4732461	0.9226068	0.2670433	0.1245812	0.6843157	0.5421451	0.1422838	0.3340529	0.7826961
500	0.3886817	0.4863905	0.9568411	0.1670765	0.0848282	0.7107092	0.5389156	0.1430115	0.3375539	0.7889972
550	0.3964660	0.5007074	0.9786810	0.0988164	0.0949129	0.7199350	0.5310051	0.1457917	0.3618526	0.6217256
600	0.4027186	0.4959546	0.9902327	0.0596125	0.1114971	0.7183878	0.4917846	0.1612564	0.4253162	0.4279994
650	0.4031159	0.4873919	0.9957067	0.0403425	0.1202363	0.6922216	0.3727327	0.1949481	0.4834868	0.2925023
700	0.4000649	0.4787484	0.9981518	0.0323617	0.1330861	0.6027849	0.2277854	0.2356140	0.5292103	0.1804231
750	0.3952779	0.4668833	0.9992110	0.0320021	0.1767791	0.4450446	0.1303847	0.2736052	0.5609434	0.0982238
800	0.3888134	0.4522928	0.9996603	0.0466910	0.3049753	0.2844953	0.0813572	0.3029637	0.5747457	0.0513898
850	0.3794168	0.4145909	0.9998061	0.1107456	0.5341586	0.1716378	0.0595464	0.3204330	0.5731150	0.0287253
900	0.3523120	0.2897465	0.9989363	0.2493795	0.7559196	0.1077985	0.0508546	0.3248495	0.5505893	0.0186990
950	0.2856293	0.1544259	0.9904941	0.4162553	0.8913475	0.0761980	0.0495231	0.3158448	0.5293228	0.0144848
1000	0.2055143	0.0824402	0.9601228	0.5587465	0.9547084	0.0625751	0.0532596	0.3033337	0.5239484	0.0127717

0	0.0938066	0.0375784	0.6503084	0.8009438	0.9907585	0.0671155	0.0663712	0.2897708	0.5232187	0.0117585
50	0.0937780	0.0369204	0.6470441	0.8364517	0.9850048	0.1391191	0.0725521	0.2420411	0.1431721	0.0109561
100	0.0934587	0.0353394	0.6276646	0.8868201	0.9301492	0.2292972	0.2230939	0.1324968	0.0622214	0.0104268
150	0.0929317	0.0360202	0.5957036	0.9220710	0.7788885	0.4038687	0.6745419	0.0669652	0.0537240	0.0470176
200	0.0949296	0.0705726	0.5643340	0.9379701	0.5113698	0.6352998	0.9251111	0.0394881	0.0504216	0.2441126
250	0.1160761	0.1745388	0.5427550	0.9334861	0.2868064	0.7908271	0.9862753	0.0293199	0.0427083	0.4679163
300	0.1718790	0.2907365	0.5351299	0.9153456	0.1651588	0.8694676	0.9973945	0.0255415	0.0375523	0.6123122
350	0.2425288	0.3728340	0.5399073	0.8957407	0.1109119	0.9040672	0.9992520	0.0241271	0.0405757	0.6862945
400	0.3014622	0.4190296	0.5513570	0.8809329	0.0888192	0.9181118	0.9995746	0.0238115	0.0482010	0.7200761
450	0.3401113	0.4419640	0.5639051	0.8714820	0.0802125	0.9235266	0.9996258	0.0240858	0.0549061	0.7345378
500	0.3619996	0.4525178	0.5744405	0.8659891	0.0769361	0.9255412	0.9996124	0.0245805	0.0590012	0.7404901
550	0.3732690	0.4573004	0.5969796	0.6865961	0.0758461	0.9188622	0.9994382	0.0358454	0.2836040	0.7436754
600	0.3788354	0.4603958	0.6924532	0.4333788	0.0761238	0.9109926	0.9872276	0.0801357	0.3323643	0.7450765
650	0.3819695	0.4644720	0.8181859	0.2490757	0.0769702	0.9040537	0.8853444	0.1170296	0.3395348	0.7360159
700	0.3849084	0.4725125	0.9089696	0.1375651	0.0781943	0.8867785	0.7135590	0.1365118	0.3500363	0.6820999
750	0.3894545	0.4854505	0.9583099	0.0758987	0.0809160	0.8491115	0.5785758	0.1499580	0.3800014	0.5653083
800	0.3957762	0.4953085	0.9817473	0.0437725	0.0868960	0.7925034	0.4657194	0.1697981	0.4310631	0.4214394
850	0.4009332	0.4948933	0.9921842	0.0281825	0.0983156	0.7113862	0.3338247	0.2015529	0.4887657	0.2823955
900	0.4020032	0.4858234	0.9966891	0.0221602	0.1222159	0.5830826	0.2057352	0.2413115	0.5382834	0.1659175
950	0.3986797	0.4730640	0.9986042	0.0242139	0.1842810	0.4142282	0.1197522	0.2800231	0.5688931	0.0880830
1000	0.3924859	0.4583554	0.9994102	0.0455154	0.3376619	0.2602431	0.0756952	0.3091676	0.5801921	0.0460741

0	0.0938066	0.0375784	0.6503084	0.8009438	0.9907585	0.0671155	0.0663712	0.2897708	0.5232187	0.0117585
50	0.0939861	0.0431271	0.6500613	0.8009800	0.9907594	0.0671152	0.0663776	0.2896417	0.5201993	0.0748014
100	0.0981087	0.0737221	0.6499336	0.8009975	0.9907592	0.0671418	0.0668322	0.2868444	0.5046319	0.1447883
150	0.1123353	0.1135111	0.6498683	0.8010055	0.9907374	0.0675701	0.0698202	0.2782867	0.4873496	0.1836557
200	0.1337150	0.1435154	0.6498357	0.8010035	0.9905501	0.0696077	0.0769684	0.2670757	0.4766133	0.2017289
250	0.1541010	0.1609768	0.6498247	0.8009658	0.9897980	0.0746663	0.0869060	0.2576133	0.4714721	0.2095248
300	0.1688798	0.1697949	0.6498467	0.8008150	0.9878590	0.0829944	0.0965952	0.2514383	0.4693000	0.2128011
350	0.1778715	0.1739048	0.6499499	0.8004096	0.9841449	0.0931449	0.1038827	0.2480107	0.4684174	0.2142060
400	0.1827432	0.1757524	0.6502298	0.7995733	0.9785532	0.1029206	0.1084089	0.2462937	0.4680457	0.2148499
450	0.1851910	0.1765878	0.6508154	0.7981768	0.9717755	0.1107439	0.1108666	0.2454824	0.4678741	0.2151710
500	0.1863700	0.1769834	0.6518227	0.7962347	0.9650088	0.1161703	0.1120920	0.2451068	0.4677870	0.2153408
550	0.1866119	0.1705635	0.6532900	0.7939340	0.9592849	0.1195470	0.1126273	0.2453454	0.4757932	0.1524504
600	0.1806744	0.1377025	0.6551386	0.7915630	0.9550749	0.1212377	0.1105664	0.2509848	0.4984035	0.0825755
650	0.1626904	0.0972186	0.6571900	0.7894023	0.9527439	0.1195408	0.1012117	0.2629822	0.5134995	0.0437133
700	0.1393364	0.0679406	0.6592184	0.7877270	0.9537843	0.1118084	0.0882396	0.2746431	0.5197964	0.0255143
750	0.1197806	0.0516462	0.6609658	0.7869308	0.9593950	0.0998737	0.0779694	0.2823466	0.5220172	0.0175494
800	0.1071477	0.0437845	0.6621151	0.7873853	0.9678169	0.0881657	0.0718938	0.2864456	0.5227780	0.0141682
850	0.1001958	0.0402733	0.6623655	0.7890511	0.9759599	0.0793289	0.0688258	0.2883636	0.5230492	0.0127550
900	0.0967367	0.0387607	0.6616197	0.7914378	0.9820704	0.0736730	0.0674140	0.2891944	0.5231513	0.0121692
950	0.0951210	0.0381132	0.6600709	0.7939398	0.9859917	0.0704326	0.0668014	0.2895387	0.5231915	0.0119274
1000	0.0943937	0.0378310	0.6580974	0.7961281	0.9882701	0.0687170	0.0665456	0.2896779	0.5232076	0.0118279

0	0.0938066	0.0375784	0.6503084	0.8009438	0.9907585	0.0671155	0.0663712	0.2897708	0.5232187	0.0117585
50	0.2636949	0.4056581	0.6500668	0.8006771	0.9489174	0.3282442	0.0726686	0.2414195	0.1412790	0.0630184
100	0.4815720	0.6870855	0.6509431	0.7857648	0.6503949	0.6128334	0.2234567	0.1343692	0.1680662	0.1202326
150	0.6184453	0.7915994	0.6642003	0.7006579	0.3508502	0.7873001	0.6424894	0.0899391	0.2800436	0.1804001
200	0.6834173	0.8302655	0.7164777	0.5298474	0.1879310	0.8915937	0.8415118	0.0988056	0.3064412	0.3427350
250	0.7110460	0.8548092	0.8064027	0.3474497	0.1156967	0.9442635	0.8242582	0.1110014	0.2798207	0.5089541
300	0.7235220	0.8734405	0.8915237	0.2083559	0.0862982	0.9666019	0.7858543	0.1080648	0.2539148	0.5925234
350	0.7300997	0.8858437	0.9467643	0.1191729	0.0748485	0.9749347	0.8086271	0.0987338	0.2436305	0.6201408
400	0.7339859	0.8945532	0.9757848	0.0672844	0.0705054	0.9785147	0.8544348	0.0914313	0.2404551	0.6405948
450	0.7364943	0.9008703	0.9894220	0.0388573	0.0688422	0.9807276	0.8878478	0.0872541	0.2369405	0.6672988
500	0.7381885	0.9049006	0.9954740	0.0238988	0.0681487	0.9822681	0.9067822	0.0844532	0.2321842	0.6932558
550	0.6636780	0.7512195	0.9980835	0.0162500	0.0683132	0.9512817	0.8933730	0.1199634	0.5404097	0.6961512
600	0.5758084	0.6826395	0.9991926	0.0124793	0.0709877	0.9049366	0.5440920	0.2186543	0.5429960	0.6492249
650	0.5244139	0.6473264	0.9996606	0.0108798	0.0782003	0.7706008	0.2073019	0.2723735	0.5470460	0.4424977
700	0.4943402	0.5988546	0.9998575	0.0110899	0.1106168	0.5122557	0.0950584	0.3009029	0.5926731	0.2319333
750	0.4686993	0.5515525	0.9999400	0.0183164	0.2404550	0.2895366	0.0610839	0.3301898	0.6205590	0.1108349
800	0.4442270	0.5090756	0.9999694	0.0693324	0.5057463	0.1595067	0.0465732	0.3526643	0.6196165	0.0535587
850	0.4146888	0.3900442	0.9995996	0.2099046	0.7558905	0.0953340	0.0400431	0.3598561	0.5904003	0.0287235
900	0.3475277	0.2098623	0.9936921	0.3897978	0.8980753	0.0663278	0.0388583	0.3464736	0.5422039	0.0184418
950	0.2504502	0.1038608	0.9669631	0.5443026	0.9602277	0.0544295	0.0429854	0.3216503	0.5257127	0.0143016
1000	0.1719870	0.0608790	0.9122053	0.6525821	0.9838840	0.0512331	0.0508388	0.3036093	0.5233872	0.0126694

0	0.0938066	0.0375784	0.6503084	0.8009438	0.9907585	0.0671155	0.0663712	0.2897708	0.5232187	0.0117585
50	0.0938046	0.0375780	0.5583267	0.7981258	0.8777976	0.0639263	0.0328636	0.2897708	0.5232192	0.0117344
100	0.0938053	0.0376076	0.4631569	0.7790705	0.7804663	0.0538636	0.0191345	0.2897713	0.5232225	0.0116730
150	0.0938231	0.0377506	0.4177430	0.7464102	0.7411487	0.0457047	0.0167129	0.2897732	0.5232267	0.0116291
200	0.0938866	0.0380362	0.4059545	0.7136864	0.7284760	0.0413260	0.0163631	0.2897758	0.5232296	0.0116066
250	0.0940096	0.0384014	0.4102641	0.6887406	0.7249197	0.0393535	0.0163165	0.2897782	0.5232310	0.0115964
300	0.0941747	0.0387549	0.4196104	0.6725209	0.7240485	0.0385444	0.0163102	0.2897798	0.5232317	0.0115921
350	0.0943476	0.0390369	0.4286205	0.6629842	0.7238768	0.0382310	0.0163091	0.2897808	0.5232321	0.0115904
400	0.0944985	0.0392322	0.4354781	0.6577430	0.7238604	0.0381140	0.0163088	0.2897814	0.5232322	0.0115897
450	0.0946130	0.0393539	0.4400867	0.6549957	0.7238685	0.0380715	0.0163087	0.2897816	0.5232323	0.0115894
500	0.0946911	0.0394242	0.4429463	0.6536042	0.7238754	0.0380563	0.0163086	0.2897818	0.5232323	0.0115893
550	0.0947399	0.0394560	0.5547660	0.6577619	0.8376807	0.0394956	0.0498129	0.2897818	0.5232323	0.0115928
600	0.0947594	0.0393537	0.6679563	0.6833567	0.9362423	0.0473551	0.0635406	0.2897817	0.5232311	0.0116276
650	0.0947145	0.0390205	0.7169203	0.7193932	0.9763571	0.0563709	0.0659620	0.2897809	0.5232277	0.0116806
700	0.0945801	0.0385877	0.7227932	0.7508495	0.9888047	0.0621675	0.0663120	0.2897790	0.5232240	0.0117197
750	0.0943909	0.0382100	0.7095098	0.7727407	0.9915586	0.0650492	0.0663594	0.2897765	0.5232214	0.0117410
800	0.0942038	0.0379432	0.6919452	0.7860731	0.9916516	0.0663026	0.0663667	0.2897742	0.5232199	0.0117511
850	0.0940542	0.0377767	0.6768312	0.7934998	0.9913010	0.0668073	0.0663688	0.2897727	0.5232193	0.0117554
900	0.0939503	0.0376809	0.6659816	0.7973789	0.9910293	0.0670011	0.0663699	0.2897718	0.5232189	0.0117572
950	0.0938848	0.0376289	0.6589899	0.7993092	0.9908809	0.0670733	0.0663705	0.2897713	0.5232188	0.0117580
1000	0.0938464	0.0376019	0.6548063	0.8002342	0.9908109	0.0670998	0.0663709	0.2897710	0.5232188	0.0117583
