"Time"	YKL062W	YDR216W	YDR451C	YMR016C	YNL167C	YGL181W	YGL071W	YKL015W	YKL109W	YGL035C
900	0.1686274	0.0611164	0.0647550	0.2068261	0.2353016	0.6385060	0.0668939	0.0075870	0.8654815	0.9957170
950	0.1847232	0.0658620	0.0715084	0.1667301	0.2634969	0.6402835	0.0816313	0.0110361	0.8594895	0.8418160
1000	0.1542991	0.0601183	0.0801108	0.1905824	0.2738908	0.6027771	0.0730719	0.0175009	0.8776417	0.8804222

0	0.1746193	0.0739191	0.0865317	0.1895130	0.2584528	0.6088366	0.0693170	0.0048998	1.0237475	1.0367052
50	0.4329103	0.0771326	0.0808294	0.2242839	0.2499254	0.6711013	0.0722749	0.0083526	0.8318049	1.0506417
100	0.5815448	0.0526121	0.1264289	0.1968260	0.3027199	0.7777741	0.0522635	0.0177494	0.6757115	1.0022581
150	0.8209359	0.0573643	0.1049747	0.1766333	0.3649939	0.9429862	0.0482038	0.0592936	0.6190364	0.9030425
200	0.7334903	0.0510736	0.1032228	0.2152750	0.4743023	1.0207868	0.0746596	0.1010016	0.4870024	1.0146034
250	0.7358241	0.0806322	0.1418783	0.1581936	0.5088319	0.9286268	0.0829575	0.1739366	0.4703280	1.0363551
300	0.7505384	0.0725251	0.0463594	0.1027825	0.4897471	0.9767135	0.0652848	0.2668887	0.5364336	1.0692506
350	0.8389416	0.0664538	0.0331606	0.1082181	0.5662539	1.0423488	0.0616252	0.2070056	0.5523330	1.0632692
400	0.7832408	0.0559365	0.0406876	0.1566417	0.5943409	0.9846515	0.0534452	0.2464561	0.6036845	1.0119295
450	0.8043219	0.0662770	0.0431083	0.1061526	0.5914719	0.9767698	0.0643530	0.1774006	0.5947066	0.9690744
500	0.7646407	0.0819104	0.0460624	0.1432552	0.5721204	1.0424273	0.0499300	0.1816231	0.5410726	1.0194193
550	0.4895384	0.0723025	0.0231292	0.1443491	0.5757497	0.8876394	0.0481254	0.1814585	0.6663753	0.9954194
600	0.2403773	0.0716253	0.0132031	0.1197715	0.5571580	0.7828355	0.0745029	0.1518067	0.8258754	0.9711940
650	0.1625119	0.0793007	0.0314974	0.1322481	0.4600961	0.8109670	0.0849622	0.0829268	0.9320847	0.9503312
700	0.1175214	0.1025807	0.0359155	0.1529027	0.3684466	0.7414100	0.0647594	0.0420987	1.0424123	0.9891135
750	0.1372468	0.0921146	0.0852319	0.1536398	0.4238915	0.6302099	0.0588470	0.0239165	1.0567164	0.9477139
800	0.1571346	0.0862820	0.0515612	0.1676332	0.2924968	0.5988188	0.0750680	0.0112846	0.9712508	0.9854091
850	0.1456613	0.0719316	0.0916978	0.1990102	0.2772987	0.6076769	0.0724053	0.0169692	0.9478186	0.9565378
900	0.1461898	0.0348604	0.1164818	0.1798786	0.2481093	0.5234024	0.0605171	0.0161867	0.9869041	0.9913652
950	0.1262276	0.0560426	0.1058468	0.2111577	0.2019802	0.5428832	0.0744748	0.0134246	0.9764779	1.0083605
1000	0.2029091	0.0979525	0.1484787	0.2292319	0.2180397	0.5833296	0.0894661	0.0128736	0.8839990	0.8636380

0	0.1746193	0.0739191	0.0865317	0.1895130	0.2584528	0.6088366	0.0693170	0.0048998	1.0237475	1.0367052
50	0.4733020	0.0670499	0.1711693	0.1943656	0.2821879	0.6433225	0.0662040	0.0805700	0.9161983	1.1804205
100	0.7197496	0.0649975	0.1278925	0.2047668	0.2860195	0.5694076	0.0885460	0.1180108	0.9547194	1.0857478
150	0.8642223	0.0678196	0.1578521	0.2125862	0.2566843	0.5841416	0.0822704	0.2258340	0.8815575	1.0729628
200	0.8369833	0.0691803	0.1244107	0.2144613	0.2012529	0.6686663	0.0469437	0.2564273	0.9530817	0.9757079
250	0.9872230	0.0818852	0.1239363	0.2173481	0.2358712	0.6000098	0.0538328	0.2524665	0.9017161	0.9700560
300	0.9404933	0.0981458	0.1517999	0.1990738	0.2641740	0.6144729	0.0758557	0.2318082	0.9814097	0.9045027
350	0.9331481	0.0837777	0.1214458	0.1856362	0.2746869	0.6943047	0.0592815	0.2313557	0.9954379	0.9757602
400	0.9780567	0.0824065	0.1364715	0.1561673	0.3307161	0.6561883	0.0494073	0.2103971	1.0668880	1.0161085
450	1.0076422	0.0735716	0.0794981	0.1516159	0.2961179	0.5695107	0.0463361	0.2121493	1.0282047	1.0015256
500	0.9406201	0.0770850	0.0472948	0.1590993	0.2691820	0.5601749	0.0694370	0.2253172	1.0324687	1.0665417
550	0.6452601	0.0816268	0.0833044	0.1933997	0.2407455	0.5373208	0.0573740	0.1482375	0.9649697	1.0797916
600	0.3951086	0.0780868	0.1071608	0.2602682	0.2305258	0.5271283	0.0821268	0.0839967	0.9240645	1.0822838
650	0.2583621	0.0678349	0.2606970	0.2466146	0.1875238	0.5273340	0.1083555	0.0621242	0.9294250	0.9676433
700	0.2682366	0.0851197	0.2641315	0.2576439	0.1556516	0.5648150	0.0889208	0.0737445	0.9111732	0.9138736
750	0.2363653	0.0885217	0.2885675	0.2061156	0.1846030	0.5697313	0.0788461	0.0355804	1.0478958	0.9366568
800	0.1883063	0.0899343	0.1933664	0.2271205	0.2043916	0.6379438	0.0858528	0.0180428	0.9481583	1.0651291
850	0.2032023	0.0652176	0.2192566	0.1967644	0.2349714	0.5942527	0.0947764	0.0098573	1.0235348	1.0090330
900	0.1956638	0.0915016	0.1456499	0.2115437	0.2389488	0.5868384	0.1067213	0.0032015	1.0312154	0.8989732
950	0.1768831	0.0694641	0.1025174	0.1682877	0.2536746	0.5705926	0.0971730	0.0000000	0.9293133	0.9536221
1000	0.1429366	0.0672826	0.0722969	0.1478767	0.2318403	0.6035337	0.0663108	0.0024827	0.8874981	0.8897170

0	0.1746193	0.0739191	0.0865317	0.1895130	0.2584528	0.6088366	0.0693170	0.0048998	1.0237475	1.0367052
50	0.1796173	0.3529600	0.2371280	0.2942255	0.2210730	0.6355578	0.0665694	0.0041622	0.9779854	0.9261066
100	0.2186417	0.5477078	0.4337350	0.2590203	0.2256127	0.6124649	0.0586962	0.0139363	0.9392115	0.8667147
150	0.2605532	0.6201878	0.4352868	0.2860418	0.2239257	0.6315742	0.0851591	0.0442866	0.9299117	0.9816725
200	0.2104341	0.6833085	0.4850032	0.2691561	0.2631461	0.5871648	0.0770885	0.0678648	0.9704792	0.9229325
250	0.2685596	0.6920629	0.3175849	0.2459078	0.2790471	0.5888474	0.0817749	0.1023957	0.8702428	1.0226233
300	0.1941894	0.6753713	0.2325506	0.2413331	0.2051961	0.5661581	0.0705889	0.0762651	0.9849232	1.0450643
350	0.1808751	0.6140671	0.2485602	0.2397979	0.1917760	0.5819396	0.0791601	0.0922058	0.9422365	1.0299500
400	0.2301146	0.6112241	0.2105264	0.2196704	0.1795639	0.5694396	0.0658825	0.1001068	0.9516896	0.9196852
450	0.1837020	0.6392138	0.2282826	0.2185192	0.1834344	0.5874914	0.1039871	0.1166159	1.0198667	0.9593032
500	0.2170518	0.6566221	0.2121919	0.2195111	0.2427614	0.5882606	0.1104038	0.0902002	1.0854858	0.9700227
550	0.1733572	0.4138483	0.1186373	0.2032822	0.2412685	0.5931951	0.0894063	0.1184977	1.0808147	0.9735731
600	0.1993295	0.1603273	0.1555996	0.1985612	0.2763750	0.6070569	0.0862969	0.1017939	0.9949922	1.0826971
650	0.2053884	0.0809483	0.1353179	0.2223912	0.2377124	0.5556929	0.0782440	0.0743303	0.9455023	0.9487975
700	0.2629236	0.0777764	0.1080060	0.1934516	0.2094421	0.5815881	0.0622929	0.0344950	0.9612389	0.9013318
750	0.1523804	0.0675911	0.0961776	0.1979419	0.2591098	0.5695267	0.0571800	0.0208006	0.8738009	1.0196650
800	0.1858686	0.0663702	0.1242896	0.2016076	0.2544339	0.6254787	0.0516581	0.0242215	0.9343012	1.0712343
850	0.1810522	0.0695979	0.1171560	0.1942550	0.2328784	0.5645908	0.0706719	0.0192443	0.9499856	0.9655689
900	0.1787778	0.0679670	0.0920238	0.2039928	0.2007652	0.6206431	0.0621959	0.0306154	0.9131390	1.0321566
950	0.1477575	0.0628452	0.1351424	0.1750357	0.2582956	0.6310181	0.0480955	0.0223384	0.9268396	0.9742519
1000	0.1669420	0.0372605	0.0946841	0.2055376	0.2949977	0.6216095	0.0528237	0.0203957	0.9372093	1.0075061

0	0.1746193	0.0739191	0.0865317	0.1895130	0.2584528	0.6088366	0.0693170	0.0048998	1.0237475	1.0367052
50	0.1473401	0.1314480	0.0575208	0.1892031	0.2342958	0.5440469	0.1190177	0.0361506	0.8989110	0.6122456
100	0.2014642	0.1847900	0.0841329	0.1922936	0.2210845	0.6548828	0.1532831	0.0277254	0.9461567	0.2735318
150	0.1620432	0.2715457	0.0584415	0.1911705	0.2255049	0.6288486	0.1650974	0.0279859	0.9611050	0.1471357
200	0.1766286	0.2368517	0.0824407	0.1424792	0.2628369	0.6143527	0.1393567	0.0191001	1.0424526	0.0990439
250	0.1769352	0.2263946	0.0753061	0.1874717	0.2929513	0.5489689	0.1314883	0.0201872	0.9774441	0.0451788
300	0.1475535	0.2571552	0.0745030	0.2176055	0.2495083	0.5810594	0.1279659	0.0161699	0.9771537	0.0453726
350	0.1598582	0.2348896	0.1049051	0.1958184	0.2107913	0.6003779	0.1522948	0.0246182	0.9670517	0.0751458
400	0.1298512	0.2747058	0.1434947	0.1688879	0.2132349	0.6385213	0.1620557	0.0216814	0.8635537	0.0521593
450	0.1648269	0.2433201	0.1126959	0.1955786	0.2732825	0.7021692	0.1886736	0.0228741	0.8940258	0.0582532
500	0.1972429	0.2154941	0.1497409	0.2293939	0.3576688	0.6991083	0.1279136	0.0266018	0.9853127	0.0789609
550	0.1659689	0.1386519	0.1640649	0.1876600	0.3660355	0.6311641	0.1095305	0.0108309	0.9762677	0.4708779
600	0.1585779	0.1163493	0.0995543	0.1558871	0.2872336	0.6216579	0.0736119	0.0044834	1.0392051	0.8141833
650	0.1489283	0.0736106	0.0819514	0.2022916	0.2237038	0.5799835	0.0495261	0.0063042	1.0196279	0.8524783
700	0.2009951	0.0808327	0.2143837	0.2175319	0.1941517	0.5628531	0.0821873	0.0035104	0.9424174	1.0109575
750	0.1961826	0.1173148	0.1603087	0.2348673	0.1778135	0.5850200	0.0543326	0.0080990	0.9358974	1.0442006
800	0.1823462	0.0873252	0.1475707	0.2415021	0.2044277	0.6420936	0.0585318	0.0161568	0.9550474	1.0254919
850	0.1334034	0.0500931	0.0948275	0.1645790	0.2545235	0.6159653	0.0632794	0.0149368	0.8800943	1.0672265
900	0.1437943	0.0452074	0.0728181	0.2092802	0.2598478	0.6065383	0.0664494	0.0162281	0.9883820	1.0439875
950	0.2052742	0.0498942	0.1192862	0.1832004	0.2474096	0.5814843	0.0720819	0.0154218	0.9484895	1.0937705
1000	0.2018559	0.0656564	0.1153270	0.2025545	0.2511199	0.5929744	0.0680431	0.0080549	0.9237889	1.0166929

0	0.1746193	0.0739191	0.0865317	0.1895130	0.2584528	0.6088366	0.0693170	0.0048998	1.0237475	1.0367052
50	0.1911682	0.0701129	0.1219891	0.1371503	0.4996039	0.6212881	0.0696852	0.1813620	0.9692973	0.6855547
100	0.1549263	0.0753853	0.0563696	0.1049276	0.7512602	0.6098558	0.0646429	0.3318100	0.9825754	0.5692478
150	0.1526067	0.0572029	0.0370412	0.0696671	0.8670086	0.6516954	0.0661812	0.3966971	1.0040602	0.4356510
200	0.1159044	0.0854015	0.0350828	0.0474702	0.8986485	0.7135593	0.1129389	0.4995286	0.9418097	0.4021569
250	0.0827361	0.0765841	0.0272460	0.0426222	0.9675254	0.7141865	0.1374517	0.5079734	0.9520742	0.3641906
300	0.0492017	0.0709663	0.0208203	0.0078088	0.8497406	0.8048593	0.1712652	0.4925936	0.9531032	0.3686760
350	0.0323357	0.0672175	0.0250325	0.0186454	0.9198590	0.7553302	0.1652762	0.5976541	1.0428131	0.3673515
400	0.0421231	0.0705532	0.0396612	0.0309790	0.9714908	0.7708426	0.2357111	0.5619724	0.9565371	0.4334973
450	0.0296777	0.0789683	0.0256351	0.0283329	0.8786337	0.7812223	0.2923219	0.5132441	1.0000327	0.4321267
500	0.0293075	0.0620223	0.0235760	0.0087295	0.8759734	0.8687128	0.2522440	0.5131628	0.9798194	0.3879431
550	0.0482922	0.0816045	0.0174534	0.0518796	0.7559148	0.7302176	0.2306460	0.3542744	0.9415787	0.6624957
600	0.0309923	0.0827371	0.0208844	0.0713053	0.4975114	0.6775185	0.1355548	0.1771637	0.8620735	0.8652228
650	0.0659167	0.0716162	0.0144753	0.1327442	0.4322960	0.6637851	0.0830937	0.0746808	0.9277386	0.8911000
700	0.0780137	0.0690082	0.0406015	0.1727414	0.3940738	0.6396961	0.0621408	0.0400849	0.9970662	0.9343712
750	0.0940123	0.0834939	0.0480661	0.1792722	0.2833902	0.5856529	0.0945845	0.0227856	1.0762794	1.0288766
800	0.1164105	0.0810541	0.0752425	0.1548445	0.2411554	0.6192577	0.0787118	0.0055086	1.0062134	1.0513956
850	0.1212670	0.0812400	0.0348405	0.1478179	0.2013056	0.6583654	0.0743618	0.0060443	1.1464518	1.0520197
900	0.1842513	0.0929912	0.0644751	0.1800877	0.2397897	0.6595054	0.0638804	0.0039841	1.0264556	1.0737424
950	0.2006568	0.0989388	0.0972832	0.2522905	0.2425879	0.6828102	0.0665963	0.0050648	0.9591270	0.9817103
1000	0.1754462	0.0834780	0.1715850	0.1976238	0.2374600	0.6475340	0.0764726	0.0012448	0.9408183	0.9216519

0	0.1746193	0.0739191	0.0865317	0.1895130	0.2584528	0.6088366	0.0693170	0.0048998	1.0237475	1.0367052
50	0.1693243	0.0735605	0.0759270	0.1250818	0.2735144	0.5884684	0.0758912	0.0077803	0.9762123	0.9656414
100	0.1201270	0.0733607	0.0359790	0.1130858	0.2582687	0.5632550	0.0689951	0.0005987	0.9077761	0.9939985
150	0.1271283	0.0647552	0.0310286	0.1352565	0.2167296	0.6017861	0.0688519	0.0052895	0.9428550	1.0373526
200	0.1386464	0.0482979	0.0544387	0.1476430	0.1851376	0.5380309	0.0838198	0.0131563	0.8458039	0.9196420
250	0.0965188	0.0793647	0.0500435	0.1777156	0.1560238	0.5787274	0.0761966	0.0177216	0.9107835	0.9827598
300	0.1370679	0.0708404	0.0540600	0.1721703	0.1831762	0.5239648	0.0630145	0.0196345	0.8626469	1.0138999
350	0.1209893	0.0807497	0.0479808	0.1408419	0.1868599	0.5540963	0.0723108	0.0231776	1.0178029	1.0334525
400	0.1445780	0.0823181	0.0335677	0.1592931	0.1721733	0.6088720	0.0765998	0.0061398	1.0361934	1.0473858
450	0.1461533	0.0798791	0.0410545	0.1474791	0.1848419	0.5558557	0.0655075	0.0045748	1.0941701	1.0863074
500	0.1334549	0.0683094	0.0487665	0.1046384	0.2123459	0.5285214	0.0836407	0.0147395	0.9835019	0.9953658
550	0.1005727	0.0615669	0.0434154	0.1504022	0.2001809	0.5523040	0.0646070	0.0105920	1.0086403	1.0181113
600	0.1508328	0.1053805	0.0989007	0.2305518	0.2122712	0.5731777	0.0685696	0.0052179	1.0089777	1.0260159
650	0.1522050	0.0472668	0.1275297	0.2341352	0.2554568	0.5794646	0.0388147	0.0061908	0.9651984	0.9581554
700	0.1760442	0.0679773	0.1626536	0.2099695	0.2602063	0.6175695	0.0413958	0.0143830	0.9362031	0.9548044
750	0.2001908	0.0935311	0.0918448	0.1914215	0.2487556	0.5924544	0.0509919	0.0037875	0.9558467	1.0163006
800	0.1848093	0.0363777	0.0809667	0.1823646	0.2079431	0.6325172	0.0443221	0.0078493	1.0397114	1.0425195
850	0.1747802	0.0752640	0.0527388	0.2088913	0.2667672	0.6228535	0.0452069	0.0132107	0.9615390	1.0303640
900	0.1739248	0.0630270	0.0862599	0.2324027	0.2132482	0.6245639	0.0679108	0.0003515	0.9544397	0.9486780
950	0.2119526	0.0997262	0.1508108	0.2498396	0.2802427	0.7014793	0.0526914	0.0068579	0.9354107	0.9900724
1000	0.1870923	0.0757692	0.1538465	0.1979762	0.2988109	0.6160145	0.0711355	0.0112833	0.9431590	1.0047031

0	0.1746193	0.0739191	0.0865317	0.1895130	0.2584528	0.6088366	0.0693170	0.0048998	1.0237475	1.0367052
50	0.1743444	0.1947461	0.2094395	0.2119111	0.2745481	0.6967789	0.0603463	0.0201913	1.1022378	1.1541929
100	0.1972745	0.2928245	0.3769873	0.2234468	0.3170592	0.8036420	0.0734887	0.0130251	1.0577639	1.0901583
150	0.2176572	0.3510838	0.2349244	0.1928056	0.3553238	0.8935598	0.0718024	0.0310304	0.9890200	1.0443302
200	0.1965777	0.3917622	0.2457876	0.1500717	0.4592145	0.9381471	0.0793861	0.0326778	0.8918700	0.9003542
250	0.1394456	0.3662243	0.1850219	0.1537229	0.4621764	0.9432650	0.0813198	0.0603989	0.9354384	0.9360985
300	0.1277601	0.4004786	0.2009510	0.1677511	0.5098471	0.9922185	0.0618062	0.0715561	0.9124911	1.0967893
350	0.1301299	0.4063495	0.2302071	0.1601609	0.5324972	0.8727106	0.0564436	0.0718307	0.9061554	1.0758192
400	0.1369173	0.4295806	0.2290806	0.1348092	0.5349324	0.9866400	0.0635158	0.0714239	0.9027161	1.0356608
450	0.1257702	0.4017819	0.1817249	0.1511435	0.5754656	1.0192922	0.0908144	0.0684461	0.9610336	1.1183761
500	0.1345882	0.4477259	0.1833495	0.1286359	0.6171234	1.0161194	0.0681863	0.0944743	0.9850701	0.9697868
550	0.0985494	0.2970762	0.1130691	0.1154848	0.6073199	0.9028783	0.0636170	0.0794831	0.9565722	1.0257690
600	0.0840812	0.1881823	0.0233644	0.1032487	0.5619928	0.7791296	0.0639205	0.0611700	1.0059201	1.1384041
650	0.0999553	0.1060533	0.0169045	0.1143748	0.4125599	0.6729997	0.0654455	0.0474588	0.9439392	1.0230927
700	0.1251712	0.1035297	0.0416632	0.1588299	0.3443438	0.7182449	0.0909531	0.0207581	0.9764129	1.0595817
750	0.1085327	0.0785561	0.0872567	0.1980391	0.3018062	0.7083726	0.0722865	0.0202313	0.9798944	1.0810792
800	0.1405843	0.0947711	0.1215989	0.1976102	0.3512190	0.6265254	0.0972591	0.0174699	0.9652052	0.9869922
850	0.1524320	0.1038487	0.0874324	0.1977376	0.2651432	0.6745607	0.0688072	0.0107657	0.9538659	1.0132241
900	0.1292876	0.1099277	0.0749502	0.1510103	0.2644521	0.6653156	0.0658387	0.0086583	1.0520662	1.0764205
950	0.1336176	0.0717540	0.0607796	0.1637144	0.2784969	0.6677421	0.0660419	0.0083121	1.0107417	1.1414229
1000	0.1828153	0.0580882	0.0797334	0.1333612	0.3197420	0.6533006	0.0722740	0.0123659	0.9646340	1.0251044

0	0.1746193	0.0739191	0.0865317	0.1895130	0.2584528	0.6088366	0.0693170	0.0048998	1.0237475	1.0367052
50	0.1609233	0.2356258	0.1010844	0.1827221	0.4561234	0.6491942	0.0909982	0.0067078	0.8867833	1.0421367
100	0.1709737	0.3304003	0.0964386	0.1537357	0.7247555	0.5820648	0.0934413	0.0212698	0.9097990	1.0383585
150	0.1610654	0.3752308	0.0360837	0.1157201	0.7790657	0.6352892	0.1146163	0.0430596	0.8292156	0.9565100
200	0.1379340	0.4070973	0.0262131	0.1269214	0.9263156	0.6486591	0.1094454	0.0497352	0.9577571	1.0451642
250	0.1309039	0.3975860	0.0318360	0.1418222	0.9421346	0.6179637	0.0839362	0.0658333	0.9736639	1.0717488
300	0.1222360	0.4143467	0.0474790	0.1310686	0.9941014	0.6234324	0.0936779	0.1021310	0.9752275	1.0740156
350	0.0978337	0.4115912	0.0314357	0.1289872	0.8749049	0.6938079	0.0865386	0.0690710	0.9992080	1.1065161
400	0.0971066	0.3639850	0.0317742	0.1362371	0.8777288	0.5551949	0.1094507	0.0628002	0.9304593	1.0795317
450	0.0976006	0.4286189	0.0299102	0.1266179	0.8886395	0.5890018	0.0731728	0.0546015	0.9521095	1.0533293
500	0.0877177	0.4938227	0.0434724	0.1322367	0.8836980	0.6548872	0.0998006	0.0681275	0.9745090	1.0068612
550	0.0901961	0.2916841	0.0299293	0.0689705	0.6411571	0.6439231	0.0797302	0.1011252	1.0122063	0.9997446
600	0.0737862	0.1461283	0.0202837	0.1115481	0.4671857	0.5653462	0.0696640	0.0858916	0.9193764	0.9948325
650	0.0961003	0.0902855	0.0315263	0.1321222	0.3327688	0.5924649	0.0642753	0.0628717	0.9627737	0.8748491
700	0.1229555	0.0806474	0.0535701	0.1428264	0.2273138	0.6365494	0.0813333	0.0256677	0.9602663	0.9856569
750	0.1509410	0.0679668	0.0666958	0.2236569	0.2082286	0.6244498	0.0920524	0.0073255	0.9299752	0.9310603
800	0.1431486	0.0481862	0.1205957	0.2360421	0.2250485	0.6051219	0.0774419	0.0081536	0.9570994	1.0040506
850	0.1652500	0.0587930	0.2716508	0.2944464	0.2074216	0.6024158	0.0819439	0.0001270	0.9200661	0.9460759
900	0.2095194	0.0713527	0.3455703	0.2714500	0.2471580	0.6663877	0.0601682	0.0130858	0.9385392	1.0255398
950	0.2676601	0.0808398	0.3523396	0.2670556	0.2942215	0.6882628	0.0710473	0.0216368	0.8129860	0.9312607
1000	0.2685157	0.1190527	0.2976525	0.2720485	0.2699821	0.6939190	0.0962557	0.0156884	0.7712114	0.9275340

0	0.1746193	0.0739191	0.0865317	0.1895130	0.2584528	0.6088366	0.0693170	0.0048998	1.0237475	1.0367052
50	0.2119875	0.0808015	0.2020006	0.2152463	0.2878383	0.6375309	0.0594106	0.0439363	1.0511357	1.0432014
100	0.1909127	0.0872743	0.1538643	0.1733180	0.2578858	0.6968523	0.0771578	0.1091226	1.0424207	0.9819923
150	0.1763977	0.0507643	0.0768771	0.2243313	0.2794969	0.6338938	0.0813873	0.1445126	1.0135515	1.0158465
200	0.1389083	0.0855493	0.1157329	0.1803400	0.2697334	0.7123852	0.0859411	0.1501123	0.9798743	0.9344347
250	0.1377377	0.0774488	0.0497398	0.1662386	0.2760637	0.6656011	0.1002955	0.1301957	0.9299051	0.9359873
300	0.1507491	0.0980330	0.0625891	0.1845955	0.2904591	0.6406353	0.0887758	0.1310621	0.9391515	1.0057475
350	0.1508283	0.0793215	0.0792091	0.1550842	0.3086748	0.7180934	0.0646816	0.1339777	0.8719985	0.9655978
400	0.1558708	0.0935910	0.0501198	0.1739307	0.3068609	0.6703380	0.0604687	0.1374332	0.8806679	0.9957728
450	0.1379286	0.0756371	0.0524815	0.1435813	0.2971763	0.6729537	0.0718645	0.1410379	0.8663392	0.9503752
500	0.1212147	0.0704354	0.0698146	0.2036998	0.2416050	0.6744826	0.0681583	0.1193974	1.0647542	1.0797823
550	0.1738281	0.0494979	0.1046793	0.2224576	0.2811236	0.7678470	0.0928311	0.0986123	1.0030149	1.1268976
600	0.2282411	0.0593072	0.1666652	0.1854395	0.3483720	0.7121879	0.0811048	0.0381969	0.9619981	1.0275484
650	0.1614753	0.0792422	0.0635345	0.1609637	0.3448651	0.6154957	0.0449384	0.0204010	0.9950099	0.9846511
700	0.1556133	0.0788123	0.0399003	0.2013774	0.3190394	0.6354448	0.0632911	0.0103874	0.9717151	0.9145739
750	0.1400067	0.0946849	0.0823331	0.1535447	0.3232389	0.5895424	0.0812084	0.0102323	1.0199966	0.9672444
800	0.1331191	0.0680403	0.0368429	0.1523081	0.2272117	0.6245372	0.0449378	0.0089668	1.0871169	0.9779063
850	0.1419732	0.0917178	0.0505156	0.1675790	0.2338498	0.5762489	0.0629279	0.0116497	1.0145225	0.9117375
900	0.1336355	0.0605382	0.0685490	0.2160253	0.2855023	0.5777232	0.0625834	0.0069551	1.0005833	0.9397804
950	0.1546903	0.0737024	0.0823717	0.2093866	0.2585534	0.6150479	0.0414621	0.0031565	0.9562296	0.9628830
1000	0.1442303	0.0684378	0.0882044	0.2052927	0.2822124	0.6333071	0.0814186	0.0074970	1.0254262	1.0013911
