YJR060W	YGL096W	YKL043W	YER111C	YLR182W	YLR183C	YPR104C	YOR344C	YMR037C	YGL162W
0.0000000	0.2938213	0.4053291	0.3856720	0.2232402	0.1936253	0.7525429	0.4007926	0.5634986	0.7385055
0.0018875	0.0000000	0.3645664	0.3903935	0.1767979	0.2805271	0.8263113	0.6002998	0.4265196	0.7454411
0.0045060	0.0077262	0.0000000	0.2428639	0.2429071	0.2801684	0.8207390	0.5519262	0.5100287	0.7261701
0.7612170	0.4277418	0.6649026	0.0000000	0.2449537	0.2773720	0.7744574	0.0556200	0.4846242	0.7340531
0.1412524	0.1631632	0.3708196	0.6828739	0.0000000	0.3046839	0.7123034	0.7572860	0.5473282	0.6206764
0.1698384	0.1263917	0.3255817	0.6795603	0.0697930	0.0000000	0.6494275	0.8608432	0.3770644	0.7275635
0.4541303	0.4974786	0.8104911	0.0174548	0.5405227	0.5919734	0.0000000	0.0013221	0.4496422	0.6497133
0.4874943	0.3415085	0.4901804	0.2071714	0.2755665	0.3416464	0.7356300	0.0000000	0.5156449	0.7597689
0.6845853	0.3583184	0.5669362	0.1539279	0.3032942	0.2175224	0.8341977	0.1688084	0.0000000	0.7884508
0.4598661	0.3877076	0.5262687	0.2290898	0.2861883	0.3291421	0.6136121	0.2748722	0.7099971	0.0000000
