YMR016C	YNL167C	YGL181W	YGL071W	YKL015W	YKL109W	YGL035C	YGL209W	YCR065W	YER040W
0.0000000	0.4464745	0.6278826	0.5555494	0.9637841	0.1111626	0.0000000	0.0759325	0.0526633	0.2492283
0.0000000	0.4464666	0.6278804	0.5555462	0.9637898	0.1111547	0.0961981	0.0000000	0.0526558	0.2492232
0.1107538	0.4552603	0.6326673	0.0000002	0.0000006	0.1301938	0.1013185	0.0755247	0.0059149	0.0696976
0.1077324	0.4464740	0.6278817	0.5555465	0.9637898	0.1111547	0.0000000	0.0000001	0.0526630	0.2492253
