"Time"	YIR018W	YJR060W	YGL096W	YKL043W	YER111C	YLR182W	YLR183C	YPR104C	YOR344C	YMR037C
100	0.3626075	0.4805473	0.3004232	0.0755320	0.1772261	0.5231316	0.6140122	0.8164859	0.1682336	0.6712855
150	0.5101023	0.5916313	0.5425470	0.0892324	0.1354008	0.4411322	0.4464470	0.7871522	0.2176466	0.6478412
200	0.5571271	0.5712890	0.5777335	0.0890095	0.1655682	0.6313300	0.5469220	0.8270484	0.1808678	0.8198306
250	0.5677700	0.6972660	0.5718865	0.0922142	0.0829685	0.5451413	0.4616033	0.8049924	0.1527684	0.6308332
300	0.7962502	0.7719000	0.5854228	0.1380141	0.1453416	0.5318228	0.4069038	0.8339568	0.2182036	0.6857018
350	0.8477677	0.6460012	0.4417514	0.1476477	0.1513599	0.4065720	0.4852635	0.7297499	0.2123414	0.6972038
400	0.8433091	0.7109582	0.4781425	0.0851109	0.1470481	0.5740505	0.4925074	0.8118111	0.2214512	0.7402523
450	0.6895340	0.5109336	0.4656284	0.2012113	0.1063342	0.4849681	0.5149045	0.6702504	0.2431041	0.7859760
500	0.6919197	0.6597239	0.5322184	0.1085853	0.1474467	0.5457769	0.5276657	0.8372310	0.2910668	0.7654349
550	0.5908465	0.3894417	0.2746966	0.5294490	0.0899957	0.4331328	0.4588133	0.6646007	0.2999840	0.6476104
600	0.6003773	0.3473168	0.2100641	0.5976222	0.1089022	0.5044965	0.3819576	0.9125119	0.1636622	0.7762542
650	0.4428589	0.1723568	0.1520694	0.5517806	0.0938095	0.5536035	0.4504163	0.8469659	0.1418156	0.6689062
700	0.2615850	0.0536219	0.1158857	0.6303887	0.1704422	0.5498609	0.4262155	0.7545841	0.1309230	0.9453355
750	0.1318413	0.0522436	0.0787040	0.5789068	0.2585977	0.4813446	0.5054852	0.8709081	0.1043791	0.6153843
800	0.0611728	0.0063198	0.0750341	0.3838030	0.2625142	0.5318342	0.4799303	0.8062592	0.1510602	0.8093827
850	0.0580831	0.0177394	0.1130238	0.4127709	0.4009070	0.5400090	0.4826335	0.6626551	0.1225458	0.8897616
900	0.1881353	0.0116843	0.1313934	0.2237195	0.5496268	0.5023325	0.4826558	0.7355016	0.2108091	0.8575758
950	0.0776021	0.0159873	0.1596564	0.2552606	0.4662013	0.5253188	0.5021583	0.6985771	0.2084080	0.7836650
1000	0.0669133	0.0197977	0.1781505	0.2191582	0.4083586	0.4299152	0.5916646	0.8493389	0.2432966	0.7112634

0	0.0695328	0.0531825	0.2798661	0.1380346	0.3562868	0.5246567	0.5089663	0.8487270	0.2093359	0.8064257
50	0.0989231	0.1882912	0.2315466	0.3332997	0.2554299	0.5404744	0.5229202	0.7520040	0.1867398	0.5414146
100	0.1462743	0.2450220	0.1645731	0.3710379	0.1769005	0.6076952	0.5366935	0.7381343	0.2464490	0.5800460
150	0.2629479	0.2040265	0.1089841	0.4092726	0.1958740	0.6524688	0.5029101	0.8760950	0.2101816	0.4375464
200	0.1438146	0.1835810	0.0808462	0.3932173	0.2124057	0.6168618	0.5890111	0.8739196	0.2166933	0.5158516
250	0.1618723	0.1854028	0.1439666	0.4070816	0.0595339	0.5199026	0.5033061	0.9127135	0.2953169	0.4724024
300	0.1654393	0.1620269	0.1021584	0.4520960	0.1004958	0.6763327	0.5315899	0.7237270	0.2662116	0.4298498
350	0.1651195	0.2066364	0.1123139	0.5755193	0.1214267	0.5171327	0.5150796	0.8274175	0.2548001	0.4132429
400	0.1303404	0.1585663	0.0409477	0.6314775	0.1365968	0.5925544	0.4951960	0.8602061	0.2351289	0.5511223
450	0.1407395	0.1812322	0.0786231	0.6075948	0.0729099	0.8246647	0.6591996	0.9281672	0.1925800	0.4256833
500	0.1983967	0.1808015	0.0840804	0.6879583	0.1068131	0.7819345	0.5519085	0.8101330	0.2542980	0.5068553
550	0.1756479	0.0510130	0.0519994	0.5405616	0.1375708	0.6651251	0.5117564	0.7466819	0.2282987	0.8193780
600	0.0726802	0.0315969	0.0966884	0.5729825	0.1672380	0.4413639	0.4631225	0.8414337	0.1464801	0.7305938
650	0.0759119	0.0164378	0.0743384	0.4095995	0.3115651	0.4704180	0.4249653	0.7056085	0.3119172	0.8474550
700	0.0461474	0.0015533	0.0950450	0.3648118	0.4759407	0.4296644	0.4576804	0.6378510	0.2456593	0.8324570
750	0.0866827	0.0115653	0.1545643	0.2468213	0.6151465	0.4679553	0.4572192	0.6288029	0.2591972	0.7789555
800	0.0669646	0.0060792	0.1800785	0.1544992	0.5386123	0.5692982	0.3933199	0.6908963	0.2400043	0.9105149
850	0.0516522	0.0429727	0.1885074	0.1857999	0.4443418	0.5915281	0.3616426	0.7557400	0.1943122	0.6874462
900	0.0474166	0.0485647	0.2871474	0.2639944	0.4601896	0.4210226	0.4985391	0.8064542	0.3394678	0.7277594
950	0.0826512	0.0807929	0.2863012	0.2720553	0.5109513	0.4501222	0.4273685	0.7318217	0.2295628	0.7474900
1000	0.0440913	0.0777735	0.2771960	0.1529853	0.5342545	0.5422620	0.5517150	0.7840751	0.2684608	0.7918658

0	0.1123972	0.0460094	0.2356026	0.2202926	0.3726461	0.5610562	0.4747023	0.7601863	0.2246911	0.6294269
50	0.6147878	0.1075352	0.2939640	0.2632318	0.3803580	0.6160183	0.5454668	0.7175544	0.2429881	0.7673024
100	0.7473201	0.0824181	0.2248986	0.2777325	0.5077190	0.5891097	0.5167343	0.7435591	0.3087159	0.7443545
150	0.7674889	0.0781651	0.2298173	0.1796037	0.3676039	0.4610631	0.3995180	0.7023438	0.2164917	0.7779892
200	0.8284983	0.0516988	0.3155203	0.2176508	0.5123116	0.4470587	0.5853161	0.6391944	0.2751965	0.8981325
250	0.8407888	0.0621416	0.2701461	0.2077967	0.3982398	0.4765637	0.4492048	0.5103398	0.2476851	0.8390497
300	0.7308427	0.0335019	0.2260561	0.1538100	0.4156176	0.4658918	0.3593020	0.5566974	0.2231949	0.8115689
350	0.7478997	0.0550299	0.2386293	0.2488906	0.4536794	0.3568401	0.4148886	0.5280017	0.2960538	0.6774903
400	0.6093338	0.0867329	0.2478035	0.1818645	0.3898504	0.3446455	0.3637747	0.6711719	0.2632884	0.7617770
450	0.6260586	0.1008509	0.2747412	0.2268301	0.3370494	0.3582202	0.3798555	0.5517121	0.2767342	0.6988789
500	0.6577226	0.0990226	0.3343028	0.2919610	0.3564856	0.3550795	0.2450201	0.6104807	0.2026342	0.8360993
550	0.2325226	0.1123534	0.2382397	0.1657783	0.3315589	0.2899794	0.5467979	0.8362171	0.1963249	0.7281625
600	0.0765517	0.0574320	0.3228303	0.2627503	0.3973691	0.3602373	0.5196578	0.7726280	0.1747919	0.6725812
650	0.0613003	0.0450072	0.2043492	0.1760035	0.4879897	0.4975294	0.4492210	0.8797843	0.2488902	0.7364283
700	0.0790071	0.0517669	0.2814864	0.1571022	0.3837086	0.4218987	0.4454199	0.8703307	0.2785246	0.7809758
750	0.0588797	0.0636442	0.3095448	0.1885851	0.4520125	0.5440002	0.5287198	0.7978779	0.2686931	0.7127518
800	0.0422090	0.0542864	0.2579798	0.1932817	0.3060860	0.5709549	0.4669419	0.8875437	0.2918689	0.7793270
850	0.0780257	0.0391981	0.3037041	0.2251211	0.3793572	0.3900105	0.5487294	0.8321975	0.2348172	0.7333442
900	0.0841617	0.0484636	0.2046991	0.1885195	0.3696411	0.6360103	0.4963984	0.7869068	0.2390188	0.8879203
950	0.0905450	0.0471291	0.2018352	0.2046443	0.3018959	0.5050502	0.5062635	0.7347106	0.1550591	0.7760698
1000	0.0730061	0.0732276	0.2617054	0.2828497	0.2735963	0.4832187	0.5884172	0.9092242	0.2656581	0.6521996

0	0.0683396	0.0730796	0.3044150	0.1825482	0.3489370	0.5842029	0.5028410	0.7754535	0.2148995	0.7686118
50	0.3477816	0.0376514	0.2494500	0.1647093	0.3339890	0.5980065	0.4483126	0.2331634	0.2463878	0.7277963
100	0.5105722	0.0573244	0.2454598	0.3054721	0.4878739	0.6072214	0.3715522	0.0648581	0.2087933	0.7773295
150	0.4102531	0.0233919	0.2210794	0.3293860	0.3995397	0.5870577	0.1617663	0.0371974	0.2033691	0.7801416
200	0.5035333	0.0372748	0.1539850	0.1779495	0.3957357	0.6318882	0.0689615	0.0138341	0.1925264	0.7432577
250	0.4778689	0.0328457	0.1974750	0.1514557	0.3684732	0.6290848	0.1056972	0.0028888	0.2067735	0.7842283
300	0.4982587	0.0237463	0.2599709	0.2139740	0.4737029	0.6270317	0.0180650	0.0022539	0.2165676	0.9079035
350	0.5650201	0.0366094	0.2092105	0.2119647	0.4838142	0.6142655	0.0152963	0.0022296	0.2526508	0.7332030
400	0.6069321	0.0307332	0.2606791	0.2160773	0.4193135	0.7563312	0.0110712	0.0058153	0.1555083	0.6918524
450	0.3973581	0.0439467	0.1968595	0.2501943	0.4199168	0.5778052	0.0089937	0.0010750	0.2784384	0.7546689
500	0.4609611	0.0728138	0.3184151	0.1801126	0.3902510	0.6768906	0.0104864	0.0035993	0.2089486	0.8049913
550	0.1837248	0.0352354	0.1595640	0.1948882	0.4722093	0.1476776	0.0352955	0.5875437	0.1907825	0.7643772
600	0.0864773	0.0151473	0.1925544	0.2427555	0.6989868	0.0325080	0.1693698	0.7659935	0.1994238	0.7245834
650	0.0838102	0.0691892	0.2722146	0.1719239	0.7030252	0.0494650	0.3674306	0.7581159	0.2979790	0.7990654
700	0.0727615	0.0508742	0.2454812	0.1639115	0.7837182	0.1280533	0.4388120	0.7031989	0.3162525	0.8031278
750	0.0672015	0.0730135	0.3164796	0.1162443	0.8462921	0.1917444	0.5152508	0.8615603	0.2969324	0.6841009
800	0.0468325	0.1052361	0.2380722	0.1281387	0.7317814	0.1674869	0.4566051	0.8129673	0.4327762	0.7893555
850	0.0761797	0.1377533	0.3890579	0.0846308	0.4280565	0.3026579	0.4347301	0.7182130	0.4060253	0.6891923
900	0.1277775	0.1543646	0.4291351	0.1705485	0.3034563	0.4222630	0.5992052	0.8803739	0.4255588	0.8868633
950	0.1774613	0.1539508	0.2600020	0.1902699	0.1802847	0.5570405	0.3887839	0.7915003	0.3059546	0.5968417
1000	0.1494625	0.1018524	0.2126896	0.3024385	0.1629717	0.6012627	0.4616420	0.7962589	0.2343414	0.8298178

0	0.0833224	0.0636067	0.2228453	0.0892559	0.3437172	0.5158637	0.5924690	0.8286249	0.2362685	0.6596257
50	0.0812906	0.0820741	0.1636488	0.2910027	0.4865763	0.5353669	0.5259492	0.9067342	0.1916847	0.6567914
100	0.1243952	0.0359987	0.2206009	0.2861379	0.4573147	0.4445701	0.4226298	0.7879783	0.1945217	0.6844284
150	0.0726509	0.0420298	0.2154388	0.1779252	0.3507182	0.5323631	0.5069894	0.7929544	0.1966691	0.6391629
200	0.0910097	0.0677590	0.3068259	0.2696790	0.4139414	0.4492732	0.4132876	0.9043703	0.2583108	0.6266508
250	0.0556252	0.0747597	0.1496079	0.3315024	0.4272002	0.6227140	0.5322313	0.7127111	0.2820401	0.6592521
300	0.0762520	0.0318224	0.1423260	0.2514573	0.3360404	0.6327205	0.5739792	0.7255205	0.3495932	0.6766957
350	0.0770296	0.0377956	0.2231477	0.2993981	0.3843157	0.6470970	0.4681842	0.7497530	0.3344318	0.6423331
400	0.0783946	0.0213150	0.2827842	0.2653932	0.4050001	0.5387404	0.4143796	0.8906624	0.2610371	0.6349744
450	0.0842372	0.0461224	0.2988888	0.2389730	0.4569121	0.4646672	0.5748645	0.7929351	0.2601091	0.6442239
500	0.0798620	0.0756896	0.3979551	0.2042344	0.3405210	0.4811065	0.4282579	0.8207846	0.3073927	0.7823108
550	0.1314594	0.0402363	0.2458246	0.1408732	0.4150729	0.3951733	0.5784323	0.7443038	0.2019423	0.7419138
600	0.0647132	0.0675145	0.2921279	0.2018131	0.2901581	0.5243216	0.3965013	0.7756164	0.2639156	0.7273318
650	0.0818594	0.0329653	0.2435922	0.2831267	0.4146605	0.4864093	0.5154951	0.6273465	0.2437947	0.7107169
700	0.0646994	0.0303785	0.1690422	0.1746451	0.3948130	0.4797638	0.5084716	0.8678727	0.1984639	0.7982932
750	0.0626343	0.0198352	0.1969348	0.2395405	0.4603775	0.5079227	0.4558729	0.8133623	0.2674170	0.7782548
800	0.0388551	0.0224609	0.1927201	0.1743091	0.5260682	0.4742893	0.6054155	0.8858573	0.2240077	0.8102274
850	0.0448507	0.0340219	0.2277068	0.2224884	0.4985780	0.6234634	0.5188767	0.8881702	0.2100391	0.6872511
900	0.0418147	0.0518827	0.2970120	0.1278264	0.4565070	0.6150442	0.7036834	0.7898457	0.2435012	0.6797359
950	0.0603111	0.0758853	0.2684401	0.1470466	0.3849283	0.6368033	0.5323006	0.7424548	0.3460368	0.6880400
1000	0.1032637	0.0632794	0.2426931	0.1846447	0.4224921	0.5337294	0.4157377	0.8032771	0.3940963	0.8101409

0	0.0371954	0.0921277	0.2283675	0.1506060	0.3278140	0.5376468	0.5182249	1.0000000	0.2058761	0.6849465
50	0.0569454	0.0538207	0.1824086	0.1445119	0.2124301	0.5786764	0.4851120	0.7164846	0.2347038	0.9076401
100	0.0451310	0.0528301	0.2857791	0.1725411	0.3813238	0.4084319	0.3903307	0.7922175	0.1766060	0.7293968
150	0.0677060	0.0508048	0.2295555	0.1090704	0.2192476	0.3787263	0.5850878	0.7561014	0.2108877	0.8084605
200	0.0605197	0.0766365	0.3429354	0.1319003	0.3267693	0.4826572	0.5390606	0.9495200	0.1735370	0.7543964
250	0.0784259	0.0628972	0.4557433	0.0862206	0.3673781	0.4013580	0.4682751	0.8386595	0.1564493	0.8088380
300	0.1419313	0.1469237	0.4681208	0.0843633	0.1738877	0.4815204	0.5445351	0.8441252	0.0991010	0.8149583
350	0.0470894	0.2194255	0.4009856	0.0833821	0.1852108	0.6181690	0.4964131	0.7805235	0.1818824	0.7596882
400	0.1310479	0.2461093	0.4552290	0.1278392	0.1164869	0.4907950	0.5092740	0.7562042	0.1805944	0.7171883
450	0.2924492	0.3578625	0.3516915	0.1808958	0.0449383	0.5101681	0.5466386	0.7445740	0.1532713	0.6874768
500	0.3979652	0.3225429	0.2669185	0.1408311	0.0826842	0.5540658	0.5652576	0.8706188	0.1382669	0.7967457
550	0.3092993	0.2270795	0.1294135	0.5613326	0.0690818	0.4882553	0.3933697	0.9119138	0.1418264	0.6928473
600	0.2789996	0.1226311	0.1635268	0.5998587	0.1102263	0.4802741	0.4801586	0.9583040	0.1538381	0.8366419
650	0.1389548	0.0450742	0.0714585	0.5884801	0.1551797	0.4992358	0.4494906	0.7455522	0.1779871	0.8006276
700	0.1306135	0.0295316	0.0950715	0.4854049	0.3586558	0.4895172	0.4133109	0.8507273	0.1415600	0.7901935
750	0.0984990	0.0109521	0.1260250	0.2953623	0.4680399	0.4707806	0.5158998	0.7705245	0.1256394	0.8484883
800	0.0728837	0.0148773	0.0821184	0.2613785	0.5004866	0.4584866	0.4479202	0.7981940	0.2768780	0.7026590
850	0.1001607	0.0098969	0.1461640	0.2510112	0.3699749	0.6722670	0.4638861	0.6595648	0.1946423	0.7904497
900	0.0758463	0.0101710	0.1421408	0.1993626	0.4045393	0.5639635	0.4456813	0.6921329	0.2076477	0.7762039
950	0.0902664	0.0081564	0.2880945	0.2120107	0.4373972	0.3447813	0.5011583	0.7535461	0.2145378	0.7439879
1000	0.0560458	0.0120753	0.2269947	0.1549823	0.5524412	0.6056488	0.4488197	0.9914712	0.2626595	0.7043569

0	0.0859493	0.0783777	0.3037150	0.1525742	0.3703535	0.6060040	0.4926201	0.7956763	0.2163880	0.6391644
50	0.3302671	0.4734651	0.0854529	0.1944678	0.2399745	0.6047853	0.6473921	0.8491818	0.2599697	0.5159909
100	0.5248519	0.5733251	0.0793707	0.3333733	0.0900390	0.7724062	0.6986431	0.8050820	0.1782302	0.5490405
150	0.8360895	0.5758463	0.0652522	0.4352075	0.0688228	0.8300691	0.6903051	0.5964942	0.2973140	0.4319035
200	0.6914384	0.6038228	0.0317237	0.5866486	0.0964814	0.8735291	0.7071836	0.7856337	0.2684538	0.4444198
250	0.7549484	0.7620266	0.0275494	0.5428499	0.0497112	0.7903627	0.8914847	0.6801664	0.2334076	0.4290428
300	0.6576479	0.6325380	0.0268937	0.7174446	0.0992171	0.8548159	0.8482944	0.6191885	0.3390194	0.3153693
350	0.9435318	0.6245386	0.0312450	0.6733413	0.0593515	0.7827061	0.7322670	0.7197620	0.3450299	0.3694795
400	0.6770241	0.6596533	0.0062089	0.7454763	0.0696198	0.7055726	0.7682466	0.8392704	0.4789203	0.5062880
450	0.7064633	0.5872416	0.0028686	0.5613030	0.0436128	0.7286919	0.6722296	0.8862954	0.3622252	0.3829368
500	0.7030757	0.6030369	0.0075087	0.6735695	0.0327185	0.7415865	0.6460143	0.7397749	0.3060900	0.4308641
550	0.5776125	0.1701069	0.0357646	0.7608452	0.0538996	0.5818515	0.5261934	0.8351276	0.3360587	0.4949453
600	0.3559350	0.0887626	0.0664200	0.6918828	0.0829113	0.7085509	0.4566736	0.7140819	0.2084298	0.7236172
650	0.1549688	0.0353424	0.0523063	0.7052052	0.1661700	0.6585358	0.4896357	0.7204055	0.1683465	0.6595550
700	0.0792530	0.0359944	0.0555903	0.5354371	0.3214008	0.4443885	0.4832477	0.6754728	0.2563306	0.7608833
750	0.0937938	0.0264886	0.0700799	0.3274970	0.3170173	0.5802140	0.4594135	0.7820253	0.2236682	0.8532400
800	0.0686397	0.0065782	0.1254069	0.2851159	0.5117683	0.4188426	0.5934524	0.8735516	0.1894557	0.7765310
850	0.0676527	0.0209282	0.1829587	0.2269657	0.4259697	0.4756608	0.4199911	0.6877619	0.2772604	0.7603006
900	0.1051708	0.0259910	0.2027569	0.1796333	0.4496297	0.4590791	0.4873604	0.6022623	0.2930590	0.7970263
950	0.0825416	0.0041310	0.2612228	0.1888207	0.6124355	0.5492994	0.4463193	0.8923264	0.2735396	0.7294134
1000	0.0687015	0.0496665	0.3503058	0.1600999	0.4202456	0.5503384	0.4916886	0.7670694	0.3066809	0.8651812

0	0.0616145	0.0808235	0.2909214	0.1695585	0.3652021	0.4940626	0.5992322	0.8688086	0.2849338	0.8085650
50	0.0608410	0.4359420	0.3635177	0.0801942	0.2885212	0.5550620	0.4811653	0.5571501	0.2896472	0.4785509
100	0.2485635	0.4494487	0.6234041	0.0244739	0.1721798	0.6070598	0.4171817	0.4934420	0.2338690	0.5350215
150	0.4612034	0.5048291	0.7112948	0.0272916	0.1049824	0.4631264	0.4270362	0.4837896	0.2302339	0.4933646
200	0.6351315	0.6073819	0.7047043	0.0186794	0.1110984	0.4116650	0.3705514	0.4771111	0.2830007	0.4879529
250	0.5285563	0.6879122	0.8370310	0.0155756	0.1525638	0.2276969	0.4124793	0.6010311	0.3170418	0.4932028
300	0.6666462	0.6562202	0.6753758	0.0637514	0.1890316	0.2444536	0.4107250	0.4413790	0.3127870	0.5278752
350	0.8190611	0.8598385	0.7629162	0.0332882	0.1953407	0.3441719	0.3230399	0.4400060	0.4064684	0.4443885
400	0.6164233	0.8777106	0.7177473	0.0259051	0.1800288	0.2269894	0.3473843	0.4863055	0.3972221	0.4597567
450	0.7318696	0.7515019	0.6313889	0.0160255	0.1763623	0.1415046	0.2877146	0.4895843	0.5408567	0.4230720
500	0.7296144	0.7904870	0.6662190	0.0399794	0.1921464	0.1681826	0.3343521	0.4353368	0.5089768	0.3719086
550	0.7985691	0.8086023	0.5582404	0.3766590	0.1795462	0.2298432	0.3200347	0.7344357	0.4309673	0.5801140
600	0.6417106	0.6591054	0.2790526	0.4560686	0.2200944	0.3539237	0.4053648	0.6071733	0.4694504	0.6511515
650	0.6690189	0.3431286	0.1211037	0.4063702	0.1609739	0.3873685	0.4541876	0.6514361	0.4572108	0.5370680
700	0.5375239	0.1837462	0.0863721	0.4072557	0.1187224	0.3340630	0.5065046	0.7784279	0.3287061	0.5958613
750	0.3002938	0.0819145	0.0902074	0.4335036	0.2128661	0.4473194	0.4532150	0.8765712	0.2065092	0.6627636
800	0.1279292	0.0083852	0.0980731	0.3230568	0.3970487	0.4017437	0.4043266	0.7553271	0.2043414	0.7937080
850	0.0858899	0.0103827	0.0685848	0.2964428	0.4692051	0.3391503	0.5452546	0.5782284	0.1832033	0.7824901
900	0.1091290	0.0172585	0.1833037	0.2164205	0.5576378	0.3660870	0.5197948	0.8689582	0.2087462	0.8786654
950	0.0863202	0.0181045	0.1766670	0.2311282	0.5746706	0.4979381	0.5340498	0.6972334	0.2554320	0.8696689
1000	0.0816758	0.0379150	0.3059204	0.1479105	0.5544148	0.4088851	0.4502605	0.7196381	0.3731222	0.7814191

0	0.0603880	0.0566974	0.2687981	0.1864823	0.3464475	0.4761184	0.5333035	0.8218417	0.2185295	0.7153060
50	0.0769567	0.1209842	0.1481901	0.2716458	0.0760824	0.5781038	0.7008622	0.8969078	0.2500969	0.4758076
100	0.0775160	0.0576859	0.0903636	0.3587383	0.0683069	0.7343022	0.6764667	0.7777268	0.2177166	0.4987094
150	0.0803787	0.0392794	0.0109528	0.6818794	0.0492712	0.6648968	0.5624984	0.6848462	0.2568699	0.6041328
200	0.0591962	0.0323117	0.0434726	0.6862259	0.0335759	0.6945798	0.7171049	0.7362847	0.2463882	0.4301558
250	0.1016756	0.0102943	0.0248365	0.8385173	0.0439017	0.6214327	0.6712193	0.7314075	0.2040856	0.3864020
300	0.0826520	0.0214244	0.0004271	0.8155955	0.0799259	0.6590806	0.6278179	0.7469345	0.1975390	0.4344103
350	0.0635811	0.0066598	0.0117527	0.6793703	0.0232768	0.7751701	0.7487853	0.7035631	0.2417741	0.4086541
400	0.0723840	0.0170161	0.0008856	0.6742358	0.0346040	0.5665206	0.6494840	0.7654569	0.3645795	0.4374150
450	0.0855940	0.0093888	0.0303786	0.6496352	0.0856657	0.6080856	0.6044392	0.7139784	0.2579547	0.4156813
500	0.1130802	0.0147709	0.0030422	0.6205602	0.0448624	0.7432637	0.5360502	0.6742400	0.3210368	0.3945480
550	0.0961518	0.0047162	0.0824312	0.7034017	0.3276900	0.6822723	0.4823184	0.6835027	0.1853526	0.6354361
600	0.1045433	0.0134423	0.0776285	0.4495329	0.3087571	0.4634389	0.4070119	0.7630422	0.2505662	0.7137954
650	0.0545240	0.0072266	0.0796939	0.2940387	0.4628984	0.4517912	0.5420503	0.7762075	0.2476713	0.9198525
700	0.0605404	0.0168724	0.0870225	0.2738112	0.4229943	0.5033932	0.5304482	0.8706452	0.2606548	0.8232200
750	0.0350871	0.0139851	0.1913114	0.2363670	0.5297537	0.5398231	0.5714402	0.6941633	0.2452288	0.8236126
800	0.1074206	0.0531461	0.1983607	0.1931248	0.5016726	0.6095779	0.4982056	0.8103526	0.3165934	0.7202563
850	0.0876289	0.0236942	0.2913859	0.1934156	0.4969826	0.4671519	0.5005900	0.7151850	0.2835594	0.7547778
900	0.0486350	0.0393164	0.3091838	0.1888687	0.5573874	0.4986198	0.5328312	0.7593056	0.2337128	0.7806067
950	0.0565190	0.0682685	0.2900500	0.1944795	0.4784869	0.4493571	0.4398497	0.8871317	0.2806479	0.8373010
1000	0.1132449	0.0982354	0.2929044	0.1713187	0.3910274	0.4554575	0.5053920	0.8118573	0.3172076	0.7206953
