"Time"	YGL181W	YGL071W	YKL015W	YKL109W	YGL035C	YGL209W	YCR065W	YER040W	YEL009C	YDR259C

0	0.5143502	0.6120712	0.5892389	0.7825009	0.3965535	1.0086310	0.2290467	0.9808685	0.1313529	0.9195069
50	0.5706639	0.7093428	0.6115794	0.8892353	0.3617763	0.9197687	0.2061133	0.9482322	0.1113322	1.0784961
100	0.5839390	0.5478457	0.6053042	0.8721578	0.3436776	0.9083113	0.2805092	0.9279376	0.1212113	1.0606363
150	0.6024012	0.5490148	0.6338892	0.8420224	0.3493068	0.9494162	0.2446341	0.8619973	0.0875193	1.1640231
200	0.5158489	0.6308919	0.5701914	0.7506255	0.3840903	0.9569235	0.2629625	0.9072002	0.1203687	1.0147880
250	0.5581053	0.6900504	0.5751630	0.8310096	0.4116315	1.0080124	0.2573399	0.8712660	0.1200142	0.9900850
300	0.5329054	0.6490399	0.5933027	0.8198131	0.3579554	0.9440809	0.2776648	0.8876535	0.1028313	1.0492621
350	0.5303025	0.5543885	0.5773973	0.8836488	0.4115267	0.8980801	0.3235204	0.8629458	0.1182364	0.9710994
400	0.5530190	0.5715490	0.5932553	0.8590998	0.3793223	0.8426842	0.3188196	0.8418320	0.0995927	1.0235945
450	0.4773005	0.5489974	0.6401807	0.8250551	0.3643460	0.9083439	0.3298182	0.9569056	0.0967467	1.0257391
500	0.4508821	0.5701935	0.6751752	0.9123566	0.4329679	0.9162268	0.3127872	0.9565678	0.1002210	0.9615299
550	0.4720441	0.5469147	0.6217109	0.9400123	0.4018250	0.9389235	0.2576148	0.9345695	0.1212771	0.9780940
600	0.4969563	0.5522469	0.6698649	0.9503116	0.3952947	0.9993458	0.2127819	0.9644657	0.1212739	0.9583535
650	0.4876390	0.6170891	0.6133818	0.9120553	0.3488281	1.0171614	0.2563004	0.9687612	0.1257759	0.9827272
700	0.5286839	0.6151619	0.6935641	0.7912441	0.3324293	1.0343941	0.2056094	0.9491136	0.0915652	0.9443117
750	0.5977025	0.5053893	0.7114917	0.8474788	0.3440157	1.0370324	0.1987452	0.9055752	0.1088748	0.9910858
800	0.4567071	0.4201405	0.7042574	0.8350046	0.3990342	0.9616193	0.2340005	1.0193733	0.0951614	0.9612876
850	0.3358902	0.3486217	0.7274507	0.8891093	0.3585864	0.8895984	0.1886387	1.0725891	0.0935230	1.0216023
900	0.2973713	0.3800905	0.6273058	0.8037291	0.4405898	0.9247046	0.2361912	0.9863542	0.1221353	1.0054324
950	0.2833763	0.4540482	0.5509912	0.8339817	0.4298266	0.9876849	0.2380072	1.0538557	0.1112263	0.9437053
1000	0.2969394	0.4973044	0.5803601	0.8202028	0.3734796	0.9815722	0.1918486	0.9546227	0.1280611	1.0100249

0	0.5143502	0.6120712	0.5892389	0.7825009	0.3965535	1.0086310	0.2290467	0.9808685	0.1313529	0.9195069
50	0.7884400	0.6897554	0.6057560	0.9007504	0.3297584	1.0388482	0.2006784	0.9983807	0.1073356	0.6035193
100	0.8561539	0.6628067	0.5242674	0.9055967	0.4108702	0.9145914	0.2734642	0.9719051	0.0903065	0.4103875
