YBR049C	YDL020C	YKL062W	YDR216W	YDR451C	YMR016C	YNL167C	YGL181W	YGL071W	YKL015W
0.0000012	0.4846274	0.7870098	0.0863392	0.7909126	0.7526087	0.8682436	0.5861323	0.0000000	0.3140514
0.0000012	0.4829133	0.7826925	0.0866744	0.7849921	0.7437461	0.8298104	0.4509111	0.0328723	0.0000003
0.9999999	0.0000002	0.7620912	0.0000000	0.7565180	0.7039042	0.6844323	0.2217000	0.0334153	0.0097669
0.8911111	0.4775838	0.7686479	0.0877615	0.7656740	0.7159306	0.7238427	0.2617638	0.0000000	0.0000008
