YIL101C	YPL202C	YML007W	YKL185W	YLR131C	YIL131C	YDR501W	YNL216W	YBR049C	YDL020C
0.6258725	0.3783694	0.3438278	0.4889336	0.4449044	0.0208370	1.0864520	0.6189717	0.1197516	1.0026355
0.8357532	0.7785720	0.1551644	0.5432610	0.1662082	0.2737057	0.9223785	0.9618401	0.0179740	1.0933290
0.8085747	0.5175295	0.2983288	0.3051679	0.3534232	0.2033342	0.9835622	0.7666010	0.2271161	1.0894011
0.7947877	0.4922433	0.2949961	0.1976850	0.2997256	0.0833250	1.0655775	0.4881960	0.2266628	0.9115831
0.9977688	0.9147047	0.1045798	0.4099675	0.0046695	0.1352880	1.0732216	0.8743035	0.2137436	1.0594983
0.9734406	0.7884800	0.1797262	0.1913252	0.0379794	0.2560628	0.9763677	0.7910804	0.0234209	0.7321890
0.9263518	0.6503424	0.2074991	0.0397908	0.1883211	0.0572126	0.9970279	0.6539816	0.2501694	0.9991989
0.5994593	0.1605431	0.4726532	0.3171938	0.1555117	0.2988841	0.9822184	0.6580424	0.0239596	0.8742560
0.8938272	0.6031838	0.2381064	0.3096434	0.1549625	0.2651703	0.9966037	1.0112371	0.0214369	0.9633884
0.9514454	0.4938312	0.3275474	0.1406889	0.3530855	0.2558867	1.0232384	0.7912070	0.2123813	1.0233144
