aupr,auroc,crag_ev_average,crag_ev_max,crag_ev_median,crag_mse_average,crag_mse_max,crag_mse_median,crag_r2_average,crag_r2_max,crag_r2_median,network_paths,pickle_paths,window_index,window_width
0.00324690273682,0.602372314251,-2100.07184118,0.999997163435,-0.379470261213,0.520398754474,13.0255460162,0.265400250944,-9809.76925741,0.999847023735,-5.67394873415,data/dream4/ecoli_timeseries.tsv,63ce6d83-a0fa-4bbb-b36e-56947adb1a2b,1,33
0.00318630711838,0.576797815051,0.464857094616,0.958433184029,0.529331997483,0.416696092581,2.99953342396,0.328786384965,0.434628171022,0.958058327875,0.503263384403,data/dream4/ecoli_timeseries.tsv,63ce6d83-a0fa-4bbb-b36e-56947adb1a2b,2,33
0.0108044128678,0.686533851379,-221.725226208,0.999999977474,0.244691507588,0.383844314178,16.5037077686,0.183027916332,-9220.23381165,0.999206874284,-3.09825574611,data/dream4/ecoli_timeseries.tsv,59e9e30f-2275-477d-b250-1e9ceecd52d0,1,33
0.00922905642679,0.67950906482,0.609427438943,0.975034962715,0.657603421664,0.318930148881,2.87580578174,0.234261958758,0.584171444749,0.974668316121,0.636187036692,data/dream4/ecoli_timeseries.tsv,59e9e30f-2275-477d-b250-1e9ceecd52d0,2,33
0.010846933117,0.688631283613,-217.227165007,0.999999755767,0.250863121008,0.382593836727,16.8255033511,0.179742893995,-8892.14888216,0.994802512051,-3.10912706181,data/dream4/ecoli_timeseries.tsv,855c32d7-b6ca-4d84-8155-b54c2fc2fcd1,1,33
0.00957946730155,0.674726010536,0.609371885973,0.970727023635,0.658694009772,0.319103920094,2.89118272358,0.234776406947,0.583937061434,0.970245979072,0.637462234988,data/dream4/ecoli_timeseries.tsv,855c32d7-b6ca-4d84-8155-b54c2fc2fcd1,2,33
0.0107639270592,0.683860612245,0.248326680091,0.942258177114,0.327082031392,0.661131454613,7.42153318563,0.480701437721,-0.642975309883,0.93768464244,0.0136247843471,data/dream4/ecoli_timeseries.tsv,c181903a-ff10-4ef2-a60d-cebe78231f97,1,32
0.00940351956601,0.67585921599,0.614748016609,0.970375172436,0.664099469247,0.320114609135,2.85218612937,0.237350896888,0.591521288854,0.970281531161,0.645265125586,data/dream4/ecoli_timeseries.tsv,c181903a-ff10-4ef2-a60d-cebe78231f97,2,32
0.0099564147344,0.678375422727,0.600493191032,0.970415692114,0.644153397933,0.31939254091,2.70956866574,0.236230717166,0.573473725945,0.969036155924,0.624770077836,data/dream4/ecoli_timeseries.tsv,c181903a-ff10-4ef2-a60d-cebe78231f97,3,32
0.0105467793805,0.686289393999,0.328373512695,0.939959058218,0.417451002891,0.595239415137,15.2824233166,0.437870968737,-0.24670122806,0.931313420155,0.170140956857,data/dream4/ecoli_timeseries.tsv,648eb154-6fc2-483e-9f8e-86f5a5153487,1,31
0.00990445679536,0.672953593816,0.600674318849,0.960152535327,0.643218962565,0.352960448101,2.63329834519,0.278405576202,0.581595459415,0.959148325128,0.629369053501,data/dream4/ecoli_timeseries.tsv,648eb154-6fc2-483e-9f8e-86f5a5153487,2,31
