repeat. time plate treatment experiment AP1 AP2 AP3 AP4 AR Bcat Brachyury cmyc CRE E2F ELK1 ER ETS1 FOXA FOXO3A GATA1 GATA2 GATA3 GLI GR HIF1 HNF1A HOXA1 HSE KLF4 LHX8 MEF2 MNX MNX1 MYB NANOG NFAT NFKb NOBOX Notch1 OCT P53 PAX1 PEA3 PR PTTG RAR RUNX1 RUNX2 SMAD1 SMAD3 SOX SP1 SRF STAT1 STAT3 STAT4 STAT5 VDR WT1 YY1
3 1 1 NT 1 NA 1.07009398508181 0.772426454684932 0.8141801756043 0.88619605399856 NA 1 NA 1.04476356135578 NA NA 1.2383739440104 0.867990007321851 1.15241579027587 1 0.857811393513482 NA NA NA 1.08717343731708 1.2102323250534 NA NA 0.92651242964023 NA 0.91578099543028 1.25807335315524 1.29008761458122 NA NA 0.618381026302839 0.836989936589586 1.23519439809706 1.76390064471332 1 NA 1.20083013271669 0.837102191582573 NA 0.83174151095476 NA 0.923263519315289 0.996046892532122 0.811062555327647 NA 0.653890665172277 0.87219795405433 0.927737632360519 0.897987282037122 1.39682595962246 1.06789456296499 1.25192173968871 1.01149786890194 0.874553588476936 1.22459206269001 NA
4 1 1 NT 1 NA 0.92990601491819 0.287047717277499 2.1815766720788 1.11380394600144 0.772859194592138 NA NA 0.75573464050301 1 NA 0.656824661605952 0.622081537869223 0.951950276285911 NA 0.763018989189137 NA NA NA NA 0.783830881714197 NA NA 0.669135560343107 NA 1.07686782011012 0.928428866207562 NA NA NA 0.775541674948905 1.13397858845298 NA 0.758985673993694 0.951978952477043 NA 0.908217903147578 1.08637326359255 NA 0.836314690400605 0.71111158807993 0.95839588396612 1.2332333406048 1.18893744467235 1 0.819920295675998 1.12780204594567 1.07226236763948 1.10201271796288 1.92498174004921 0.820599767931924 0.744461293481593 0.839668605867426 0.719759115858767 0.978459435454272 NA
1 1 1 TGFB 1 0.457570599720263 1.17966862293494 1.01434271234902 1.0491045602747 0.937373488702265 NA NA NA 0.816238157666794 NA NA 0.685659441806612 0.364494568171889 1.03995812481179 1.83315182579641 0.529033055275112 NA NA NA NA 1.02775803498651 NA NA 1.19655244392542 NA 0.641807454349993 1.36277458783169 NA NA 1.10836127696974 0.947374571125966 1.13839091638371 NA NA 2.32533809622554 NA 0.607528932346095 1.08045543104551 0.468254619729282 0.730504312199008 0.665667040196406 1.12023185155483 0.727565752051804 0.311815012274605 NA 1.11074780744905 NA 1.09448028751883 0.941468204618274 1.32463336123 0.971875777613776 0.891167960098153 0.971504656302526 1.12006485598382 1.10183685982192 NA
2 1 1 TGFB 1 NA 0.906919654810853 0.278255253449206 1.25169637427381 0.43310979552341 NA 0.336449043269221 NA 1.09407910334074 NA NA 1.02594182608104 0.361046437938616 1.86332117851533 NA 1.1737514970951 NA NA NA NA NA NA NA 2.07288929669566 NA 1.78495832883589 3.09812466542936 3.67176276310864 NA NA 0.454142866197816 1.24767653448901 NA 2.18506166004517 1.85733539863745 NA 0.860754420816052 0.923565449983408 0.879409388368892 0.537881304911582 NA 1.45163253328808 0.628792519672297 0.207382113881001 NA 0.27337140203498 NA 1.52805216289675 1.45072988161169 1.75878499999703 1.17955180909217 1.29294198364591 1.18466655944341 0.428442682934157 0.906495782638131 NA
3 1 1 TGFB 1 NA 0.827244612784728 0.321728408357062 1.00124822625916 1.10002812671981 NA NA NA 0.656691937771055 1.74390269378529 NA 0.869132593029207 0.266309059779436 1.23765829307394 0.712930382001705 1.2920134597958 NA NA NA NA NA NA NA 0.936848254386888 NA 1.45546613216217 1.70152713596884 NA NA 2.00434460524266 0.382690595985119 0.95174159611451 NA 0.920789655591096 2.21954878866263 NA 0.887140598532227 0.98686441319881 0.869491181230656 0.630781229407152 1.29202996376486 0.944386591859631 0.255933673841332 0.624741176307757 NA 1.39847957557088 NA 1.59023107525715 0.96899106373054 1.96181473694985 0.706230555776912 0.539055973908879 0.597770135335121 0.320243893382128 0.934915571031352 NA
4 1 1 TGFB 1 0.459100670714536 0.940249065955445 0.548571330666252 2.4723519338968 2.29814768080893 1.04443129278201 0.920413898860984 NA 1.37010013015657 4.01287056217064 NA 1.28115361428687 1.03963846784677 1.36674487352746 NA 1.05271506019613 NA NA NA NA NA NA NA 1.19193841010113 NA 1.62273018396706 1.3822522013221 1.21546082903244 NA NA 0.752915861053438 2.86367658502896 NA 1.94863220881892 1.0892130350285 NA 1.17861581748997 0.580636529629087 0.899471216443961 0.648276507089934 NA 1.07132814027865 1.50575868109908 0.201338830818985 1.2311290573809 0.53838750425245 NA 1.19475078582974 1.94543107830054 0.747467064986782 0.58916655971321 0.691298613024241 1.10963917906159 1.07457811468352 0.556104973840693 NA
1 2 1 NT 1 NA 1.35582594263038 0.919450966398597 NA 0.839433209911706 NA 1.75932045194637 NA 0.965895494049623 NA 1 1.6582205302384 1.19832870327599 1.21769065281628 0.421193475925383 1.2006040661768 NA NA NA 0.876259892713671 2.16359973363619 1.52752914657084 NA 1.06891963105796 NA 2.04058533609151 1.34278258444634 0.368173610300743 1.10504463192216 1.40101172683375 1.1427283484351 1.86880808600575 NA NA NA 1.19517818722897 1.12851702873366 1.13468930934624 0.637320399991435 1.21047739641144 NA 1.31589842780573 0.636196155891514 1.89113876709401 NA 2.50355403362511 1.19570782407853 0.82979471136672 1.10691848170662 0.5305660954187 1.17788696339322 1.17900939080068 0.992838885713361 1.05146474779142 0.982699205443284 0.54226766349345
2 2 1 NT 1 NA 0.848766437825835 1.49788555821073 0.922685715965547 2.2547469856641 NA NA NA 1.03410450595038 NA NA 0.84046596718563 1.65512667061693 0.778151084842881 1.38878796757496 1.29627292170681 1 NA NA 0.797743619350028 1.10969092441977 1.09894830829131 NA 1.16983356671688 NA 0.86836884296593 0.693856884199942 1 NA 1.11772821338239 1.34979404634545 0.770534582816974 NA 0.860758302756609 1.51100102960792 0.512590735738654 0.63291400413432 0.918913527224263 1 1.08699732385006 1 1.01164918280412 1.19818810301603 0.714329203136632 NA 1.39179956630222 1.19170435954191 1.21606370836867 0.893081518293382 0.581297744380058 0.92769755681437 0.780500389851553 1.00716111428664 1.10809262562018 1.01730079455672 NA
3 2 1 NT 1 1 1.05235394411478 1.0805490336014 1 0.638635716320137 NA 1 1 1.19115718881429 NA NA 1.15953403281437 0.801671296724013 0.905933362722133 1 0.799395933823198 NA NA NA 1.17108080152029 0.652214074480337 0.901051691708688 NA 0.931080368942037 NA 1.00334397858516 1.30614311580006 1.51248675173626 0.894955368077836 0.882271786617613 0.824780645417076 0.813662229375047 1 1.13924169724339 1 NA 1.30393538691897 0.795334624003549 1.15747343026202 0.913002676149936 NA 0.988350817195884 0.882150725518499 0.759831038475178 1 0.608200433697776 0.808295640458089 0.967810916916504 0.837993325502715 1.88392698408655 1.07230244318563 1.26815890883831 0.907423185185984 0.948535252208576 1.23171719922684 NA
4 2 1 NT 1 NA 0.947646055885223 0.278736193966818 1.22106593761943 1.16056679008829 NA 0.949929573271142 NA 0.797837659685751 1 NA 0.788429115280513 0.549080941410336 1.09406663727787 NA 0.687197904301091 NA NA NA 1.12374010728633 0.890309075580232 0.893440283378587 NA 0.670997634766562 NA 0.996656021414839 0.481755071258678 NA NA 0.685707716059521 0.857271651564903 1.18633777062495 NA NA 0.892954580346743 1 0.871482971266341 1.08108647277574 NA 0.811332070950046 NA 0.871858989154725 1.1178492744815 1.24016896152482 NA 0.517592007943848 0.356828024251756 1.0321890830835 1.18427889007717 1.41870225561994 0.846443382567663 0.820990609199325 1.34381976424404 0.660843425827606 0.938170930928457 1.45773233650655
1 2 1 TGFB 1 NA 1.32954412579972 0.760606158003967 0.628878323214993 1.33937024130783 NA 0.579568273423376 1.09230239370029 1.67472327094111 3.45016135681899 0.638709966427159 0.667126776851473 0.343465384964232 1.15623154878613 1.23340467925239 0.721936181172225 1.37064466167786 NA NA 1.43821998514832 1.3393368665651 NA NA 1.60345653946998 NA 0.60415664735757 0.653565357464208 0.866106225809003 NA 1.29409576305757 0.863196061728752 0.907494220026615 NA 0.37752184744827 1.12815297327599 1.19984186681431 0.547164885533118 0.89766690221357 1.44426054265192 0.346906297546171 NA 1.00868956633914 0.952086049592413 0.307656962037265 0.533655155239032 1.21869083956119 NA 0.979063442141872 1.1721790134619 1.38179703582626 0.88255729580319 0.715480106550798 0.85323311251422 0.984524930480185 0.937049211834079 NA
2 2 1 TGFB 1 NA 1.03137052752508 0.447201734991238 1.13398836580114 0.402665915973936 NA 1.27364416801595 NA 1.46680939699726 5.4098917397315 NA 0.823530023471381 0.328874445432694 1.4615204076629 NA 1.16476717767839 NA NA NA 1.07874660641338 1.39846268999916 0.856833930633186 NA 2.0452807273902 NA 1.56093838326404 1.95880938467341 1.68363133350036 NA NA 0.344268571609745 1.05071994625134 NA 0.9181134592898 13.6243713022504 NA 0.796232192739893 0.871111267293379 0.815805934507762 0.360195489115977 NA 1.36671224985197 0.512795547039496 0.151779611477186 NA 0.60530938510018 1.8031552203836 1.16259708773336 1.24335701213484 0.998358257065214 1.04821348664892 1.32172684255631 1.37206825003359 0.388703786935851 0.792464981561607 1.41153321762605
3 2 1 TGFB 1 1.69794766341562 0.750453556298949 0.24075773467669 0.354495040792388 0.712484948144334 NA 0.468966484876659 1.86052481247995 1.50499765955838 2.31024558962578 NA 0.836278598245568 0.229380011816287 1.37496341319209 NA 1.26626376400477 1.64120471997123 NA NA 1.00989107151699 NA NA NA 0.906974138568882 NA 1.41856014875415 1.18860448136554 NA NA 3.08899454963782 0.469569374489524 0.833140194689855 0.475805555469249 0.77034304687418 1.04957884460617 NA 0.791812016763229 0.85451399546826 1.13862437448239 0.506610561024161 0.465542196210301 0.715329678254928 0.248272283125992 0.577481748004704 0.629922630175263 0.890721611521587 0.972190166957949 1.37854378541326 0.891502052708527 0.782083107048459 0.676144423082715 0.650789143867283 1.32523044525137 0.268308388925478 0.816020839302628 NA
4 2 1 TGFB 1 NA 0.925843638482946 0.547308383031089 1.67235080618275 2.45577289949548 NA 2.29952542824868 1.22273064816203 1.60966178657773 4.72700928325382 0.382330877965337 1.31606032694242 0.957625634326865 1.5328714436456 NA 1.94093799023591 NA NA NA 1.12385885341446 0.94444145867523 1.57283596273841 NA 1.16475699219984 NA 1.49038205816247 1.47091434390782 2.73258095042593 NA NA 0.841533054551108 2.72180096729916 NA 0.863053202528162 0.859593637971672 NA 1.11304350132814 0.603164910948654 0.749159546900096 0.661963082192321 0.467070257459194 1.00298402556603 0.816990710523484 0.188570006897191 0.580352064723024 0.508473093992917 NA 1.08135398314814 1.85393834768977 1.47241125113179 0.574910084232545 0.620107144423101 1.30649532333849 0.889919289417137 0.490300185711273 NA
1 3 1 NT 1 NA 1.32530054338071 1.30689779608163 1 0.477027523729217 NA NA NA 0.904606125685175 0.945021255735016 NA 2.00701788228194 1.18940183734444 1.14442869854662 1.35101742923176 1.14033247810426 NA NA 1 0.715383139796843 NA NA NA 0.923234071704907 1 1.99851415861312 1.44419837659812 NA NA 0.709112350441 1.78027047586802 1.78457338722947 0.664809541257928 NA NA NA 1.09737801365161 1.38033825466536 1 1.17326786283373 0.807286303171696 1.23771056220477 0.634231580163475 1.98128552989863 NA 2.44027208760026 NA 0.540774984492667 1.13999942992965 0.262739891073163 1.09808030425063 1.10150304230508 0.952970898994158 1.06599213751216 0.980140492457927 NA
2 3 1 NT 1 1.00802162496397 0.84485059035362 1.14153961745333 NA 1.26974551901581 NA 1.62038276897439 0.616265972734688 1.28740248695548 NA NA 0.394437820723581 1.77106212470826 0.620288040075141 1.11190852694319 1.15431578553102 NA NA NA 2.13614767956959 NA NA NA 1.06353042341663 NA 0.838875144406894 0.680002851336461 NA 1 1.01347742005679 1.25892137824408 0.695654673520648 NA 1 0.43177496233731 NA 0.716818069835631 0.948992537275199 1.0122008738311 0.826732137166266 NA 0.974492734984339 0.950553100540103 0.687253839317068 0.97714190472222 1.10626441873069 1.07406068567851 1.19347130967556 0.887267900899674 0.861321137461734 0.901919695749371 0.583357444592327 0.903422381863003 1.07544341247178 1.06187000426569 NA
3 3 1 NT 1 0.991978375036035 1.08053557141949 0.858460382546669 0.762893404739198 0.730254480984195 NA 1 1.38373402726531 1.09539387431482 NA NA 1.4634346973633 0.810598162655555 1.20770523679267 0.73563637838057 0.859667521895737 NA NA NA 1.28461686020316 0.636614220733352 NA 1 1.40059461432152 NA 0.920515570791269 1.10459050773439 0.397046587490402 NA 0.986522579943212 0.735161671089313 0.812381177058325 NA 4.33559322033898 1 NA 1.2021367569443 0.819810593635215 0.759145712889715 1.34441407836746 1.1927136968283 0.871606287862347 1.40135170262542 0.834362446316939 NA 0.893735581269312 1 1.06340217404488 0.682559432136266 1.13867886253827 1.12211688585571 1.19306152978973 1.20323290077525 0.934007862487841 1.01985950754207 NA
4 3 1 NT 1 NA 0.919464428580505 0.49220324029078 2.74425940870076 1.51588073771378 1 0.861196761102593 NA 0.888623905904681 1.05497874426498 NA 0.5365653026367 0.540053680241141 0.855571301453383 0.888091473056806 0.828704484022199 NA NA NA 0.655783120168093 1.36338577926665 NA NA 0.936469576583372 NA 1.07948442920873 0.895409492265614 1.6029534125096 NA 1.17127554655501 0.741078621755915 1.18761882294167 1.33519045874207 0.530384456386937 1.07705416018374 NA 0.902621986348388 1.0510074627248 NA 0.526519044215572 NA 1.02550726501566 1.0494468994599 1.16563755368306 1.02285809527778 0.573313058009828 0.773233233851023 0.936597825955123 1.11273209910033 1.27578406422503 0.898189881362375 0.898496957694921 1.04702910100584 0.67548769447475 0.974029874752674 NA
1 3 1 TGFB 1 0.801336012511545 1.36098901055266 0.948966041076298 1.60373415507613 1.05280728104 NA 1.5261239963952 NA 1.03058642824683 NA NA 0.567276863081252 0.455294966470082 1.52345513857442 2.0645913433266 0.612615076200208 NA NA NA 0.412897973609228 0.687447889347971 NA 0.582361828100498 0.834266914748936 NA 0.623651919471469 NA 0.471490927191471 NA 0.911311201453095 2.56638299924657 0.913594072952323 1.12892337402338 NA 0.318093344373053 NA 0.501352745242989 0.977676254894251 0.883556115051234 0.542383904390435 0.871439941935203 1.01623531346445 0.802938616689179 0.416960903356766 NA 1.32164527809414 NA 0.919589563065231 0.970033105955773 0.97629380670293 0.620691339798154 0.631023712411729 0.910987631660915 1.28228974293486 0.935690348884538 NA
2 3 1 TGFB 1 1.65346305224928 1.05356919441537 0.261380560055282 1.29508127199597 0.204984614262437 NA 2.67767282968068 0.573190840769788 1.17055527900573 0.735138740884513 NA 0.49752396140796 0.435926168557905 1.60254096162107 0.669743293042028 1.21994732314666 NA NA NA 1.82304493525968 0.552116229523985 NA NA 0.736161737500886 NA 1.60622680786093 0.719031341120069 1.00226361619492 NA 0.694749101556969 0.987281462731424 1.10250640239469 0.918414182249524 2.69498601494877 0.787060259644843 NA 0.823456116088564 0.833349217370636 1.21396988526554 0.343175455295419 NA 1.29391958105027 1.09314734641862 0.2062779698105 NA 0.463279680501241 2.93238691478456 1.17366516576001 1.01005577393692 1.48895260993254 1.1275039305825 1.00781130269076 1.35179395095197 0.477049972615358 0.972392650162923 NA
3 3 1 TGFB 1 0.860069067820572 0.727485369901282 0.599834183056174 2.02939270625203 0.900722401543718 0.581250501728502 NA 1.32759592996911 1.01809116670688 NA NA 0.863574680774402 0.260425336547304 1.46614657114931 2.40918471007997 1.31745006940601 NA NA NA 2.06623448875601 0.279131043163348 NA NA 0.306275263628314 NA 1.35628724960606 1.15084011521313 NA 0.370832856560759 0.762130139040655 1.24723031661121 0.840511200978267 NA 1.03576358009937 1.52443772623977 NA 0.846433927247856 0.814747065867592 0.954214864282399 0.587143931281993 0.34592460514945 0.804244807169915 NA 0.774277374856055 1.96719713363902 1.11716339813993 1.01438337957767 1.42134273875012 1.00346380509296 0.925412741161375 0.610929926262246 0.680963907364638 0.681115913573422 0.350708630901646 0.817667262420709 NA
4 3 1 TGFB 1 NA 0.978269574412442 0.760379125214896 3.61260043593377 1.63546240968097 NA 1.16381696551457 0.544149284068292 1.19247679047932 1.47109846185579 NA 1.49769196871342 1.24165788648011 1.43519994473975 2.79404928038487 1.1245044940618 NA NA NA 0.941923364620807 0.569696077491317 NA 0.359520252096688 2.02061474492542 2.51287596246207 1.45845004404273 1.48505074270134 0.906334490674935 0.421567348529732 1.07158379266943 1.55879729080071 2.69550617311219 NA 2.27620172815888 1.20363343529836 NA 1.17195291867116 0.713718139601062 1.34317445528824 0.715631537888347 NA 0.855029346040475 1.57794047347624 0.222137023810741 NA 0.83220974341138 0.711724023831389 1.20294845556212 1.72198840908385 0.722316050974499 0.627719557544008 0.648540049447451 0.714705106294565 1.22764669868122 0.627103156959601 NA
1 4 1 NT 1 NA 1.13169417868768 NA NA NA NA 1.08601079068304 NA 1.05687667397394 NA NA 2.10668523496214 NA NA 1.0161475997081 1.41495316587438 NA NA NA 0.887985727985154 NA NA NA 0.961563071384014 NA 2.90263066288726 1.04150234827999 1.39994354437338 NA 0.936641288897209 1.45392961774957 1.08802604606294 0.903684508034856 NA NA NA 1.09395399059058 1.2036784904666 NA NA NA 0.707223071300419 NA NA NA NA 1.11881731326295 0.646759840738274 1.33946935633476 NA 1.11092534883628 1.24832426110036 1.405884391447 NA 1.00535692475378 NA
2 4 1 NT 1 NA 0.844511640972257 NA NA NA NA 1 NA 0.943123326026057 NA NA 0.761317718916405 NA 1 0.717505728183551 0.358757840848359 NA NA NA 0.962215510293882 NA NA NA 1.03843692861599 NA 0.808046148490726 0.418232569243271 0.857969528818369 NA 0.72253821579401 1 1.16921902005708 1.09631549196514 NA NA NA 0.669057585382442 0.934974693105695 NA NA NA 0.839191972888564 NA NA NA NA 1.01842446277337 1.25340126293534 0.93136859724071 1.3026270505908 0.882956466455722 0.574429798911332 0.914802377589215 NA 1.07749684477132 NA
3 4 1 NT 1 NA 0.868305821312315 NA 1 0.781737083384959 NA 0.743016540032385 NA 0.842022255707803 1 NA 1.2386822810836 NA NA 0.983852400291899 1.05580715029113 NA NA NA 1.03778448970612 0.884645594803318 1 NA 1.22784777272363 NA 1.19195385150927 0.969883251690624 1 NA 1.06335871110279 0.452621096147388 0.641062743679408 NA NA 1 NA 1.58756301578287 0.740657822697811 NA NA NA 1.16080802711144 1.16860219738329 NA NA NA 0.909842962162295 1.03370230123317 0.874005036725483 0.626476998967535 1.14031923623774 1.4147734940843 0.917072152496448 NA 0.994643075246222 NA
4 4 1 NT 1 NA 1.37327120408467 NA NA 1.21826291661504 NA NA 1 1.08147832492045 NA NA 0.541018420972167 NA NA 1.18365676591082 0.944192849708869 NA NA NA 1.22278500386215 1.11535440519668 NA NA 0.838723402611274 NA 0.737431001044308 1.03011674830938 NA NA 1.124084332913 NA 0.911973953937055 NA NA NA NA 0.906046009409422 1.0650253068943 NA NA NA 1.33091899794006 0.83139780261671 NA NA NA 0.981575537226627 0.966297698766829 1.06863140275929 1 0.889074651163719 0.751675738899636 1.08292784750355 NA 0.98535773900634 NA
1 4 1 TGFB 1 NA 2.10051620370834 NA NA NA NA 2.08014864681874 NA 1.04141612660126 NA NA 0.45379780956507 NA 0.700986922815484 0.969401238349297 NA NA NA NA 0.425115722632379 0.734055852167105 NA NA 0.849625814107885 NA 1.59287008207022 NA 0.894782270650708 NA 0.470087862397113 0.753372798823391 0.679283596137297 NA NA 0.710763232662358 NA 1.31146364610971 0.966532330797629 NA NA NA 1.37358697725577 NA NA NA NA 0.850348435716644 0.603715512518621 1.36007676235236 NA 0.428982762857834 0.890365366676995 0.772876173331821 NA 0.597031117925251 NA
2 4 1 TGFB 1 NA 1.37835564008413 NA NA NA NA 1.39987389883229 NA 0.55058630700779 NA NA 0.547064822717295 NA 0.781229745006903 0.815031316764946 NA NA NA NA 0.403604887871455 1.74233033204072 NA NA 0.887934214331111 NA 2.13247502879342 1.95141766198361 0.910660801351212 NA 0.717117775470065 0.362189374076779 1.29863177195691 1.28869861965539 NA NA NA 1.26225695931011 0.796291763685524 NA NA NA 1.45506899616512 NA NA NA NA 0.769702256414859 0.914788953393281 1.24761095410565 NA 0.733265610348131 1.56377280397902 0.79004081339411 NA 0.726991147020096 NA
