name,__glayCluster,,
YML051W,29,,
YBR019C,29,,
YBR020W,29,,
YDR520C,28,,
YHR128W,28,,
YBR137W,28,,
YER036C,28,,
YER037W,28,,
YBL005W,27,,
YBL006C,27,,
YNL199C,26,,
YOR230W,26,,
YPL075W,26,,
YLR121C,26,,
YGR060W,26,,
YMR205C,26,,
YER177W,26,,
YJL196C,26,,
YNL288W,26,,
YJL194W,26,,
YMR206W,26,,
YAL039C,26,,
YBR086C,26,,
YLR044C,26,,
YOL086C,26,,
YLR125W,26,,
YOL084W,26,,
YKL152C,26,,
YGR192C,26,,
YBR087W,26,,
YHR174W,26,,
YGR240C,26,,
YGR240C-A,26,,
YNL066W,26,,
YKL060C,26,,
YAL038W,26,,
YGL237C,25,,
YIR023W,25,,
YER040W,25,,
YBL021C,25,,
YOR358W,25,,
YHR006W,25,,
YIR027C,25,,
YIL013C,25,,
YHR050W-A,25,,
YHL015W-A,25,,
YFL027C,25,,
YDR210W,25,,
YLR220W,25,,
YFL026W,25,,
YHL016C,25,,
YOL119C,25,,
YDR031W,25,,
YDR030C,25,,
YGR121C,25,,
YFR033C,25,,
YDR529C,25,,
YNR018W,25,,
YIL011W,25,,
YPR035W,25,,
YGR121W-A,25,,
YDR384C,25,,
YDL171C,25,,
YER174C,25,,
YOL109W,25,,
YJR151W-A,25,,
YHR051W,25,,
YBL099W,25,,
YLL015W,25,,
YJR151C,25,,
YNL009W,25,,
YPL207W,25,,
YPL019C,25,,
YML119W,25,,
YCR028C,25,,
YOL077W-A,25,,
YHR029C,25,,
YIR028W,25,,
YPR145W,25,,
YOL117W,25,,
YGR019W,25,,
YDR385W,25,,
YPL018W,25,,
YDR377W,25,,
YJL173C,25,,
YGR122W,25,,
YHR005C-A,25,,
YPR144C,25,,
YBR039W,25,,
YHL015W,25,,
YLL018C,25,,
YDL215C,25,,
YJR152W,25,,
YIR030C,25,,
YGL187C,25,,
YNL141W,25,,
YML120C,25,,
YJL172W,25,,
YJR148W,25,,
YLL027W,25,,
YIR031C,25,,
YDR207C,24,,
YOR290C,24,,
YMR039C,24,,
YMR280C,24,,
YHR124W,24,,
YKL015W,24,,
YLL046C,24,,
YOR338W,24,,
YMR101C,24,,
YPL200W,24,,
YOR291W,24,,
YDR285W,24,,
YML043C,24,,
YLL029W,24,,
YOL131W,24,,
YNL149C,24,,
YGR270W,24,,
YDR092W,24,,
YGL250W,24,,
YBL064C,24,,
YPR163C,24,,
YBR283C,24,,
YLR314C,24,,
