regulator-target	rank_importance	Rank	tp	index	Edge	Lag	Lag_list	Sign	parent	child	name_x	parent_cluster	name_y	child_cluster	Source	Target	moduleID	window_size	min_lag	max_lag	total_edges	pr	auroc
"('basr', 'cspi')"	29	22	TRUE	477	"('basr', 'cspi')"	20	"[(0, -0.26814359847022784, 0.0020391522877111915), (10, -0.45670368630422215, 0.00024455833807028138), (20, -0.56013754034046115, 5.8794266996728783e-06), (30, -0.41771739478598219, 0.00028954538679304317), (60, 0.1808792463160705, 0.31376781086616767), (90, 0.4602546280404799, 0.07282440673201912)]"	['+']	basr	cspi	basr	28	cspi	28	basr	cspi	28	4	1	1	82	0.150270997	0.508113489
"('fliz', 'flih')"	30	23	FALSE												fliz	flih	28	4	1	1	82	0.150270997	0.508113489
"('qseb', 'fliz')"	31	24	FALSE												qseb	fliz	28	4	1	1	82	0.150270997	0.508113489
"('ompr', 'nari')"	32	25	FALSE												ompr	nari	28	4	1	1	82	0.150270997	0.508113489
"('basr', 'pepd')"	33	26	FALSE												basr	pepd	28	4	1	1	82	0.150270997	0.508113489
"('qseb', 'flif')"	34	27	FALSE												qseb	flif	28	4	1	1	82	0.150270997	0.508113489
"('qseb', 'flii')"	35	28	FALSE												qseb	flii	28	4	1	1	82	0.150270997	0.508113489
"('fliz', 'ompf')"	37	29	FALSE												fliz	ompf	28	4	1	1	82	0.150270997	0.508113489
"('rsta', 'csge')"	38	30	TRUE	2696	"('rsta', 'csge')"	0	"[(0, -0.57021772099672763, 1.4259413169859023e-12), (10, -0.58447244981178148, 9.4326787270004357e-07), (20, -0.45468439612429179, 0.0003806114731521482), (30, -0.49946067740361777, 9.2471423515117916e-06), (60, -0.41564942184459408, 0.016144377706263303), (90, 0.3244143567293245, 0.22023988856363322)]"	['-']	rsta	csge	rsta	28	csge	28	rsta	csge	28	4	1	1	82	0.150270997	0.508113489
"('qseb', 'yfir')"	39	31	FALSE												qseb	yfir	28	4	1	1	82	0.150270997	0.508113489
"('mlra', 'ycct')"	40	32	FALSE												mlra	ycct	28	4	1	1	82	0.150270997	0.508113489
"('bola', 'narj')"	41	33	FALSE												bola	narj	28	4	1	1	82	0.150270997	0.508113489
"('ompr', 'nlpa')"	42	34	FALSE												ompr	nlpa	28	4	1	1	82	0.150270997	0.508113489
"('ompr', 'ycct')"	43	35	FALSE												ompr	ycct	28	4	1	1	82	0.150270997	0.508113489
"('envy', 'csga')"	44	36	FALSE												envy	csga	28	4	1	1	82	0.150270997	0.508113489
"('ompr', 'dacc')"	45	37	FALSE												ompr	dacc	28	4	1	1	82	0.150270997	0.508113489
"('basr', 'yccj')"	46	38	FALSE												basr	yccj	28	4	1	1	82	0.150270997	0.508113489
"('mlra', 'ybhl')"	47	39	FALSE												mlra	ybhl	28	4	1	1	82	0.150270997	0.508113489
"('qseb', 'flig')"	48	40	FALSE												qseb	flig	28	4	1	1	82	0.150270997	0.508113489
"('ompr', 'ecnb')"	49	41	TRUE	2434	"('ompr', 'ecnb')"		"[(0, 0.21346467516928205, 0.01474668481303105), (10, 0.49883913708964911, 4.9768152198182695e-05), (20, 0.46056530208477825, 0.00031211419327906311), (30, 0.42246278736527926, 0.00024259360666071601), (60, 0.5030729446795944, 0.0028444558105035645), (90, 0.44851019101067841, 0.081425425365268519)]"	['-']	ompr	ecnb	ompr	28	ecnb	28	ompr	ecnb	28	4	1	1	82	0.150270997	0.508113489
"('rsta', 'csgf')"	50	42	TRUE	2697	"('rsta', 'csgf')"	0	"[(0, -0.54577091263094857, 1.8784935156772389e-11), (10, -0.61713334052854141, 1.5097351620803143e-07), (20, -0.510545669696579, 4.9605814120856345e-05), (30, -0.51609765468708035, 4.0920643514052046e-06), (60, -0.46366459089202322, 0.0065732661249200486), (90, 0.48359626412449552, 0.057718154960937101)]"	['-']	rsta	csgf	rsta	28	csgf	28	rsta	csgf	28	4	1	1	82	0.150270997	0.508113489
"('mlra', 'ecnb')"	51	43	FALSE												mlra	ecnb	28	4	1	1	82	0.150270997	0.508113489
"('bola', 'rplu')"	52	44	FALSE												bola	rplu	28	4	1	1	82	0.150270997	0.508113489
"('bola', 'yccj')"	53	45	FALSE												bola	yccj	28	4	1	1	82	0.150270997	0.508113489
"('mlra', 'csga')"	54	46	FALSE												mlra	csga	28	4	1	1	82	0.150270997	0.508113489
"('qseb', 'flhd')"	55	47	TRUE	182	"('qseb', 'flhd')"	0	"[(0, -0.51119980645169338, 5.1394885974884424e-10), (10, -0.24657441521220314, 0.05753584715530622), (20, -0.30992140591367373, 0.0189707437007057), (30, -0.57356487660495747, 1.7104072688855126e-07), (60, -0.55299331335819046, 0.00084510639202948871), (90, -0.66074624045773167, 0.0053286075188210746)]"	['+']	qseb	flhd	qseb	28	flhd	28	qseb	flhd	28	4	1	1	82	0.150270997	0.508113489
"('basr', 'ybhl')"	56	48	FALSE												basr	ybhl	28	4	1	1	82	0.150270997	0.508113489
"('qseb', 'flgn')"	57	49	FALSE												qseb	flgn	28	4	1	1	82	0.150270997	0.508113489
"('bola', 'csgb')"	58	50	FALSE												bola	csgb	28	4	1	1	82	0.150270997	0.508113489
"('rsta', 'csgd')"	59	51	TRUE	190	"('rsta', 'csgd')"	0	"[(0, -0.40052132816865993, 2.338313246738889e-06), (10, -0.52954482213395904, 1.3577590243795811e-05), (20, -0.3636949922126485, 0.0054202946140410142), (30, -0.31595979165736687, 0.0072702564023458963), (60, -0.32542774849441924, 0.06459903727943446), (90, 0.7051083857547672, 0.0022823454593238583)]"	['-']	rsta	csgd	rsta	28	csgd	28	rsta	csgd	28	4	1	1	82	0.150270997	0.508113489
"('qseb', 'flia')"	60	52	FALSE												qseb	flia	28	4	1	1	82	0.150270997	0.508113489
"('bola', 'wrba')"	61	53	FALSE												bola	wrba	28	4	1	1	82	0.150270997	0.508113489
"('basr', 'ompr')"	62	54	FALSE												basr	ompr	28	4	1	1	82	0.150270997	0.508113489
"('mlra', 'envy')"	63	55	FALSE												mlra	envy	28	4	1	1	82	0.150270997	0.508113489
"('basr', 'bola')"	64	56	FALSE												basr	bola	28	4	1	1	82	0.150270997	0.508113489
"('envy', 'csgc')"	65	57	FALSE												envy	csgc	28	4	1	1	82	0.150270997	0.508113489
"('ompr', 'dgka')"	66	58	FALSE												ompr	dgka	28	4	1	1	82	0.150270997	0.508113489
"('csgd', 'csgf')"	67	59	TRUE	1007	"('csgd', 'csgf')"	0	"[(0, 0.86280377907062455, 9.7955278829379099e-40), (10, 0.80455172793326712, 9.6288175980995684e-15), (20, 0.69436136841407814, 2.0953167377636305e-09), (30, 0.60994245933019842, 1.6396887739448005e-08), (60, 0.25381911462000384, 0.1540638780336091), (90, -0.19035701494017768, 0.48008791616591595)]"	['+']	csgd	csgf	csgd	28	csgf	28	csgd	csgf	28	4	1	1	82	0.150270997	0.508113489
"('qseb', 'dgka')"	68	60	FALSE												qseb	dgka	28	4	1	1	82	0.150270997	0.508113489
"('lrha', 'csgb')"	69	61	FALSE												lrha	csgb	28	4	1	1	82	0.150270997	0.508113489
"('bola', 'rpma')"	70	62	FALSE												bola	rpma	28	4	1	1	82	0.150270997	0.508113489
"('basr', 'ompc')"	71	63	FALSE												basr	ompc	28	4	1	1	82	0.150270997	0.508113489
"('lrha', 'yjjq')"	72	64	FALSE												lrha	yjjq	28	4	1	1	82	0.150270997	0.508113489
"('fliz', 'csgc')"	73	65	TRUE	1623	"('fliz', 'csgc')"	60	"[(0, 0.32576391221068418, 0.00015550390733391704), (10, 0.095767906597467339, 0.46668356222949348), (20, 0.019622734453966489, 0.88480552420870107), (30, 0.54512139213368893, 8.8634434993070544e-07), (60, 0.76492247357229848, 2.1789929481004267e-07), (90, 0.69900578274347502, 0.002586821154197044)]"	['-']	fliz	csgc	fliz	28	csgc	28	fliz	csgc	28	4	1	1	82	0.150270997	0.508113489
"('basr', 'dacc')"	74	66	FALSE												basr	dacc	28	4	1	1	82	0.150270997	0.508113489
"('basr', 'rplu')"	76	67	FALSE												basr	rplu	28	4	1	1	82	0.150270997	0.508113489
"('basr', 'rpma')"	77	68	FALSE												basr	rpma	28	4	1	1	82	0.150270997	0.508113489
"('basr', 'ecnb')"	78	69	FALSE												basr	ecnb	28	4	1	1	82	0.150270997	0.508113489
"('csgd', 'csge')"	79	70	TRUE	1006	"('csgd', 'csge')"	0	"[(0, 0.82907500223475394, 4.0715580138450015e-34), (10, 0.74998751622193416, 5.330138124536433e-12), (20, 0.61111354134651463, 4.4440251921069438e-07), (30, 0.54218586074951503, 1.0414604417178664e-06), (60, 0.089496830119876775, 0.62039372779467772), (90, 0.041095213643067507, 0.87988950125576704)]"	['+']	csgd	csge	csgd	28	csge	28	csgd	csge	28	4	1	1	82	0.150270997	0.508113489
"('ompr', 'basr')"	80	71	FALSE												ompr	basr	28	4	1	1	82	0.150270997	0.508113489
"('ompr', 'yhbt')"	81	72	FALSE												ompr	yhbt	28	4	1	1	82	0.150270997	0.508113489
"('bola', 'csgd')"	82	73	FALSE												bola	csgd	28	4	1	1	82	0.150270997	0.508113489
"('mlra', 'dgka')"	83	74	FALSE												mlra	dgka	28	4	1	1	82	0.150270997	0.508113489
"('qseb', 'yhbs')"	84	75	FALSE												qseb	yhbs	28	4	1	1	82	0.150270997	0.508113489
"('qseb', 'flhc')"	85	76	TRUE	181	"('qseb', 'flhc')"		"[(0, -0.016042792211290069, 0.85624121331931768), (10, 0.44338935593608036, 0.00038803470055468701), (20, 0.17477825718629525, 0.19348172519617887), (30, -0.21813771386169187, 0.067622912648137148), (60, -0.59116033296548276, 0.00029161667547978313), (90, -0.71433492033671886, 0.0018776997293633391)]"	['+']	qseb	flhc	qseb	28	flhc	28	qseb	flhc	28	4	1	1	82	0.150270997	0.508113489
"('lrha', 'bola')"	86	77	FALSE												lrha	bola	28	4	1	1	82	0.150270997	0.508113489
"('basr', 'yhbs')"	87	78	FALSE												basr	yhbs	28	4	1	1	82	0.150270997	0.508113489
"('lrha', 'nlpa')"	88	79	FALSE												lrha	nlpa	28	4	1	1	82	0.150270997	0.508113489
"('bola', 'dacc')"	89	80	TRUE	492	"('bola', 'dacc')"	0	"[(0, 0.6059883824540464, 2.1854138851874505e-14), (10, 0.34206087175186578, 0.007471312043702898), (20, 0.27697073482893581, 0.037001090164513945), (30, 0.25523393451633747, 0.031699255341164675), (60, 0.44805721054744996, 0.0089253995209038345), (90, 0.31259712835371856, 0.23848055551359965)]"	['+-']	bola	dacc	bola	28	dacc	28	bola	dacc	28	4	1	1	82	0.150270997	0.508113489
"('lrha', 'narj')"	90	81	FALSE												lrha	narj	28	4	1	1	82	0.150270997	0.508113489
"('stpa', 'bglb')"	1	0	TRUE	2745	"('stpa', 'bglb')"	0	"[(0, 0.53670570972482823, 4.6397844885631255e-11), (10, 0.52369171158962247, 1.7563159359065282e-05), (20, 0.45118596414670642, 0.00042757424185574481), (30, 0.54604843563134531, 8.4206424920144642e-07), (60, 0.34458427959936316, 0.049556447785385198), (90, 0.30267477840608925, 0.25450559648600651)]"	['-']	stpa	bglb	stpa	30	bglb	30	stpa	bglb	30	4	1	1	18	0.297181695	0.33744856
"('stpa', 'cadb')"	3	1	FALSE												stpa	cadb	30	4	1	1	18	0.297181695	0.33744856
"('cadc', 'leua')"	4	2	FALSE												cadc	leua	30	4	1	1	18	0.297181695	0.33744856
"('cadc', 'leuc')"	5	3	FALSE												cadc	leuc	30	4	1	1	18	0.297181695	0.33744856
"('stpa', 'leud')"	6	4	FALSE												stpa	leud	30	4	1	1	18	0.297181695	0.33744856
"('stpa', 'leub')"	7	5	FALSE												stpa	leub	30	4	1	1	18	0.297181695	0.33744856
"('stpa', 'cada')"	8	6	FALSE												stpa	cada	30	4	1	1	18	0.297181695	0.33744856
"('cadc', 'bglg')"	9	7	FALSE												cadc	bglg	30	4	1	1	18	0.297181695	0.33744856
"('cadc', 'leub')"	10	8	FALSE												cadc	leub	30	4	1	1	18	0.297181695	0.33744856
"('leuo', 'bglj')"	11	9	TRUE	135	"('leuo', 'bglj')"	20	"[(0, 0.23097548078418015, 0.0081946674009779306), (10, 0.5141822224067627, 2.6415833976525141e-05), (20, 0.54552735565262067, 1.141755850337092e-05), (30, 0.43516122519430039, 0.00014914634742587451), (60, -0.10714162542802209, 0.55287185006953499), (90, 0.17079564347427764, 0.52710040006351622)]"	['+']	leuo	bglj	leuo	30	bglj	30	leuo	bglj	30	4	1	1	18	0.297181695	0.33744856
"('stpa', 'leuo')"	12	10	TRUE	197	"('stpa', 'leuo')"	0	"[(0, 0.52446435193437735, 1.5086537898713837e-10), (10, 0.40974156685394236, 0.0011496012084384482), (20, 0.48701426235602352, 0.0001221735769246963), (30, 0.26563772214928166, 0.025158265434249951), (60, 0.035427428749545638, 0.84482219669971337), (90, 0.13772682503951189, 0.61099465296969857)]"	['-']	stpa	leuo	stpa	30	leuo	30	stpa	leuo	30	4	1	1	18	0.297181695	0.33744856
"('cadc', 'cada')"	13	11	TRUE	912	"('cadc', 'cada')"		"[(0, 0.27876301477745086, 0.0013199806751484444), (10, 0.34495724601100314, 0.0069503113646939459), (20, 0.29624612663525218, 0.025250696847864205), (30, 0.2818830274901355, 0.017240383255135293), (60, 0.43181314047602287, 0.012096294292093485), (90, 0.48861867044464241, 0.054795904871663699)]"	['+']	cadc	cada	cadc	30	cada	30	cadc	cada	30	4	1	1	18	0.297181695	0.33744856
"('cadc', 'bglf')"	14	12	FALSE												cadc	bglf	30	4	1	1	18	0.297181695	0.33744856
"('stpa', 'dsra')"	15	13	FALSE												stpa	dsra	30	4	1	1	18	0.297181695	0.33744856
"('stpa', 'bglf')"	16	14	TRUE	2746	"('stpa', 'bglf')"	0	"[(0, 0.62348676925487689, 2.3238595183108645e-15), (10, 0.50680330321354694, 3.5959093496346108e-05), (20, 0.48256954122050705, 0.00014380247343208266), (30, 0.55632954025482995, 4.7202541441862889e-07), (60, 0.21843307084540728, 0.22199798034725077), (90, 0.35314687419380159, 0.17968726103678698)]"	['-']	stpa	bglf	stpa	30	bglf	30	stpa	bglf	30	4	1	1	18	0.297181695	0.33744856
"('stpa', 'bglj')"	17	15	FALSE												stpa	bglj	30	4	1	1	18	0.297181695	0.33744856
"('stpa', 'leul')"	18	16	FALSE												stpa	leul	30	4	1	1	18	0.297181695	0.33744856
"('stpa', 'ssrs')"	19	17	TRUE	2748	"('stpa', 'ssrs')"		"[(0, -0.003677065563283885, 0.9668811766818477), (10, 0.082538237763925215, 0.53068513658760252), (20, 0.15163244208807797, 0.26018131571050296), (30, 0.15784277254179269, 0.18862500811769123), (60, 0.18085848892060213, 0.31382428388798378), (90, 0.30596109866710292, 0.24912623230774081)]"	['-']	stpa	ssrs	stpa	30	ssrs	30	stpa	ssrs	30	4	1	1	18	0.297181695	0.33744856
"('exur', 'uxac')"	3	0	TRUE	1146	"('exur', 'uxac')"	0	"[(0, 0.6664361958844951, 4.9838921554350891e-18), (10, 0.70798358013706686, 2.5132390939501774e-10), (20, 0.53849875238232414, 1.5541494082725653e-05), (30, 0.31285810803806929, 0.0078970465296384837), (60, 0.32156228210079907, 0.068028633001825475), (90, 0.3614050394733086, 0.16901385518746034)]"	['-']	exur	uxac	exur	34	uxac	34	exur	uxac	34	4	1	1	16	0.674159984	0.759375
"('exur', 'exut')"	4	1	TRUE	1143	"('exur', 'exut')"	0	"[(0, 0.46292897802958272, 2.9295006144905646e-08), (10, 0.43257418846139112, 0.00055694345743703916), (20, 0.4237479912009392, 0.0010212809944227222), (30, 0.28764126957165037, 0.015001965436483623), (60, 0.24028616382945653, 0.17799732261370399), (90, 0.31573099059876258, 0.23355387434557648)]"	['-']	exur	exut	exur	34	exut	34	exur	exut	34	4	1	1	16	0.674159984	0.759375
"('uidr', 'uxub')"	5	2	FALSE												uidr	uxub	34	4	1	1	16	0.674159984	0.759375
"('exur', 'uxaa')"	6	3	TRUE	1144	"('exur', 'uxaa')"	10	"[(0, 0.41343397534574994, 1.0140595515318123e-06), (10, 0.66344235562499232, 7.6159217031103298e-09), (20, 0.3893429565700896, 0.0027585007776572282), (30, 0.27670040939929536, 0.019494228542266054), (60, 0.082313286856128584, 0.64882471197877922), (90, 0.13851930098092899, 0.60892428160924206)]"	['-']	exur	uxaa	exur	34	uxaa	34	exur	uxaa	34	4	1	1	16	0.674159984	0.759375
"('uxur', 'uida')"	7	4	TRUE	2809	"('uxur', 'uida')"	0	"[(0, 0.52422844928548296, 1.5426185454265707e-10), (10, 0.70997271806705164, 2.1265001349726977e-10), (20, 0.70853789283921242, 7.0039241058603087e-10), (30, 0.57461358985083899, 1.6049281847430847e-07), (60, 0.25966272099319149, 0.14448280452605311), (90, -0.40969238194487551, 0.11503957244721605)]"	['-']	uxur	uida	uxur	34	uida	34	uxur	uida	34	4	1	1	16	0.674159984	0.759375
"('uxur', 'uidb')"	8	5	TRUE	2810	"('uxur', 'uidb')"	10	"[(0, 0.36587782357640153, 1.8626339006113574e-05), (10, 0.53164193733264231, 1.2367040435219524e-05), (20, 0.45389384710795944, 0.000390793628812286), (30, 0.37363734629741213, 0.0013294961173716134), (60, 0.051382922399220474, 0.77642676940010724), (90, -0.42313496824250807, 0.10246301970634783)]"	['-']	uxur	uidb	uxur	34	uidb	34	uxur	uidb	34	4	1	1	16	0.674159984	0.759375
"('exur', 'uxab')"	9	6	TRUE	1145	"('exur', 'uxab')"		"[(0, 0.23720132749507089, 0.0065820055675500054), (10, 0.49628904084231018, 5.5132736998447493e-05), (20, 0.30693222115608876, 0.020216153951675326), (30, 0.22358658221268962, 0.060883889114909974), (60, 0.0055620046480180287, 0.97549325940822984), (90, -0.23396564372546175, 0.3831294914357723)]"	['-']	exur	uxab	exur	34	uxab	34	exur	uxab	34	4	1	1	16	0.674159984	0.759375
"('uxur', 'uidc')"	10	7	TRUE	2811	"('uxur', 'uidc')"	0	"[(0, 0.40159432322981237, 2.1843752118926861e-06), (10, 0.54754266206776525, 5.9672218315124849e-06), (20, 0.46184215653105776, 0.00029881267924092997), (30, 0.40090192394159074, 0.00053093988301597904), (60, 0.20976218495155524, 0.24134958308455634), (90, -0.3123531954156018, 0.23886674703792621)]"	['-']	uxur	uidc	uxur	34	uidc	34	uxur	uidc	34	4	1	1	16	0.674159984	0.759375
"('uxur', 'uxua')"	11	8	TRUE	2812	"('uxur', 'uxua')"		"[(0, -0.00030115435115050417, 0.99728677919367936), (10, -0.16517805861550719, 0.20722485749309211), (20, -0.25797552805589896, 0.052689647786049731), (30, -0.19182776502363028, 0.1090227692738831), (60, -0.19330569343195214, 0.28110248626282197), (90, -0.20966463477879504, 0.43577293416942942)]"	['-']	uxur	uxua	uxur	34	uxua	34	uxur	uxua	34	4	1	1	16	0.674159984	0.759375
"('exur', 'uidb')"	12	9	FALSE												exur	uidb	34	4	1	1	16	0.674159984	0.759375
"('uxur', 'gntp')"	13	10	TRUE	2808	"('uxur', 'gntp')"	0	"[(0, 0.45111312653340613, 7.1905094059384611e-08), (10, 0.5419864309594804, 7.7303566155686797e-06), (20, 0.47194171222866071, 0.00021045275649170635), (30, 0.22808133386324644, 0.055743874908468195), (60, -0.39434693948611133, 0.023152237974675041), (90, -0.25100772110338776, 0.34838828850791437)]"	['-']	uxur	gntp	uxur	34	gntp	34	uxur	gntp	34	4	1	1	16	0.674159984	0.759375
"('uxur', 'uxaa')"	14	11	FALSE												uxur	uxaa	34	4	1	1	16	0.674159984	0.759375
"('exur', 'gntp')"	15	12	FALSE												exur	gntp	34	4	1	1	16	0.674159984	0.759375
"('uidr', 'uidc')"	16	13	TRUE	2798	"('uidr', 'uidc')"		"[(0, -0.0022618328226211536, 0.97962438764182969), (10, 0.27823848432021381, 0.031350704079249378), (20, 0.30357036632614082, 0.021699036941666302), (30, 0.011506595096981221, 0.92412543431840288), (60, 0.20064721683635239, 0.2628757322935269), (90, 0.402657891289535, 0.12203295589107306)]"	['-']	uidr	uidc	uidr	34	uidc	34	uidr	uidc	34	4	1	1	16	0.674159984	0.759375
"('uidr', 'uxab')"	17	14	FALSE												uidr	uxab	34	4	1	1	16	0.674159984	0.759375
"('exur', 'uxua')"	18	15	TRUE	1147	"('exur', 'uxua')"		"[(0, 0.26311773348022127, 0.0024903684693132464), (10, 0.045306773329276968, 0.73104267473804807), (20, -0.013573724023299609, 0.92017479028682891), (30, 0.086659785734279418, 0.47238700003775524), (60, 0.022798812467084029, 0.89978304212198035), (90, 0.10553496663073461, 0.69728643285454994)]"	['-']	exur	uxua	exur	34	uxua	34	exur	uxua	34	4	1	1	16	0.674159984	0.759375
"('malt', 'malq')"	1	0	TRUE	2064	"('malt', 'malq')"	0	"[(0, 0.66579772977164453, 5.5013658152494095e-18), (10, 0.69393707534503457, 7.8719853093254377e-10), (20, 0.81631961916333817, 1.0085582983760042e-14), (30, 0.62996663905969563, 3.9558816046276035e-09), (60, 0.33797291782577288, 0.054394578996569583), (90, 0.20718161266399879, 0.44135131237986613)]"	['+']	malt	malq	malt	37	malq	37	malt	malq	37	4	1	1	44	0.460108223	0.638636364
"('malt', 'malf')"	3	1	TRUE	2059	"('malt', 'malf')"	0	"[(0, 0.62520805100414323, 1.8499137174353286e-15), (10, 0.51379978832656525, 2.6846197382743729e-05), (20, 0.64245003691160318, 7.1529360196665738e-08), (30, 0.44497499340073848, 0.00010105129208595822), (60, 0.26639787544261451, 0.13398709556817046), (90, 0.19694978568346422, 0.4647163770422994)]"	['+']	malt	malf	malt	37	malf	37	malt	malf	37	4	1	1	44	0.460108223	0.638636364
"('malt', 'malk')"	4	2	TRUE	2061	"('malt', 'malk')"	0	"[(0, 0.57098837197177854, 1.310070895889644e-12), (10, 0.40035890988751094, 0.0015262630344112923), (20, 0.40579332855092926, 0.0017377855732173234), (30, 0.43417442901685344, 0.00015499941740284358), (60, 0.3950821902046287, 0.022874256051544136), (90, 0.40005643760023807, 0.12469228967980356)]"	['+']	malt	malk	malt	37	malk	37	malt	malk	37	4	1	1	44	0.460108223	0.638636364
"('malt', 'lamb')"	5	3	TRUE	2057	"('malt', 'lamb')"	0	"[(0, 0.46214537101844966, 3.1125381565362948e-08), (10, 0.24959226655265032, 0.054452110808700258), (20, 0.35688803162054239, 0.0064277172498389892), (30, 0.40942390017290103, 0.00039202533664823045), (60, 0.39261790987998252, 0.023816944185838535), (90, 0.41893497693233372, 0.10628291735072067)]"	['+']	malt	lamb	malt	37	lamb	37	malt	lamb	37	4	1	1	44	0.460108223	0.638636364
"('creb', 'crea')"	6	4	FALSE												creb	crea	37	4	1	1	44	0.460108223	0.638636364
"('malt', 'male')"	7	5	TRUE	2058	"('malt', 'male')"	0	"[(0, 0.50036767120585346, 1.3458394606793825e-09), (10, 0.31602561113150979, 0.013900358110859642), (20, 0.40558449981290168, 0.0017482657599702885), (30, 0.4374073501343218, 0.00013657443552161658), (60, 0.40532281402291442, 0.01928047120835695), (90, 0.38124733783662779, 0.14511904415574034)]"	['+']	malt	male	malt	37	male	37	malt	male	37	4	1	1	44	0.460108223	0.638636364
"('chbr', 'chbc')"	8	6	TRUE	944	"('chbr', 'chbc')"	10	"[(0, 0.41208295470990131, 1.1085127283382341e-06), (10, 0.63996752324645201, 3.6849942640744747e-08), (20, 0.43550072566297465, 0.00070964754800070644), (30, 0.22777974468767082, 0.056077315169575377), (60, 0.084080478134551412, 0.64178326585155332), (90, -0.035663235423680023, 0.89567891629758789)]"	['+']	chbr	chbc	chbr	37	chbc	37	chbr	chbc	37	4	1	1	44	0.460108223	0.638636364
"('malt', 'glmu')"	9	7	FALSE												malt	glmu	37	4	1	1	44	0.460108223	0.638636364
"('malt', 'malm')"	10	8	TRUE	2062	"('malt', 'malm')"	0	"[(0, 0.66259211525284978, 9.001000919311707e-18), (10, 0.63358668266275586, 5.5287357751734596e-08), (20, 0.70533458370417745, 9.0222113251409903e-10), (30, 0.44761099914650904, 9.0833358815246222e-05), (60, 0.22612411863326132, 0.20574119894111037), (90, 0.24727142464596383, 0.3558479085977998)]"	['+']	malt	malm	malt	37	malm	37	malt	malm	37	4	1	1	44	0.460108223	0.638636364
"('malt', 'many')"	11	9	FALSE												malt	many	37	4	1	1	44	0.460108223	0.638636364
"('malt', 'manz')"	12	10	FALSE												malt	manz	37	4	1	1	44	0.460108223	0.638636364
"('malt', 'nage')"	13	11	FALSE												malt	nage	37	4	1	1	44	0.460108223	0.638636364
"('malt', 'glms')"	15	12	FALSE												malt	glms	37	4	1	1	44	0.460108223	0.638636364
"('malt', 'nagb')"	16	13	FALSE												malt	nagb	37	4	1	1	44	0.460108223	0.638636364
"('malt', 'malp')"	17	14	TRUE	2063	"('malt', 'malp')"	0	"[(0, 0.54279691303356881, 2.5347272646198923e-11), (10, 0.37896210140131498, 0.0028273234894148993), (20, 0.46400664358720201, 0.00027743823301086247), (30, 0.49402822203001262, 1.1958047481970622e-05), (60, 0.4675719412759754, 0.0060752784551384633), (90, 0.42033912775831445, 0.10499487023832858)]"	['+']	malt	malp	malt	37	malp	37	malt	malp	37	4	1	1	44	0.460108223	0.638636364
"('chbr', 'chba')"	18	15	TRUE	942	"('chbr', 'chba')"	0	"[(0, 0.6450365572464456, 1.2031504502305604e-16), (10, 0.31701232059101447, 0.013589703761293113), (20, 0.35942354049832687, 0.0060347938575407026), (30, 0.1474857407329829, 0.21967093210246524), (60, 0.25476866559758327, 0.15247657632773878), (90, 0.72393217346219652, 0.0015207054222281212)]"	['+']	chbr	chba	chbr	37	chba	37	chbr	chba	37	4	1	1	44	0.460108223	0.638636364
"('malt', 'feoa')"	20	16	FALSE												malt	feoa	37	4	1	1	44	0.460108223	0.638636364
"('malt', 'ptsi')"	21	17	FALSE												malt	ptsi	37	4	1	1	44	0.460108223	0.638636364
"('malt', 'feob')"	22	18	FALSE												malt	feob	37	4	1	1	44	0.460108223	0.638636364
"('malt', 'malg')"	23	19	TRUE	2060	"('malt', 'malg')"	0	"[(0, 0.66761779799624821, 4.1485074182916195e-18), (10, 0.53705745490106294, 9.6888804475618636e-06), (20, 0.69422294974273957, 2.1172023178740677e-09), (30, 0.51082787551063191, 5.3224558782307636e-06), (60, 0.29150622565157802, 0.099768505040672556), (90, 0.26140147898934113, 0.3281066187017011)]"	['+']	malt	malg	malt	37	malg	37	malt	malg	37	4	1	1	44	0.460108223	0.638636364
"('nagc', 'cred')"	24	20	TRUE	2226	"('nagc', 'cred')"	0	"[(0, -0.39721369691469582, 2.8802233737555034e-06), (10, -0.094551945856517536, 0.47238629929861697), (20, -0.064472708990105265, 0.63373916011514198), (30, -0.391860395020521, 0.00072616042578555547), (60, -0.27484391326052166, 0.12163123639501987), (90, -0.0063538238877334976, 0.98136817126488896)]"	['-']	nagc	cred	nagc	37	cred	37	nagc	cred	37	4	1	1	44	0.460108223	0.638636364
"('creb', 'feoa')"	25	21	FALSE												creb	feoa	37	4	1	1	44	0.460108223	0.638636364
"('malt', 'malz')"	26	22	TRUE	2066	"('malt', 'malz')"	20	"[(0, 0.43841884912744661, 1.818003741335135e-07), (10, 0.67753106109028782, 2.7596937062775758e-09), (20, 0.71719793036742974, 3.4717568998663216e-10), (30, 0.47293171779674531, 3.1166775745918849e-05), (60, -0.237195770608113, 0.1838126497956073), (90, -0.19929850544373487, 0.45929961719293477)]"	['+']	malt	malz	malt	37	malz	37	malt	malz	37	4	1	1	44	0.460108223	0.638636364
"('malt', 'mals')"	27	23	TRUE	2065	"('malt', 'mals')"	0	"[(0, 0.56224974028454877, 3.3816181492577367e-12), (10, 0.52789580155589455, 1.46057812767843e-05), (20, 0.6685563891189118, 1.3222305405215149e-08), (30, 0.50692419695387625, 6.4486243207522208e-06), (60, 0.23107636430358544, 0.19571966193861198), (90, 0.30661074155586182, 0.24807125626366844)]"	['+']	malt	mals	malt	37	mals	37	malt	mals	37	4	1	1	44	0.460108223	0.638636364
