cluster_id	lag_mean	lag_median
0.0	0.8304844665138784	0.8284313725490197
1.0	0.9272187118686223	0.8536804308797128
3.0	0.8231245011971268	0.7793296089385475
4.0	0.4421052631578948	0.4473684210526316
5.0	0.6117283950617284	0.5158730158730159
6.0	0.8326388888888889	0.96875
8.0	0.6870821886446884	0.6682692307692307
9.0	1.1074514991181659	1.1296296296296295
11.0	0.5977726574500769	0.6344086021505376
12.0	0.6839563065369516	0.6881720430107527
13.0	0.9198637316561845	0.9245283018867925
14.0	1.2591663091663092	1.3108108108108107
15.0	1.0654411764705882	1.0514705882352942
18.0	0.8749246977402317	0.7961165048543689
19.0	0.5273654916512059	0.4090909090909091
24.0	0.4994579374449505	0.49134199134199136
25.0	1.250877192982456	1.3596491228070176
26.0	1.3714641080312724	1.5149253731343284
29.0	0.5335497835497836	0.487012987012987
30.0	0.6032362459546927	0.47572815533980584
