cluster_id	lag_mean	lag_median
0.0	1.1525850340136057	0.9857142857142858
2.0	1.5054597701149428	1.3275862068965518
6.0	1.2083333333333333	1.15
9.0	1.0833333333333335	1.0
12.0	1.212878787878788	1.2272727272727273
14.0	1.7495143330964225	1.8134328358208955
16.0	1.5285714285714285	1.2142857142857142
21.0	1.3895363408521304	1.368421052631579
22.0	1.9122053872053868	1.9259259259259258
23.0	0.982051282051282	0.9615384615384616
27.0	1.2609523809523808	1.0
29.0	1.325	1.5
38.0	1.6800000000000002	1.7
42.0	0.8770929533429533	0.7666666666666667
46.0	1.3143410852713175	1.3837209302325582
48.0	1.2433836996336995	1.1923076923076923
55.0	1.9031746031746033	2.2142857142857144
60.0	1.8746376811594203	2.0869565217391304
