cluster_id	lag_mean	lag_median
0.0	0.9805206318504193	0.9574468085106383
1.0	1.1122866837152545	1.055984555984556
3.0	1.214652014652015	1.2564102564102564
4.0	0.994736842105263	1.0
5.0	0.9905216284987277	0.8664122137404581
6.0	1.020138888888889	1.15625
8.0	1.0731135531135527	1.0692307692307692
9.0	1.3111552028218696	1.3333333333333333
11.0	0.9110119047619047	0.9513888888888888
12.0	0.7798095238095238	0.7466666666666667
13.0	1.164172335600907	1.1734693877551021
14.0	1.5716727716727716	1.60989010989011
15.0	1.544	1.64
18.0	0.7414462630216054	0.636986301369863
19.0	0.7711834733893559	0.6397058823529411
24.0	0.9001482001482	0.9009009009009009
25.0	1.5418367346938775	1.6326530612244898
26.0	1.507482993197279	1.625
29.0	0.9026785714285716	0.8482142857142857
30.0	0.7117679255610292	0.6379310344827587
