cluster_id	lag_mean	lag_median
0.0	0.6761904761904763	0.5357142857142857
1.0	0.5213983050847458	0.4067796610169492
2.0	0.8509408602150539	0.782258064516129
6.0	0.8015151515151515	0.7045454545454546
7.0	0.9134380952380955	0.908
9.0	0.29629629629629634	0.2222222222222222
11.0	0.6779100529100529	0.5277777777777778
12.0	0.8537414965986395	0.7551020408163265
14.0	1.2591663091663092	1.3108108108108107
16.0	0.9597222222222221	0.9583333333333334
19.0	0.2465277777777778	0.20833333333333334
21.0	1.1625496031746032	1.1458333333333333
22.0	1.2770191347114426	1.2485207100591715
23.0	0.5319444444444444	0.5208333333333334
27.0	0.4522862554112554	0.359375
29.0	0.34912280701754383	0.3684210526315789
30.0	1.101156462585034	1.1857142857142857
33.0	0.03263403263403263	0.03496503496503497
36.0	0.9946405347156416	0.9195278969957081
38.0	0.4421052631578948	0.4473684210526316
42.0	0.9154465446544655	0.8564356435643564
46.0	0.8046848739495797	0.7558823529411764
48.0	0.7890735502121641	0.7772277227722773
55.0	0.8326388888888889	0.96875
60.0	0.7348888888888889	0.8133333333333334
61.0	0.9721623240491163	0.9811320754716981
