baseline_aupr	baseline_auroc	cluster_id	lagged_edges	lagged_edges2	nan_edges	percent_lagged	percent_lagged2	swing_aupr	swing_aupr2	swing_aupr3	swing_aupr4	swing_aupr5	swing_auroc	swing_auroc2	swing_auroc3	swing_auroc4	swing_auroc5	total_edges	pr2_diff	pr3_diff	pr4_diff	pr5_diff	roc2_diff	roc3_diff	roc4_diff	roc5_diff
0.4406547850751228	0.5580071797565885	0.0	29.0	5.0	17.0	0.35802469135802467	0.06172839506172839	0.49517814736553467	0.4651640849828272	0.473350548879695	0.4730604730057498	0.48225019669965435	0.5696523947114968	0.553716837404781	0.5573067156991506	0.601085719289029	0.6128184922511168	81.0	0.030014062382707485	0.02182759848583965	0.022117674359784845	0.012927950665880317	0.01593555730671581	0.012345679012346178	-0.03143332457753223	-0.043166097539620085
0.44552586078690487	0.6794552399933564	1.0	30.0	9.0	15.0	0.37037037037037035	0.1111111111111111	0.44611804941919037	0.34494822309740303	0.35782440451908815	0.5313736712549424	0.4454669828455677	0.6375463654985336	0.6213253612356748	0.5856170071416709	0.6864861872335714	0.6190001660853667	81.0	0.10116982632178734	0.08829364490010222	-0.08525562183575203	0.0006510665736226828	0.016221004262858774	0.05192935835686274	-0.04893982173503775	0.01854619941316693
0.24558544831180462	0.41441005802707914	2.0	20.0	4.0	15.0	0.45454545454545453	0.09090909090909091	0.2190698047985178	0.1758900412401333	0.18618351431157085	0.22786970568366174	0.21978516916695667	0.4677627337201805	0.3586395873629916	0.37927143778207606	0.47001934235976783	0.4551901998710508	44.0	0.04317976355838449	0.03288629048694694	-0.008799900885143958	-0.0007153643684388866	0.1091231463571889	0.08849129593810445	-0.002256608639587321	0.012572533849129708
0.29084502021106123	0.5968487939828852	5.0	133.0	45.0	99.0	0.4418604651162791	0.14950166112956811	0.24412728680931153	0.26924453583707963	0.2405314196421436	0.3387544623387501	0.2279155229783478	0.5258401363484789	0.5681001370895045	0.5341673973990051	0.6291451049166971	0.5217706776667612	301.0	-0.0251172490277681	0.003595867167167921	-0.09462717552943858	0.016211763830963732	-0.04226000074102554	-0.008327261050526169	-0.10330496856821814	0.004069458681717708
0.2909998487523644	0.3968095712861416	6.0	28.0	20.0	3.0	0.8235294117647058	0.5882352941176471	0.2753856203644651	0.33990377663580573	0.32498232887420775	0.29325837640872704	0.2957750123237574	0.32003988035892333	0.4935194416749752	0.46859421734795625	0.39132602193419747	0.4102691924227318	34.0	-0.06451815627134061	-0.049596708509742626	-0.017872756044261917	-0.02038939195929229	-0.17347956131605186	-0.14855433698903292	-0.07128614157527413	-0.09022931206380846
0.3501750918676152	0.6033105022831052	7.0	40.0	11.0	27.0	0.4166666666666667	0.11458333333333333	0.38826327466723215	0.38373009399238983	0.3718903001094134	0.43573296849177195	0.39371853695313513	0.6093512176560123	0.5716799847793	0.589802130898021	0.668807077625571	0.6312309741248094	96.0	0.004533180674842319	0.016372974557818776	-0.047469693824539805	-0.005455262285902984	0.03767123287671226	0.019549086757991274	-0.05945585996955871	-0.02187975646879714
0.38278418074629816	0.6786702127659575	8.0	21.0	8.0	23.0	0.2625	0.1	0.41399899951695857	0.40779281735972717	0.4259214654149064	0.4321575787210501	0.43128845582764985	0.6752659574468095	0.649627659574468	0.6532446808510644	0.694308510638298	0.6834574468085111	80.0	0.006206182157231399	-0.01192246589794782	-0.01815857920409153	-0.017289456310691287	0.02563829787234151	0.022021276595745154	-0.01904255319148851	-0.008191489361701554
0.34628210190485037	0.6319826007326006	9.0	25.0	12.0	4.0	0.5208333333333334	0.25	0.2704738453336182	0.2940191691290701	0.2873056348131116	0.25201708162895103	0.2563793069814296	0.5720009157509157	0.6203067765567766	0.623397435897436	0.5635302197802197	0.5416666666666665	48.0	-0.023545323795451933	-0.01683178947949343	0.018456763704667145	0.014094538352188601	-0.048305860805860856	-0.0513965201465203	0.008470695970696052	0.0303342490842492
0.19386834274978315	0.5343322138982177	12.0	34.0	16.0	40.0	0.3238095238095238	0.1523809523809524	0.1469220194367694	0.18389714061479853	0.1576569360929662	0.15907602355161232	0.1919015767278532	0.43282528201153914	0.5430293636441917	0.48788426763110315	0.47992766726943925	0.4765349177645747	105.0	-0.03697512117802912	-0.010734916656196775	-0.012154004114842909	-0.0449795572910838	-0.1102040816326526	-0.055058985619564016	-0.047102385257900115	-0.04370963575303555
0.20397846901759878	0.5673241288625912	15.0	22.0	4.0	20.0	0.28205128205128205	0.05128205128205128	0.16789501096740347	0.19692196968612685	0.17347473526711332	0.21695537737683593	0.20551003431034753	0.5030900723208418	0.5488823142669302	0.4952333990795526	0.5830046022353719	0.563247863247863	78.0	-0.029026958718723378	-0.005579724299709848	-0.049060366409432454	-0.03761502334294406	-0.04579224194608844	0.007856673241289192	-0.07991452991453007	-0.060157790927021226
0.4440112324245681	0.5319999999999999	16.0	7.0	3.0	3.0	0.35	0.15	0.38008368075896903	0.43077752518167267	0.39424499425710385	0.5266043776564431	0.5545238048139876	0.41	0.542	0.484	0.56	0.566	20.0	-0.05069384442270364	-0.01416131349813482	-0.14652069689747405	-0.17444012405501852	-0.13200000000000006	-0.07400000000000001	-0.15000000000000008	-0.15599999999999997
0.2650575215207691	0.4670017482517483	21.0	17.0	2.0	12.0	0.38636363636363635	0.045454545454545456	0.3054979686786198	0.32273883225292616	0.3038080579344334	0.34915451137005915	0.277292062028873	0.5581293706293708	0.49715909090909105	0.4689685314685316	0.6169143356643358	0.4978146853146852	44.0	-0.017240863574306375	0.0016899107441863959	-0.04365654269143937	0.02820590664974676	0.060970279720279796	0.08916083916083922	-0.058784965034965	0.060314685314685645
