cluster_id	lag_mean	lag_median
0.0	0.7677546744036106	0.7446808510638298
1.0	0.86711293854151	0.8108108108108109
3.0	0.9646520146520147	1.0064102564102564
4.0	0.4421052631578948	0.4473684210526316
5.0	0.6470101781170484	0.5229007633587787
6.0	0.8326388888888889	0.96875
8.0	0.8154212454212455	0.8115384615384615
9.0	1.1074514991181659	1.1296296296296295
11.0	0.5499007936507937	0.5902777777777778
12.0	0.5731428571428572	0.54
13.0	0.8682539682539683	0.8775510204081632
14.0	1.1650793650793647	1.2032967032967032
15.0	1.1340000000000001	1.23
18.0	0.7071996876791397	0.6027397260273972
19.0	0.49177170868347325	0.3602941176470588
24.0	0.6659139659139658	0.6666666666666666
25.0	1.2459183673469387	1.336734693877551
26.0	1.337840136054422	1.4553571428571428
29.0	0.6526785714285716	0.5982142857142857
30.0	0.5393541324575809	0.46551724137931033
