Dionesus-rank	RandomForest-rank	Lasso-rank	range	mean-rank	median-rank	sd-rank	regulator-target	tp	index	Edge	Lag	Lag_list	Sign	parent	child	name_x	parent_cluster	name_y	child_cluster	Source	Target	moduleID	window_size	min_lag	max_lag	total_edges	pr	roc
0	26	12	(0, 26)	12.666666666666666	12.0	13.012814197295423	('cusr', 'ybat')	False												cusr	ybat	iscr	4	1	1	86	0.25658320315007943	0.5894216917061119
14	9	34	(9, 34)	19.0	14.0	13.228756555322953	('gntr', 'hyad')	False												gntr	hyad	iscr	4	1	1	86	0.25658320315007943	0.5894216917061119
25	21	18	(18, 25)	21.333333333333332	21.0	3.5118845842842465	('torr', 'tora')	True	2767.0	('torr', 'tora')	10.0	[(0, 0.44806593571601944, 9.01483380560248e-08), (10, 0.73147962471571326, 3.1806231993285692e-11), (20, 0.54292609746458687, 1.2808175121592434e-05), (30, 0.25637402851934005, 0.030919163191101766), (60, 0.10491422804299678, 0.56120330161571463), (90, 0.186072511036245, 0.49020766798257986)]	['+']	torr	tora	torr	11.0	tora	11.0	torr	tora	iscr	4	1	1	86	0.25658320315007943	0.5894216917061119
13	49	4	(4, 49)	22.0	13.0	23.811761799581316	('cusr', 'gntx')	False												cusr	gntx	iscr	4	1	1	86	0.25658320315007943	0.5894216917061119
16	29	25	(16, 29)	23.333333333333332	25.0	6.658328118479393	('torr', 'tord')	True	2769.0	('torr', 'tord')	10.0	[(0, 0.43898760978717172, 1.7453982524172354e-07), (10, 0.74972795051794994, 5.4711823082271293e-12), (20, 0.58343519988283299, 1.9070218801178872e-06), (30, 0.38950361834089064, 0.00078677837705311759), (60, 0.098460228193191987, 0.58566449415526445), (90, 0.051169465884240567, 0.85072227715999671)]	['+']	torr	tord	torr	11.0	tord	11.0	torr	tord	iscr	4	1	1	86	0.25658320315007943	0.5894216917061119
38	23	13	(13, 38)	24.666666666666668	23.0	12.583057392117915	('torr', 'cusf')	False												torr	cusf	iscr	4	1	1	86	0.25658320315007943	0.5894216917061119
5	1	73	(1, 73)	26.333333333333332	5.0	40.463975747982715	('iscr', 'iscs')	True	1891.0	('iscr', 'iscs')	0.0	[(0, 0.8686719426393793, 7.2535167288466565e-41), (10, 0.37012287470476862, 0.0036051501998580135), (20, 0.04403944614483718, 0.74496749808890206), (30, 0.052751729844920374, 0.66217761019526944), (60, 0.31321145032194758, 0.075922809004694558), (90, 0.17347861495022765, 0.52053152076963283)]	['-']	iscr	iscs	iscr	3.0	iscs	3.0	iscr	iscs	iscr	4	1	1	86	0.25658320315007943	0.5894216917061119
21	7	52	(7, 52)	26.666666666666668	21.0	23.028967265887832	('torr', 'eda')	False												torr	eda	iscr	4	1	1	86	0.25658320315007943	0.5894216917061119
9	41	37	(9, 41)	29.0	37.0	17.435595774162696	('gntr', 'naph')	False												gntr	naph	iscr	4	1	1	86	0.25658320315007943	0.5894216917061119
44	24	21	(21, 44)	29.666666666666668	24.0	12.503332889007368	('torr', 'hyaf')	False												torr	hyaf	iscr	4	1	1	86	0.25658320315007943	0.5894216917061119
19	4	69	(4, 69)	30.666666666666668	19.0	34.03429642777023	('torr', 'cusa')	False												torr	cusa	iscr	4	1	1	86	0.25658320315007943	0.5894216917061119
26	18	60	(18, 60)	34.666666666666664	26.0	22.300971578236975	('torr', 'mdtf')	False												torr	mdtf	iscr	4	1	1	86	0.25658320315007943	0.5894216917061119
36	50	36	(36, 50)	40.666666666666664	36.0	8.082903768654761	('gntr', 'hyac')	False												gntr	hyac	iscr	4	1	1	86	0.25658320315007943	0.5894216917061119
7	0	115	(0, 115)	40.666666666666664	7.0	64.46963109351049	('iscr', 'iscu')	True	1892.0	('iscr', 'iscu')	0.0	[(0, 0.85229113224400299, 7.7814707472163877e-38), (10, 0.42500357461100235, 0.00071222481840350525), (20, 0.096552352717397219, 0.47493261311125645), (30, 0.16875155325279348, 0.15948719197647435), (60, 0.42389475866515192, 0.013957198244215128), (90, 0.3113847960418788, 0.24040376681891348)]	['-']	iscr	iscu	iscr	3.0	iscu	3.0	iscr	iscu	iscr	4	1	1	86	0.25658320315007943	0.5894216917061119
61	45	16	(16, 61)	40.666666666666664	45.0	22.81081614790083	('torr', 'cada')	False												torr	cada	iscr	4	1	1	86	0.25658320315007943	0.5894216917061119
24	6	93	(6, 93)	41.0	24.0	45.92385001282014	('gadx', 'hdeb')	True	1793.0	('gadx', 'hdeb')	0.0	[(0, 0.50018617005931254, 1.367334235720141e-09), (10, 0.37514246073595642, 0.0031429681864054153), (20, 0.34864412241791048, 0.0078641025798910809), (30, 0.41543859868707927, 0.00031493016413670872), (60, 0.73660267360296239, 1.0229607827303447e-06), (90, 0.65518554033923393, 0.0058710247214009362)]	['+-']	gadx	hdeb	gadx	11.0	hdeb	11.0	gadx	hdeb	iscr	4	1	1	86	0.25658320315007943	0.5894216917061119
23	34	72	(23, 72)	43.0	34.0	25.709920264364882	('cusr', 'hns')	False												cusr	hns	iscr	4	1	1	86	0.25658320315007943	0.5894216917061119
70	42	17	(17, 70)	43.0	42.0	26.514147167125703	('torr', 'hyab')	False												torr	hyab	iscr	4	1	1	86	0.25658320315007943	0.5894216917061119
