Dionesus-rank	RandomForest-rank	Lasso-rank	range	mean-rank	median-rank	sd-rank	regulator-target	tp	index	Edge	Lag	Lag_list	Sign	parent	child	name_x	parent_cluster	name_y	child_cluster	Source	Target	moduleID	window_size	min_lag	max_lag	total_edges	pr	roc
62	1	27	(1, 62)	30.0	27.0	30.610455730027933	('csgd', 'csgf')	True	1007.0	('csgd', 'csgf')	0.0	[(0, 0.86280377907062455, 9.7955278829379099e-40), (10, 0.80455172793326712, 9.6288175980995684e-15), (20, 0.69436136841407814, 2.0953167377636305e-09), (30, 0.60994245933019842, 1.6396887739448005e-08), (60, 0.25381911462000384, 0.1540638780336091), (90, -0.19035701494017768, 0.48008791616591595)]	['+']	csgd	csgf	csgd	28.0	csgf	28.0	csgd	csgf	crp	4	1	1	512	0.3963157157923233	0.6501749343665325
39	39	157	(39, 157)	78.33333333333333	39.0	68.12733176437584	('crp', 'rmf')	True	812.0	('crp', 'rmf')	0.0	[(0, 0.49702310012121237, 1.799514871242298e-09), (10, 0.35441867911291003, 0.0054631519081593067), (20, 0.080919706918517173, 0.54958769710745137), (30, 0.34624217593964485, 0.0030986674727059064), (60, 0.46953199304546805, 0.0058378785697860789), (90, 0.3851617894494001, 0.14069219721344403)]	['+']	crp	rmf	crp	1.0	rmf	1.0	crp	rmf	crp	4	1	1	512	0.3963157157923233	0.6501749343665325
53	103	94	(53, 103)	83.33333333333333	94.0	26.652079343520896	('torr', 'lacy')	False												torr	lacy	crp	4	1	1	512	0.3963157157923233	0.6501749343665325
89	125	36	(36, 125)	83.33333333333333	89.0	44.76978147515725	('torr', 'lsrk')	False												torr	lsrk	crp	4	1	1	512	0.3963157157923233	0.6501749343665325
170	82	1	(1, 170)	84.33333333333333	82.0	84.524158282312	('torr', 'eda')	False												torr	eda	crp	4	1	1	512	0.3963157157923233	0.6501749343665325
51	182	43	(43, 182)	92.0	51.0	78.04485889538144	('torr', 'chba')	False												torr	chba	crp	4	1	1	512	0.3963157157923233	0.6501749343665325
117	192	2	(2, 192)	103.66666666666667	117.0	95.69918146637062	('torr', 'lsra')	False												torr	lsra	crp	4	1	1	512	0.3963157157923233	0.6501749343665325
33	49	230	(33, 230)	104.0	49.0	109.4120651482276	('crp', 'wrba')	False												crp	wrba	crp	4	1	1	512	0.3963157157923233	0.6501749343665325
68	2	255	(2, 255)	108.33333333333333	68.0	131.2338878999374	('csgd', 'csge')	True	1006.0	('csgd', 'csge')	0.0	[(0, 0.82907500223475394, 4.0715580138450015e-34), (10, 0.74998751622193416, 5.330138124536433e-12), (20, 0.61111354134651463, 4.4440251921069438e-07), (30, 0.54218586074951503, 1.0414604417178664e-06), (60, 0.089496830119876775, 0.62039372779467772), (90, 0.041095213643067507, 0.87988950125576704)]	['+']	csgd	csge	csgd	28.0	csge	28.0	csgd	csge	crp	4	1	1	512	0.3963157157923233	0.6501749343665325
74	205	58	(58, 205)	112.33333333333333	74.0	80.64944719794012	('torr', 'lsrd')	False												torr	lsrd	crp	4	1	1	512	0.3963157157923233	0.6501749343665325
225	114	28	(28, 225)	122.33333333333333	114.0	98.76402853940971	('torr', 'cite')	False												torr	cite	crp	4	1	1	512	0.3963157157923233	0.6501749343665325
7	40	328	(7, 328)	125.0	40.0	176.5757627762089	('crp', 'hdea')	False												crp	hdea	crp	4	1	1	512	0.3963157157923233	0.6501749343665325
