Dionesus-rank	Lasso-rank	RandomForest-rank	range	mean-rank	median-rank	sd-rank	regulator-target	tp	index	Edge	Lag	Lag_list	Sign	parent	child	name_x	parent_cluster	name_y	child_cluster	Source	Target	moduleID	window_size	min_lag	max_lag	total_edges	pr	roc
4	4	6	(4, 6)	4.666666666666667	4.0	1.1547005383792517	('torr', 'tord')	True	2769.0	('torr', 'tord')	10.0	[(0, 0.43898760978717172, 1.7453982524172354e-07), (10, 0.74972795051794994, 5.4711823082271293e-12), (20, 0.58343519988283299, 1.9070218801178872e-06), (30, 0.38950361834089064, 0.00078677837705311759), (60, 0.098460228193191987, 0.58566449415526445), (90, 0.051169465884240567, 0.85072227715999671)]	['+']	torr	tord	torr	11.0	tord	11.0	torr	tord	11	4	1	1	44	0.31492045412587977	0.5973837209302326
14	1	2	(1, 14)	5.666666666666667	2.0	7.234178138070235	('rcsb', 'rara')	True	2667.0	('rcsb', 'rara')	20.0	[(0, 0.39970986966991295, 2.4615061750402905e-06), (10, 0.65196282302051445, 1.6748437030120765e-08), (20, 0.68524862769487205, 4.1027513295718431e-09), (30, 0.48231124305184148, 2.0516546599094289e-05), (60, -0.1964820618955927, 0.2731189349060868), (90, -0.539293934985275, 0.031096426120786051)]	['+']	rcsb	rara	rcsb	11.0	rara	11.0	rcsb	rara	11	4	1	1	44	0.31492045412587977	0.5973837209302326
7	6	4	(4, 7)	5.666666666666667	6.0	1.5275252316519468	('rcsb', 'uspe')	False												rcsb	uspe	11	4	1	1	44	0.31492045412587977	0.5973837209302326
0	11	12	(0, 12)	7.666666666666667	11.0	6.658328118479393	('torr', 'tora')	True	2767.0	('torr', 'tora')	10.0	[(0, 0.44806593571601944, 9.01483380560248e-08), (10, 0.73147962471571326, 3.1806231993285692e-11), (20, 0.54292609746458687, 1.2808175121592434e-05), (30, 0.25637402851934005, 0.030919163191101766), (60, 0.10491422804299678, 0.56120330161571463), (90, 0.186072511036245, 0.49020766798257986)]	['+']	torr	tora	torr	11.0	tora	11.0	torr	tora	11	4	1	1	44	0.31492045412587977	0.5973837209302326
10	3	19	(3, 19)	10.666666666666666	10.0	8.020806277010644	('torr', 'torc')	True	2768.0	('torr', 'torc')		[(0, 0.23614577346170704, 0.0068337811216203932), (10, 0.36787796533759248, 0.003830646620945176), (20, 0.37199835603257325, 0.0043810423365078796), (30, 0.13749356464789514, 0.25286528105311912), (60, 0.030261703225015098, 0.8672320963977137), (90, 0.14281953283780757, 0.59773855053157376)]	['+']	torr	torc	torr	11.0	torc	11.0	torr	torc	11	4	1	1	44	0.31492045412587977	0.5973837209302326
8	39	1	(1, 39)	16.0	8.0	20.223748416156685	('rcsb', 'lon')	False												rcsb	lon	11	4	1	1	44	0.31492045412587977	0.5973837209302326
13	26	11	(11, 26)	16.666666666666668	13.0	8.144527815247079	('rcsb', 'gadc')	True	2659.0	('rcsb', 'gadc')		[(0, 0.24252149081597318, 0.0054343153707975145), (10, 0.3348851830609198, 0.0089114347699071478), (20, 0.34572604218341163, 0.0084356597540288063), (30, 0.3755618843105144, 0.0012492601763235119), (60, -0.089050269063893434, 0.62214603832149695), (90, 0.022943513805860988, 0.93278623898146373)]	['+']	rcsb	gadc	rcsb	11.0	gadc	11.0	rcsb	gadc	11	4	1	1	44	0.31492045412587977	0.5973837209302326
16	32	3	(3, 32)	17.0	16.0	14.52583904633395	('uhpa', 'uhpt')	True	2795.0	('uhpa', 'uhpt')	10.0	[(0, 0.4518470296065174, 6.8071531942293193e-08), (10, 0.75225956044201381, 4.2350660127812149e-12), (20, 0.7001916779611751, 1.3454262281319314e-09), (30, 0.48380679709678737, 1.9171493404226398e-05), (60, 0.46448122380017715, 0.0064663997897702104), (90, 0.20982033169857076, 0.43542435229586685)]	['+']	uhpa	uhpt	uhpa	11.0	uhpt	11.0	uhpa	uhpt	11	4	1	1	44	0.31492045412587977	0.5973837209302326
15	12	25	(12, 25)	17.333333333333332	15.0	6.8068592855540455	('rcsb', 'tnac')	False												rcsb	tnac	11	4	1	1	44	0.31492045412587977	0.5973837209302326
29	2	22	(2, 29)	17.666666666666668	22.0	14.0118997046558	('rcsb', 'lola')	True	2664.0	('rcsb', 'lola')	0.0	[(0, 0.38092781929979957, 7.783410584764682e-06), (10, 0.33290495045728313, 0.0093490829122541644), (20, 0.37981961891228183, 0.0035670383597638921), (30, 0.42458106725959238, 0.0002239819519596832), (60, 0.036693761296485834, 0.83934608865177318), (90, -0.31912918930717482, 0.22828457600827917)]	['+']	rcsb	lola	rcsb	11.0	lola	11.0	rcsb	lola	11	4	1	1	44	0.31492045412587977	0.5973837209302326
6	47	5	(5, 47)	19.333333333333332	6.0	23.96525262402492	('rcsb', 'rpos')	False												rcsb	rpos	11	4	1	1	44	0.31492045412587977	0.5973837209302326
33	21	9	(9, 33)	21.0	21.0	12.0	('gadx', 'ydep')	False												gadx	ydep	11	4	1	1	44	0.31492045412587977	0.5973837209302326
9	58	0	(0, 58)	22.333333333333332	9.0	31.214312956291916	('uhpa', 'gadb')	False												uhpa	gadb	11	4	1	1	44	0.31492045412587977	0.5973837209302326
11	51	10	(10, 51)	24.0	11.0	23.388031127053	('uhpa', 'sra')	False												uhpa	sra	11	4	1	1	44	0.31492045412587977	0.5973837209302326
1	15	57	(1, 57)	24.333333333333332	15.0	29.143323992525858	('uhpa', 'bdm')	False												uhpa	bdm	11	4	1	1	44	0.31492045412587977	0.5973837209302326
17	56	7	(7, 56)	26.666666666666668	17.0	25.890796305508513	('torr', 'ybas')	False												torr	ybas	11	4	1	1	44	0.31492045412587977	0.5973837209302326
2	71	8	(2, 71)	27.0	8.0	38.22302970723278	('torr', 'amtb')	False												torr	amtb	11	4	1	1	44	0.31492045412587977	0.5973837209302326
37	36	14	(14, 37)	29.0	36.0	13.0	('uvry', 'osmc')	False												uvry	osmc	11	4	1	1	44	0.31492045412587977	0.5973837209302326
3	69	17	(3, 69)	29.666666666666668	17.0	34.7754702819866	('rcsb', 'tnab')	False												rcsb	tnab	11	4	1	1	44	0.31492045412587977	0.5973837209302326
36	5	50	(5, 50)	30.333333333333332	36.0	23.028967265887832	('nhar', 'ydep')	False												nhar	ydep	11	4	1	1	44	0.31492045412587977	0.5973837209302326
25	27	40	(25, 40)	30.666666666666668	27.0	8.144527815247079	('uvry', 'yhid')	False												uvry	yhid	11	4	1	1	44	0.31492045412587977	0.5973837209302326
20	18	54	(18, 54)	30.666666666666668	20.0	20.231987873991358	('rcsb', 'ybat')	False												rcsb	ybat	11	4	1	1	44	0.31492045412587977	0.5973837209302326
30	42	24	(24, 42)	32.0	30.0	9.16515138991168	('torr', 'yhid')	True	2770.0	('torr', 'yhid')	10.0	[(0, 0.3720060607875329, 1.3124707494953724e-05), (10, 0.74229837528481624, 1.1402759046661609e-11), (20, 0.6193827167159407, 2.7981185285876569e-07), (30, 0.54437269714683145, 9.2369614797686991e-07), (60, 0.5669696764029597, 0.00058100901447364261), (90, -0.28714400379740679, 0.28089026451484556)]	['+']	torr	yhid	torr	11.0	yhid	11.0	torr	yhid	11	4	1	1	44	0.31492045412587977	0.5973837209302326
48	30	18	(18, 48)	32.0	30.0	15.0996688705415	('uvry', 'asnb')	False												uvry	asnb	11	4	1	1	44	0.31492045412587977	0.5973837209302326
5	63	28	(5, 63)	32.0	28.0	29.206163733020468	('uvry', 'rpra')	False												uvry	rpra	11	4	1	1	44	0.31492045412587977	0.5973837209302326
27	66	13	(13, 66)	35.333333333333336	27.0	27.465129406819354	('torr', 'nhaa')	False												torr	nhaa	11	4	1	1	44	0.31492045412587977	0.5973837209302326
26	55	26	(26, 55)	35.666666666666664	26.0	16.74315780649915	('gadx', 'hdeb')	True	1793.0	('gadx', 'hdeb')	0.0	[(0, 0.50018617005931254, 1.367334235720141e-09), (10, 0.37514246073595642, 0.0031429681864054153), (20, 0.34864412241791048, 0.0078641025798910809), (30, 0.41543859868707927, 0.00031493016413670872), (60, 0.73660267360296239, 1.0229607827303447e-06), (90, 0.65518554033923393, 0.0058710247214009362)]	['+-']	gadx	hdeb	gadx	11.0	hdeb	11.0	gadx	hdeb	11	4	1	1	44	0.31492045412587977	0.5973837209302326
12	60	36	(12, 60)	36.0	36.0	24.0	('rcsb', 'tnaa')	False												rcsb	tnaa	11	4	1	1	44	0.31492045412587977	0.5973837209302326
22	65	23	(22, 65)	36.666666666666664	23.0	24.542480178933285	('uhpa', 'tnac')	False												uhpa	tnac	11	4	1	1	44	0.31492045412587977	0.5973837209302326
