Dionesus-rank	Lasso-rank	RandomForest-rank	range	mean-rank	median-rank	sd-rank	regulator-target	tp	index	Edge	Lag	Lag_list	Sign	parent	child	name_x	parent_cluster	name_y	child_cluster	Source	Target	moduleID	window_size	min_lag	max_lag	total_edges	pr	roc
11	31	5	(5, 31)	15.666666666666666	11.0	13.613718571108091	('soxr', 'micf')	False												soxr	micf	0	3	1	2	125	0.12447079580710309	0.47021487603305834
2	65	4	(2, 65)	23.666666666666668	4.0	35.809682117177935	('mara', 'marr')	True	147.0	('mara', 'marr')	0.0	[(0, 0.88915141548128107, 2.7633347244297016e-45), (10, 0.76138079893919497, 1.6400217199827674e-12), (20, 0.60822119442797362, 5.2083918607458338e-07), (30, 0.38663827294346609, 0.00086664552099234408), (60, 0.23758106449735539, 0.183080418573487), (90, 0.52999968336303593, 0.03471298448533932)]	['+']	mara	marr	mara	0.0	marr	27.0	mara	marr	0	3	1	2	125	0.12447079580710309	0.47021487603305834
27	43	8	(8, 43)	26.0	27.0	17.52141546793523	('soxr', 'rimk')	False												soxr	rimk	0	3	1	2	125	0.12447079580710309	0.47021487603305834
8	54	20	(8, 54)	27.333333333333332	20.0	23.86070689089771	('lrp', 'putp')	False												lrp	putp	0	3	1	2	125	0.12447079580710309	0.47021487603305834
24	58	12	(12, 58)	31.333333333333332	24.0	23.860706890897706	('fnr', 'acrb')	False												fnr	acrb	0	3	1	2	125	0.12447079580710309	0.47021487603305834
20	82	6	(6, 82)	36.0	20.0	40.44749683231337	('soxr', 'fldb')	False												soxr	fldb	0	3	1	2	125	0.12447079580710309	0.47021487603305834
4	52	54	(4, 54)	36.666666666666664	52.0	28.307831660749525	('soxr', 'pura')	False												soxr	pura	0	3	1	2	125	0.12447079580710309	0.47021487603305834
46	77	19	(19, 77)	47.333333333333336	46.0	29.022979401386987	('crp', 'soxs')	False												crp	soxs	0	3	1	2	125	0.12447079580710309	0.47021487603305834
12	12	134	(12, 134)	52.666666666666664	12.0	70.43673284113434	('puta', 'poxb')	False												puta	poxb	0	3	1	2	125	0.12447079580710309	0.47021487603305834
7	131	21	(7, 131)	53.0	21.0	67.91170738539859	('marr', 'fumc')	False												marr	fumc	0	3	1	2	125	0.12447079580710309	0.47021487603305834
23	107	30	(23, 107)	53.333333333333336	30.0	46.60829682935575	('oxyr', 'tolc')	False												oxyr	tolc	0	3	1	2	125	0.12447079580710309	0.47021487603305834
52	72	41	(41, 72)	55.0	52.0	15.716233645501712	('fis', 'ptsg')	True	1588.0	('fis', 'ptsg')		[(0, 0.34095141264255396, 7.2019626338537638e-05), (10, 0.17803153343366976, 0.17353983457042202), (20, 0.088642241438282879, 0.51201701312172676), (30, 0.19522386053813173, 0.10277910023868275), (60, 0.49359729914142109, 0.0035105761847526022), (90, 0.39564918832702195, 0.12928862857368453)]	['+-']	fis	ptsg	fis	45.0	ptsg	0.0	fis	ptsg	0	3	1	2	125	0.12447079580710309	0.47021487603305834
47	8	133	(8, 133)	62.666666666666664	47.0	63.9557138442949	('oxyr', 'yhid')	False												oxyr	yhid	0	3	1	2	125	0.12447079580710309	0.47021487603305834
21	143	29	(21, 143)	64.33333333333333	29.0	68.24465791058911	('marr', 'marb')	False												marr	marb	0	3	1	2	125	0.12447079580710309	0.47021487603305834
116	21	69	(21, 116)	68.66666666666667	69.0	47.50087718488295	('oxyr', 'micf')	False												oxyr	micf	0	3	1	2	125	0.12447079580710309	0.47021487603305834
95	41	77	(41, 95)	71.0	77.0	27.49545416973504	('rob', 'nfo')	True	2685.0	('rob', 'nfo')		[(0, 0.10668661084869006, 0.22700206109195417), (10, 0.1857898295728605, 0.15524229624038346), (20, 0.082419887039780884, 0.54218706071071243), (30, 0.17886352425716867, 0.13558295060207579), (60, 0.64507162727830292, 5.0615740934098339e-05), (90, 0.82895655798438683, 7.2126709070380638e-05)]	['+']	rob	nfo	rob	0.0	nfo	0.0	rob	nfo	0	3	1	2	125	0.12447079580710309	0.47021487603305834
28	2	184	(2, 184)	71.33333333333333	28.0	98.43441132720474	('cpxr', 'fpr')	False												cpxr	fpr	0	3	1	2	125	0.12447079580710309	0.47021487603305834
114	13	90	(13, 114)	72.33333333333333	90.0	52.76678248039512	('oxyr', 'hdeb')	False												oxyr	hdeb	0	3	1	2	125	0.12447079580710309	0.47021487603305834
43	179	1	(1, 179)	74.33333333333333	43.0	93.04479208066044	('fnr', 'oxyr')	False												fnr	oxyr	0	3	1	2	125	0.12447079580710309	0.47021487603305834
139	1	85	(1, 139)	75.0	85.0	69.54135460285484	('cpxr', 'poxb')	False												cpxr	poxb	0	3	1	2	125	0.12447079580710309	0.47021487603305834
29	174	25	(25, 174)	76.0	29.0	84.8940516172953	('crp', 'hdea')	False												crp	hdea	0	3	1	2	125	0.12447079580710309	0.47021487603305834
77	20	143	(20, 143)	80.0	77.0	61.554853586049575	('cpxr', 'ompr')	False												cpxr	ompr	0	3	1	2	125	0.12447079580710309	0.47021487603305834
49	44	148	(44, 148)	80.33333333333333	49.0	58.65435476870692	('soxr', 'ompn')	False												soxr	ompn	0	3	1	2	125	0.12447079580710309	0.47021487603305834
