Dionesus-rank	RandomForest-rank	Lasso-rank	range	mean-rank	median-rank	sd-rank	regulator-target	tp	index	Edge	Lag	Lag_list	Sign	parent	child	name_x	parent_cluster	name_y	child_cluster	Source	Target	moduleID	window_size	min_lag	max_lag	total_edges	pr	roc
7	8	1	(1, 8)	5.333333333333333	7.0	3.7859388972001824	('soxs', 'rob')	True	196.0	('soxs', 'rob')		[(0, 0.25629065986808319, 0.0032477106264373282), (10, 0.25871586515626821, 0.04593691137672265), (20, 0.096600907559573332, 0.47470949587245981), (30, 0.028277010162660335, 0.81491986056854859), (60, -0.34655961813400993, 0.048179508093957053), (90, -0.36284852804748513, 0.16719255979714065)]	['-']	soxs	rob	soxs	0.0	rob	0.0	soxs	rob	0	5	0	0	68	0.40566128414710356	0.5090964220739843
0	0	19	(0, 19)	6.333333333333333	0.0	10.96965511460289	('soxr', 'ompn')	False												soxr	ompn	0	5	0	0	68	0.40566128414710356	0.5090964220739843
34	1	7	(1, 34)	14.0	7.0	17.578395831246947	('soxr', 'mara')	False												soxr	mara	0	5	0	0	68	0.40566128414710356	0.5090964220739843
18	9	17	(9, 18)	14.666666666666666	17.0	4.932882862316248	('rob', 'soxs')	False												rob	soxs	0	5	0	0	68	0.40566128414710356	0.5090964220739843
32	3	13	(3, 32)	16.0	13.0	14.730919862656235	('soxr', 'fldb')	False												soxr	fldb	0	5	0	0	68	0.40566128414710356	0.5090964220739843
4	28	33	(4, 33)	21.666666666666668	28.0	15.50268793897798	('rob', 'soda')	True	2688.0	('rob', 'soda')		[(0, 0.29866650889403179, 0.00055735656942519055), (10, 0.21495441394966452, 0.09907661094979052), (20, 0.1804962964145401, 0.17908040018953633), (30, 0.0075174671734816421, 0.95038777864500901), (60, -0.51438534256577351, 0.0021951416032119269), (90, -0.16382579792255991, 0.54433842431205837)]	['+']	rob	soda	rob	0.0	soda	0.0	rob	soda	0	5	0	0	68	0.40566128414710356	0.5090964220739843
9	18	44	(9, 44)	23.666666666666668	18.0	18.175074506954115	('soxr', 'flda')	False												soxr	flda	0	5	0	0	68	0.40566128414710356	0.5090964220739843
21	7	46	(7, 46)	24.666666666666668	21.0	19.75685535031659	('soxr', 'micf')	False												soxr	micf	0	5	0	0	68	0.40566128414710356	0.5090964220739843
13	11	50	(11, 50)	24.666666666666668	13.0	21.962088546705512	('mara', 'ybjc')	True	2088.0	('mara', 'ybjc')	0.0	[(0, 0.40092777524210554, 2.278828956414048e-06), (10, 0.127260751208814, 0.33256103138413262), (20, 0.14568501948583415, 0.27955852396940128), (30, 0.2892451433147239, 0.014424952663450114), (60, 0.065799937149865553, 0.71599855243047761), (90, 0.84448964334832177, 3.8690835517978714e-05)]	['+']	mara	ybjc	mara	0.0	ybjc	0.0	mara	ybjc	0	5	0	0	68	0.40566128414710356	0.5090964220739843
43	4	28	(4, 43)	25.0	28.0	19.672315572906	('mara', 'soxr')	False												mara	soxr	0	5	0	0	68	0.40566128414710356	0.5090964220739843
6	22	47	(6, 47)	25.0	22.0	20.663978319771825	('rob', 'inaa')	True	2682.0	('rob', 'inaa')	0.0	[(0, 0.38407926632734457, 6.4477706660049082e-06), (10, 0.24658849806871802, 0.057521135280135971), (20, 0.15405225416296928, 0.25256253325401568), (30, 0.18375167004662615, 0.12504691157679301), (60, -0.051171325067673044, 0.77732430113501272), (90, -0.26471647727567876, 0.32178430266931879)]	['+']	rob	inaa	rob	0.0	inaa	0.0	rob	inaa	0	5	0	0	68	0.40566128414710356	0.5090964220739843
50	16	11	(11, 50)	25.666666666666668	16.0	21.22105872319601	('soxr', 'rimk')	False												soxr	rimk	0	5	0	0	68	0.40566128414710356	0.5090964220739843
25	27	25	(25, 27)	25.666666666666668	25.0	1.1547005383792517	('soxr', 'nfo')	False												soxr	nfo	0	5	0	0	68	0.40566128414710356	0.5090964220739843
10	20	48	(10, 48)	26.0	20.0	19.697715603592208	('mara', 'nfsa')	True	2078.0	('mara', 'nfsa')	0.0	[(0, 0.47465797661982273, 1.1609808919058504e-08), (10, 0.24138329187257362, 0.063169992982148052), (20, 0.23945160494924408, 0.072818542765899011), (30, 0.35710469794862948, 0.0022349893544978561), (60, 0.058331653055962406, 0.74711633936855359), (90, 0.80617911244304585, 0.00016223820817609264)]	['+']	mara	nfsa	mara	0.0	nfsa	0.0	mara	nfsa	0	5	0	0	68	0.40566128414710356	0.5090964220739843
3	49	27	(3, 49)	26.333333333333332	27.0	23.00724523564986	('rob', 'pgi')	False												rob	pgi	0	5	0	0	68	0.40566128414710356	0.5090964220739843
12	2	65	(2, 65)	26.333333333333332	12.0	33.85754470326124	('soxr', 'ygic')	False												soxr	ygic	0	5	0	0	68	0.40566128414710356	0.5090964220739843
45	21	15	(15, 45)	27.0	21.0	15.874507866387544	('soxs', 'acna')	True	2717.0	('soxs', 'acna')		[(0, 0.36100355238304244, 2.4483053911892578e-05), (10, -0.051332200679384654, 0.69689876696286601), (20, -0.12258349730958788, 0.36365963952873892), (30, 0.2486163164341488, 0.036560198156789132), (60, 0.13919230585780173, 0.43979479826277434), (90, -0.017206717141056649, 0.94956915222549876)]	['+']	soxs	acna	soxs	0.0	acna	0.0	soxs	acna	0	5	0	0	68	0.40566128414710356	0.5090964220739843
14	24	43	(14, 43)	27.0	24.0	14.730919862656235	('rob', 'fpr')	False												rob	fpr	0	5	0	0	68	0.40566128414710356	0.5090964220739843
22	45	22	(22, 45)	29.666666666666668	22.0	13.279056191361391	('rob', 'zwf')	True	2694.0	('rob', 'zwf')	0.0	[(0, 0.4572823168823027, 4.5185054499940188e-08), (10, 0.29134221775369762, 0.023914909101933515), (20, 0.28549734117540393, 0.03133996561766253), (30, 0.17730627961709461, 0.13907652725598724), (60, 0.20129284684904125, 0.26131084219894513), (90, 0.0045500048341145134, 0.98665713008869471)]	['+']	rob	zwf	rob	0.0	zwf	0.0	rob	zwf	0	5	0	0	68	0.40566128414710356	0.5090964220739843
