Dionesus-rank	RandomForest-rank	Lasso-rank	range	mean-rank	median-rank	sd-rank	regulator-target	tp	index	Edge	Lag	Lag_list	Sign	parent	child	name_x	parent_cluster	name_y	child_cluster	Source	Target	moduleID	window_size	min_lag	max_lag	total_edges	pr	roc
9	3	7	(3, 9)	6.333333333333333	7.0	3.0550504633038935	('gadx', 'yedx')	False												gadx	yedx	iscr	5	0	0	86	0.2609976453976411	0.579097207930301
10	12	2	(2, 12)	8.0	10.0	5.291502622129181	('cusr', 'nrdh')	False												cusr	nrdh	iscr	5	0	0	86	0.2609976453976411	0.579097207930301
4	2	24	(2, 24)	10.0	4.0	12.165525060596439	('iscr', 'iscu')	True	1892.0	('iscr', 'iscu')	0.0	[(0, 0.85229113224400299, 7.7814707472163877e-38), (10, 0.42500357461100235, 0.00071222481840350525), (20, 0.096552352717397219, 0.47493261311125645), (30, 0.16875155325279348, 0.15948719197647435), (60, 0.42389475866515192, 0.013957198244215128), (90, 0.3113847960418788, 0.24040376681891348)]	['-']	iscr	iscu	iscr	3.0	iscu	3.0	iscr	iscu	iscr	5	0	0	86	0.2609976453976411	0.579097207930301
25	17	6	(6, 25)	16.0	17.0	9.539392014169456	('gntr', 'hyad')	False												gntr	hyad	iscr	5	0	0	86	0.2609976453976411	0.579097207930301
29	10	14	(10, 29)	17.666666666666668	14.0	10.016652800877813	('torr', 'cusa')	False												torr	cusa	iscr	5	0	0	86	0.2609976453976411	0.579097207930301
5	14	46	(5, 46)	21.666666666666668	14.0	21.548395145191982	('cusr', 'hns')	False												cusr	hns	iscr	5	0	0	86	0.2609976453976411	0.579097207930301
33	19	15	(15, 33)	22.333333333333332	19.0	9.451631252505216	('torr', 'edd')	False												torr	edd	iscr	5	0	0	86	0.2609976453976411	0.579097207930301
8	6	65	(6, 65)	26.333333333333332	8.0	33.50124375800596	('torr', 'tora')	True	2767.0	('torr', 'tora')	10.0	[(0, 0.44806593571601944, 9.01483380560248e-08), (10, 0.73147962471571326, 3.1806231993285692e-11), (20, 0.54292609746458687, 1.2808175121592434e-05), (30, 0.25637402851934005, 0.030919163191101766), (60, 0.10491422804299678, 0.56120330161571463), (90, 0.186072511036245, 0.49020766798257986)]	['+']	torr	tora	torr	11.0	tora	11.0	torr	tora	iscr	5	0	0	86	0.2609976453976411	0.579097207930301
30	29	21	(21, 30)	26.666666666666668	29.0	4.932882862316248	('gadx', 'asnb')	True	1783.0	('gadx', 'asnb')	30.0	[(0, 0.28875572451400222, 0.00086289349066764724), (10, 0.28597250166704563, 0.02675881029365058), (20, 0.4722700606081961, 0.00020802972165770764), (30, 0.56417433010248541, 2.9950261514963717e-07), (60, 0.10295841779686543, 0.56856615957694401), (90, 0.14643772598307148, 0.58839179839188072)]	['+']	gadx	asnb	gadx	11.0	asnb	11.0	gadx	asnb	iscr	5	0	0	86	0.2609976453976411	0.579097207930301
21	8	55	(8, 55)	28.0	21.0	24.269322199023193	('gadx', 'hdeb')	True	1793.0	('gadx', 'hdeb')	0.0	[(0, 0.50018617005931254, 1.367334235720141e-09), (10, 0.37514246073595642, 0.0031429681864054153), (20, 0.34864412241791048, 0.0078641025798910809), (30, 0.41543859868707927, 0.00031493016413670872), (60, 0.73660267360296239, 1.0229607827303447e-06), (90, 0.65518554033923393, 0.0058710247214009362)]	['+-']	gadx	hdeb	gadx	11.0	hdeb	11.0	gadx	hdeb	iscr	5	0	0	86	0.2609976453976411	0.579097207930301
