Dionesus-rank	Lasso-rank	RandomForest-rank	range	mean-rank	median-rank	sd-rank	regulator-target	tp	index	Edge	Lag	Lag_list	Sign	parent	child	name_x	parent_cluster	name_y	child_cluster	Source	Target	moduleID	window_size	min_lag	max_lag	total_edges	pr	roc
11	28	2	(2, 28)	13.666666666666666	11.0	13.203534880225572	('soxr', 'micf')	False												soxr	micf	0	3	1	2	125	0.11797987543246889	0.42961038961038867
27	34	8	(8, 34)	23.0	27.0	13.45362404707371	('soxr', 'rimk')	False												soxr	rimk	0	3	1	2	125	0.11797987543246889	0.42961038961038867
2	68	5	(2, 68)	25.0	5.0	37.26929030716845	('mara', 'marr')	True	147.0	('mara', 'marr')	0.0	[(0, 0.88915141548128107, 2.7633347244297016e-45), (10, 0.76138079893919497, 1.6400217199827674e-12), (20, 0.60822119442797362, 5.2083918607458338e-07), (30, 0.38663827294346609, 0.00086664552099234408), (60, 0.23758106449735539, 0.183080418573487), (90, 0.52999968336303593, 0.03471298448533932)]	['+']	mara	marr	mara	0.0	marr	27.0	mara	marr	0	3	1	2	125	0.11797987543246889	0.42961038961038867
8	48	28	(8, 48)	28.0	28.0	20.0	('lrp', 'putp')	False												lrp	putp	0	3	1	2	125	0.11797987543246889	0.42961038961038867
20	71	6	(6, 71)	32.333333333333336	20.0	34.210134950527944	('soxr', 'fldb')	False												soxr	fldb	0	3	1	2	125	0.11797987543246889	0.42961038961038867
4	47	65	(4, 65)	38.666666666666664	47.0	31.342197327777345	('soxr', 'pura')	False												soxr	pura	0	3	1	2	125	0.11797987543246889	0.42961038961038867
28	0	108	(0, 108)	45.333333333333336	28.0	56.04759881862321	('cpxr', 'fpr')	False												cpxr	fpr	0	3	1	2	125	0.11797987543246889	0.42961038961038867
46	64	27	(27, 64)	45.666666666666664	46.0	18.502252115170556	('crp', 'soxs')	False												crp	soxs	0	3	1	2	125	0.11797987543246889	0.42961038961038867
54	2	92	(2, 92)	49.333333333333336	54.0	45.1811169996198	('puta', 'basr')	False												puta	basr	0	3	1	2	125	0.11797987543246889	0.42961038961038867
52	78	43	(43, 78)	57.666666666666664	52.0	18.175074506954115	('fis', 'ptsg')	True	1588.0	('fis', 'ptsg')		[(0, 0.34095141264255396, 7.2019626338537638e-05), (10, 0.17803153343366976, 0.17353983457042202), (20, 0.088642241438282879, 0.51201701312172676), (30, 0.19522386053813173, 0.10277910023868275), (60, 0.49359729914142109, 0.0035105761847526022), (90, 0.39564918832702195, 0.12928862857368453)]	['+-']	fis	ptsg	fis	45.0	ptsg	0.0	fis	ptsg	0	3	1	2	125	0.11797987543246889	0.42961038961038867
95	20	66	(20, 95)	60.333333333333336	66.0	37.81974792794544	('rob', 'nfo')	True	2685.0	('rob', 'nfo')		[(0, 0.10668661084869006, 0.22700206109195417), (10, 0.1857898295728605, 0.15524229624038346), (20, 0.082419887039780884, 0.54218706071071243), (30, 0.17886352425716867, 0.13558295060207579), (60, 0.64507162727830292, 5.0615740934098339e-05), (90, 0.82895655798438683, 7.2126709070380638e-05)]	['+']	rob	nfo	rob	0.0	nfo	0.0	rob	nfo	0	3	1	2	125	0.11797987543246889	0.42961038961038867
47	12	127	(12, 127)	62.0	47.0	58.94913061275798	('oxyr', 'yhid')	False												oxyr	yhid	0	3	1	2	125	0.11797987543246889	0.42961038961038867
12	16	167	(12, 167)	65.0	16.0	88.35722947218298	('puta', 'poxb')	False												puta	poxb	0	3	1	2	125	0.11797987543246889	0.42961038961038867
10	171	18	(10, 171)	66.33333333333333	18.0	90.73220670375726	('fnr', 'pqib')	False												fnr	pqib	0	3	1	2	125	0.11797987543246889	0.42961038961038867
116	17	71	(17, 116)	68.0	71.0	49.56813492557492	('oxyr', 'micf')	False												oxyr	micf	0	3	1	2	125	0.11797987543246889	0.42961038961038867
139	1	67	(1, 139)	69.0	67.0	69.02173570694958	('cpxr', 'poxb')	False												cpxr	poxb	0	3	1	2	125	0.11797987543246889	0.42961038961038867
48	42	118	(42, 118)	69.33333333333333	48.0	42.2532050066422	('soxr', 'ompn')	False												soxr	ompn	0	3	1	2	125	0.11797987543246889	0.42961038961038867
72	130	9	(9, 130)	70.33333333333333	72.0	60.51721518157733	('fnr', 'fur')	False												fnr	fur	0	3	1	2	125	0.11797987543246889	0.42961038961038867
24	202	7	(7, 202)	77.66666666666667	24.0	108.0108019289429	('fnr', 'acrb')	False												fnr	acrb	0	3	1	2	125	0.11797987543246889	0.42961038961038867
128	37	91	(37, 128)	85.33333333333333	91.0	45.76388678131845	('ompr', 'basr')	False												ompr	basr	0	3	1	2	125	0.11797987543246889	0.42961038961038867
138	86	39	(39, 138)	87.66666666666667	86.0	49.52103929981006	('soxs', 'nfo')	True	2727.0	('soxs', 'nfo')	10.0	[(0, 0.21361958912521345, 0.014672928731019707), (10, 0.56194332176628403, 2.9841893167044137e-06), (20, 0.33151863448588775, 0.011764074881299944), (30, 0.20168751488951775, 0.091667774818691386), (60, 0.2001668313862846, 0.2640440816612743), (90, 0.23630404559284401, 0.37825454885257415)]	['+']	soxs	nfo	soxs	0.0	nfo	0.0	soxs	nfo	0	3	1	2	125	0.11797987543246889	0.42961038961038867
3	277	0	(0, 277)	93.33333333333333	3.0	159.0670718072516	('soxr', 'yhid')	False												soxr	yhid	0	3	1	2	125	0.11797987543246889	0.42961038961038867
114	18	156	(18, 156)	96.0	114.0	70.73895673530957	('oxyr', 'hdeb')	False												oxyr	hdeb	0	3	1	2	125	0.11797987543246889	0.42961038961038867
50	7	236	(7, 236)	97.66666666666667	50.0	121.71414598695311	('oxyr', 'ompn')	False												oxyr	ompn	0	3	1	2	125	0.11797987543246889	0.42961038961038867
1	282	12	(1, 282)	98.33333333333333	12.0	159.15506065888493	('mara', 'marb')	True	2075.0	('mara', 'marb')	0.0	[(0, 0.86477047646594785, 4.1501933982323099e-40), (10, 0.70778822495707339, 2.5546323527581449e-10), (20, 0.61770211098704753, 3.0772839220842808e-07), (30, 0.34011007476223892, 0.0037079103511266317), (60, 0.29158748906665033, 0.09966973549899931), (90, 0.34868654823353346, 0.18563289238845432)]	['+']	mara	marb	mara	0.0	marb	27.0	mara	marb	0	3	1	2	125	0.11797987543246889	0.42961038961038867
71	179	55	(55, 179)	101.66666666666667	71.0	67.44874597302261	('cpxr', 'soda')	False												cpxr	soda	0	3	1	2	125	0.11797987543246889	0.42961038961038867
