Dionesus-rank	Lasso-rank	RandomForest-rank	range	mean-rank	median-rank	sd-rank	regulator-target	tp	index	Edge	Lag	Lag_list	Sign	parent	child	name_x	parent_cluster	name_y	child_cluster	Source	Target	moduleID	window_size	min_lag	max_lag	total_edges	pr	roc
10	36	15	(10, 36)	20.333333333333332	15.0	13.796134724383252	('fnr', 'pqib')	False												fnr	pqib	0	4	0	1	125	0.12351730610478867	0.462961038961039
3	53	7	(3, 53)	21.0	7.0	27.784887978899608	('marr', 'marb')	False												marr	marb	0	4	0	1	125	0.12351730610478867	0.462961038961039
9	17	47	(9, 47)	24.333333333333332	17.0	20.033305601755625	('cpxr', 'fpr')	False												cpxr	fpr	0	4	0	1	125	0.12351730610478867	0.462961038961039
19	35	35	(19, 35)	29.666666666666668	35.0	9.237604307034013	('oxyr', 'tolc')	False												oxyr	tolc	0	4	0	1	125	0.12351730610478867	0.462961038961039
18	12	63	(12, 63)	31.0	18.0	27.874719729532707	('soxr', 'pura')	False												soxr	pura	0	4	0	1	125	0.12351730610478867	0.462961038961039
1	97	2	(1, 97)	33.333333333333336	2.0	55.139217743211894	('mara', 'marb')	True	2075.0	('mara', 'marb')	0.0	[(0, 0.86477047646594785, 4.1501933982323099e-40), (10, 0.70778822495707339, 2.5546323527581449e-10), (20, 0.61770211098704753, 3.0772839220842808e-07), (30, 0.34011007476223892, 0.0037079103511266317), (60, 0.29158748906665033, 0.09966973549899931), (90, 0.34868654823353346, 0.18563289238845432)]	['+']	mara	marb	mara	0.0	marb	27.0	mara	marb	0	4	0	1	125	0.12351730610478867	0.462961038961039
34	48	20	(20, 48)	34.0	34.0	14.0	('soxr', 'micf')	False												soxr	micf	0	4	0	1	125	0.12351730610478867	0.462961038961039
7	94	5	(5, 94)	35.333333333333336	7.0	50.816663933530045	('fnr', 'acra')	False												fnr	acra	0	4	0	1	125	0.12351730610478867	0.462961038961039
40	18	50	(18, 50)	36.0	40.0	16.3707055437449	('arca', 'hdeb')	False												arca	hdeb	0	4	0	1	125	0.12351730610478867	0.462961038961039
53	5	52	(5, 53)	36.666666666666664	52.0	27.42869543622761	('cpxr', 'zwf')	False												cpxr	zwf	0	4	0	1	125	0.12351730610478867	0.462961038961039
36	41	41	(36, 41)	39.333333333333336	41.0	2.8867513459481287	('cpxr', 'soda')	False												cpxr	soda	0	4	0	1	125	0.12351730610478867	0.462961038961039
0	122	0	(0, 122)	40.666666666666664	0.0	70.43673284113434	('marr', 'mara')	True	150.0	('marr', 'mara')	0.0	[(0, 0.88915141548128107, 2.7633347244297016e-45), (10, 0.78326658147445338, 1.4031915551634297e-13), (20, 0.64319945645953669, 6.8297680169379932e-08), (30, 0.35229812035225566, 0.002586257488982481), (60, 0.31812452333110974, 0.071196836278966946), (90, 0.69567098732078758, 0.0027665919057284411)]	['-']	marr	mara	marr	27.0	mara	0.0	marr	mara	0	4	0	1	125	0.12351730610478867	0.462961038961039
8	92	23	(8, 92)	41.0	23.0	44.799553569204235	('soxr', 'slp')	False												soxr	slp	0	4	0	1	125	0.12351730610478867	0.462961038961039
20	81	29	(20, 81)	43.333333333333336	29.0	32.929217016706204	('fnr', 'zwf')	True	1417.0	('fnr', 'zwf')	30.0	[(0, 0.67314904442011703, 1.7379317034981481e-18), (10, 0.49222135178470594, 6.4803676418890595e-05), (20, 0.54332688322493428, 1.2584149319407847e-05), (30, 0.82522132213561228, 8.7657274967652026e-19), (60, 0.39977530767700287, 0.021164089023626875), (90, 0.44881641604672234, 0.081192293165769855)]	['-']	fnr	zwf	fnr	6.0	zwf	0.0	fnr	zwf	0	4	0	1	125	0.12351730610478867	0.462961038961039
26	80	31	(26, 80)	45.666666666666664	31.0	29.838453936712828	('lrp', 'putp')	False												lrp	putp	0	4	0	1	125	0.12351730610478867	0.462961038961039
6	125	6	(6, 125)	45.666666666666664	6.0	68.70468203356548	('crp', 'fumc')	True	616.0	('crp', 'fumc')	0.0	[(0, 0.61196528873498057, 1.032350444757777e-14), (10, 0.52313848166715116, 1.7991249420766353e-05), (20, 0.4040806221357528, 0.0018254221847582028), (30, 0.3567041958055861, 0.0022625334007278204), (60, 0.20143427035349776, 0.26096887645334432), (90, -0.29243852772570061, 0.27171720139573363)]	['+']	crp	fumc	crp	1.0	fumc	0.0	crp	fumc	0	4	0	1	125	0.12351730610478867	0.462961038961039
27	84	26	(26, 84)	45.666666666666664	27.0	33.201405592735576	('fnr', 'pgi')	False												fnr	pgi	0	4	0	1	125	0.12351730610478867	0.462961038961039
2	136	1	(1, 136)	46.333333333333336	2.0	77.65522090196727	('mara', 'marr')	True	147.0	('mara', 'marr')	0.0	[(0, 0.88915141548128107, 2.7633347244297016e-45), (10, 0.76138079893919497, 1.6400217199827674e-12), (20, 0.60822119442797362, 5.2083918607458338e-07), (30, 0.38663827294346609, 0.00086664552099234408), (60, 0.23758106449735539, 0.183080418573487), (90, 0.52999968336303593, 0.03471298448533932)]	['+']	mara	marr	mara	0.0	marr	27.0	mara	marr	0	4	0	1	125	0.12351730610478867	0.462961038961039
4	89	60	(4, 89)	51.0	60.0	43.2087954009366	('fur', 'flda')	False												fur	flda	0	4	0	1	125	0.12351730610478867	0.462961038961039
5	145	3	(3, 145)	51.0	5.0	81.41252974819048	('soxr', 'yhid')	False												soxr	yhid	0	4	0	1	125	0.12351730610478867	0.462961038961039
15	104	43	(15, 104)	54.0	43.0	45.50824101193101	('crp', 'poxb')	False												crp	poxb	0	4	0	1	125	0.12351730610478867	0.462961038961039
91	51	24	(24, 91)	55.333333333333336	51.0	33.70954365359065	('soxr', 'rimk')	False												soxr	rimk	0	4	0	1	125	0.12351730610478867	0.462961038961039
55	68	48	(48, 68)	57.0	55.0	10.14889156509222	('marr', 'nfsa')	False												marr	nfsa	0	4	0	1	125	0.12351730610478867	0.462961038961039
61	90	36	(36, 90)	62.333333333333336	61.0	27.02468007827906	('fnr', 'fpr')	False												fnr	fpr	0	4	0	1	125	0.12351730610478867	0.462961038961039
48	131	10	(10, 131)	63.0	48.0	61.87891401761993	('soxr', 'fldb')	False												soxr	fldb	0	4	0	1	125	0.12351730610478867	0.462961038961039
173	22	13	(13, 173)	69.33333333333333	22.0	89.89067434018577	('cpxr', 'poxb')	False												cpxr	poxb	0	4	0	1	125	0.12351730610478867	0.462961038961039
41	50	118	(41, 118)	69.66666666666667	50.0	42.099089459670424	('cpxr', 'pgi')	False												cpxr	pgi	0	4	0	1	125	0.12351730610478867	0.462961038961039
23	103	103	(23, 103)	76.33333333333333	103.0	46.18802153517006	('soxr', 'ompn')	False												soxr	ompn	0	4	0	1	125	0.12351730610478867	0.462961038961039
38	148	46	(38, 148)	77.33333333333333	46.0	61.329710037903595	('crp', 'hdea')	False												crp	hdea	0	4	0	1	125	0.12351730610478867	0.462961038961039
81	34	120	(34, 120)	78.33333333333333	81.0	43.06197084822446	('fur', 'oxyr')	False												fur	oxyr	0	4	0	1	125	0.12351730610478867	0.462961038961039
56	141	40	(40, 141)	79.0	56.0	54.286278192559855	('cpxr', 'rob')	False												cpxr	rob	0	4	0	1	125	0.12351730610478867	0.462961038961039
102	72	64	(64, 102)	79.33333333333333	72.0	20.033305601755625	('fur', 'hdeb')	False												fur	hdeb	0	4	0	1	125	0.12351730610478867	0.462961038961039
134	96	21	(21, 134)	83.66666666666667	96.0	57.50072463311513	('crp', 'fpr')	False												crp	fpr	0	4	0	1	125	0.12351730610478867	0.462961038961039
42	174	37	(37, 174)	84.33333333333333	42.0	77.69384359994898	('crp', 'puta')	False												crp	puta	0	4	0	1	125	0.12351730610478867	0.462961038961039
65	154	53	(53, 154)	90.66666666666667	65.0	55.175477644813675	('fnr', 'ynce')	False												fnr	ynce	0	4	0	1	125	0.12351730610478867	0.462961038961039
21	226	30	(21, 226)	92.33333333333333	30.0	115.84616235911027	('crp', 'soxs')	False												crp	soxs	0	4	0	1	125	0.12351730610478867	0.462961038961039
