Dionesus-rank	Lasso-rank	RandomForest-rank	range	mean-rank	median-rank	sd-rank	regulator-target	tp	index	Edge	Lag	Lag_list	Sign	parent	child	name_x	parent_cluster	name_y	child_cluster	Source	Target	moduleID	window_size	min_lag	max_lag	total_edges	pr	roc
0	25	0	(0, 25)	8.333333333333334	0.0	14.433756729740645	('marr', 'mara')	True	150.0	('marr', 'mara')	0.0	[(0, 0.88915141548128107, 2.7633347244297016e-45), (10, 0.78326658147445338, 1.4031915551634297e-13), (20, 0.64319945645953669, 6.8297680169379932e-08), (30, 0.35229812035225566, 0.002586257488982481), (60, 0.31812452333110974, 0.071196836278966946), (90, 0.69567098732078758, 0.0027665919057284411)]	['-']	marr	mara	marr	27.0	mara	0.0	marr	mara	0	5	0	0	125	0.13464707309681306	0.4931003541912636
1	26	1	(1, 26)	9.333333333333334	1.0	14.433756729740645	('mara', 'marr')	True	147.0	('mara', 'marr')	0.0	[(0, 0.88915141548128107, 2.7633347244297016e-45), (10, 0.76138079893919497, 1.6400217199827674e-12), (20, 0.60822119442797362, 5.2083918607458338e-07), (30, 0.38663827294346609, 0.00086664552099234408), (60, 0.23758106449735539, 0.183080418573487), (90, 0.52999968336303593, 0.03471298448533932)]	['+']	mara	marr	mara	0.0	marr	27.0	mara	marr	0	5	0	0	125	0.13464707309681306	0.4931003541912636
5	27	3	(3, 27)	11.666666666666666	5.0	13.316656236958787	('soxr', 'yhid')	False												soxr	yhid	0	5	0	0	125	0.13464707309681306	0.4931003541912636
26	11	11	(11, 26)	16.0	11.0	8.660254037844387	('crp', 'poxb')	False												crp	poxb	0	5	0	0	125	0.13464707309681306	0.4931003541912636
3	45	2	(2, 45)	16.666666666666668	3.0	24.54248017893329	('fur', 'flda')	False												fur	flda	0	5	0	0	125	0.13464707309681306	0.4931003541912636
30	1	20	(1, 30)	17.0	20.0	14.730919862656235	('soxr', 'micf')	False												soxr	micf	0	5	0	0	125	0.13464707309681306	0.4931003541912636
13	12	37	(12, 37)	20.666666666666668	13.0	14.153915830374762	('crp', 'soxs')	False												crp	soxs	0	5	0	0	125	0.13464707309681306	0.4931003541912636
6	22	35	(6, 35)	21.0	22.0	14.52583904633395	('soxr', 'ompn')	False												soxr	ompn	0	5	0	0	125	0.13464707309681306	0.4931003541912636
4	56	5	(4, 56)	21.666666666666668	5.0	29.737742572921256	('fnr', 'inaa')	False												fnr	inaa	0	5	0	0	125	0.13464707309681306	0.4931003541912636
23	5	38	(5, 38)	22.0	23.0	16.522711641858304	('fnr', 'pqib')	False												fnr	pqib	0	5	0	0	125	0.13464707309681306	0.4931003541912636
28	18	28	(18, 28)	24.666666666666668	28.0	5.773502691896258	('oxyr', 'tolc')	False												oxyr	tolc	0	5	0	0	125	0.13464707309681306	0.4931003541912636
48	2	30	(2, 48)	26.666666666666668	30.0	23.18045153428495	('fnr', 'pqia')	False												fnr	pqia	0	5	0	0	125	0.13464707309681306	0.4931003541912636
42	24	24	(24, 42)	30.0	24.0	10.392304845413264	('fnr', 'riba')	False												fnr	riba	0	5	0	0	125	0.13464707309681306	0.4931003541912636
