Dionesus-rank	range	mean-rank	median-rank	sd-rank	regulator-target	tp	index	Edge	Lag	Lag_list	Sign	parent	child	name_x	parent_cluster	name_y	child_cluster	Source	Target	moduleID	window_size	min_lag	max_lag	total_edges	pr	roc
0	(0, 0)	0.0	0.0		('torr', 'cusa')	False												torr	cusa	torr	4	1	1	200	0.17065318868391238	0.5851122807017537
1	(1, 1)	1.0	1.0		('torr', 'tora')	True	2767.0	('torr', 'tora')	10.0	[(0, 0.44806593571601944, 9.01483380560248e-08), (10, 0.73147962471571326, 3.1806231993285692e-11), (20, 0.54292609746458687, 1.2808175121592434e-05), (30, 0.25637402851934005, 0.030919163191101766), (60, 0.10491422804299678, 0.56120330161571463), (90, 0.186072511036245, 0.49020766798257986)]	['+']	torr	tora	torr	11.0	tora	11.0	torr	tora	torr	4	1	1	200	0.17065318868391238	0.5851122807017537
2	(2, 2)	2.0	2.0		('torr', 'tord')	True	2769.0	('torr', 'tord')	10.0	[(0, 0.43898760978717172, 1.7453982524172354e-07), (10, 0.74972795051794994, 5.4711823082271293e-12), (20, 0.58343519988283299, 1.9070218801178872e-06), (30, 0.38950361834089064, 0.00078677837705311759), (60, 0.098460228193191987, 0.58566449415526445), (90, 0.051169465884240567, 0.85072227715999671)]	['+']	torr	tord	torr	11.0	tord	11.0	torr	tord	torr	4	1	1	200	0.17065318868391238	0.5851122807017537
3	(3, 3)	3.0	3.0		('mara', 'cusf')	False												mara	cusf	torr	4	1	1	200	0.17065318868391238	0.5851122807017537
4	(4, 4)	4.0	4.0		('fis', 'glnk')	False												fis	glnk	torr	4	1	1	200	0.17065318868391238	0.5851122807017537
5	(5, 5)	5.0	5.0		('torr', 'amtb')	False												torr	amtb	torr	4	1	1	200	0.17065318868391238	0.5851122807017537
6	(6, 6)	6.0	6.0		('fis', 'tnaa')	False												fis	tnaa	torr	4	1	1	200	0.17065318868391238	0.5851122807017537
7	(7, 7)	7.0	7.0		('rcsb', 'uspe')	False												rcsb	uspe	torr	4	1	1	200	0.17065318868391238	0.5851122807017537
8	(8, 8)	8.0	8.0		('fis', 'tnab')	False												fis	tnab	torr	4	1	1	200	0.17065318868391238	0.5851122807017537
9	(9, 9)	9.0	9.0		('phop', 'cusa')	False												phop	cusa	torr	4	1	1	200	0.17065318868391238	0.5851122807017537
11	(11, 11)	11.0	11.0		('fis', 'rpos')	False												fis	rpos	torr	4	1	1	200	0.17065318868391238	0.5851122807017537
13	(13, 13)	13.0	13.0		('adiy', 'narl')	False												adiy	narl	torr	4	1	1	200	0.17065318868391238	0.5851122807017537
14	(14, 14)	14.0	14.0		('fliz', 'amtb')	False												fliz	amtb	torr	4	1	1	200	0.17065318868391238	0.5851122807017537
15	(15, 15)	15.0	15.0		('torr', 'cusb')	False												torr	cusb	torr	4	1	1	200	0.17065318868391238	0.5851122807017537
16	(16, 16)	16.0	16.0		('fur', 'gade')	False												fur	gade	torr	4	1	1	200	0.17065318868391238	0.5851122807017537
18	(18, 18)	18.0	18.0		('torr', 'torc')	True	2768.0	('torr', 'torc')		[(0, 0.23614577346170704, 0.0068337811216203932), (10, 0.36787796533759248, 0.003830646620945176), (20, 0.37199835603257325, 0.0043810423365078796), (30, 0.13749356464789514, 0.25286528105311912), (60, 0.030261703225015098, 0.8672320963977137), (90, 0.14281953283780757, 0.59773855053157376)]	['+']	torr	torc	torr	11.0	torc	11.0	torr	torc	torr	4	1	1	200	0.17065318868391238	0.5851122807017537
19	(19, 19)	19.0	19.0		('torr', 'phop')	False												torr	phop	torr	4	1	1	200	0.17065318868391238	0.5851122807017537
20	(20, 20)	20.0	20.0		('sdia', 'yedw')	False												sdia	yedw	torr	4	1	1	200	0.17065318868391238	0.5851122807017537
