Dionesus-rank	Lasso-rank	RandomForest-rank	range	mean-rank	median-rank	sd-rank	regulator-target	tp	index	Edge	Lag	Lag_list	Sign	parent	child	name_x	parent_cluster	name_y	child_cluster	Source	Target	moduleID	window_size	min_lag	max_lag	total_edges	pr	roc
3	14	0	(0, 14)	5.666666666666667	3.0	7.3711147958319945	('iscr', 'iscs')	True	1891.0	('iscr', 'iscs')	0.0	[(0, 0.8686719426393793, 7.2535167288466565e-41), (10, 0.37012287470476862, 0.0036051501998580135), (20, 0.04403944614483718, 0.74496749808890206), (30, 0.052751729844920374, 0.66217761019526944), (60, 0.31321145032194758, 0.075922809004694558), (90, 0.17347861495022765, 0.52053152076963283)]	['-']	iscr	iscs	iscr	3.0	iscs	3.0	iscr	iscs	3	4	1	1	113	0.19669274617029162	0.5118081374037808
2	19	4	(2, 19)	8.333333333333334	4.0	9.291573243177568	('iscr', 'iscu')	True	1892.0	('iscr', 'iscu')	0.0	[(0, 0.85229113224400299, 7.7814707472163877e-38), (10, 0.42500357461100235, 0.00071222481840350525), (20, 0.096552352717397219, 0.47493261311125645), (30, 0.16875155325279348, 0.15948719197647435), (60, 0.42389475866515192, 0.013957198244215128), (90, 0.3113847960418788, 0.24040376681891348)]	['-']	iscr	iscu	iscr	3.0	iscu	3.0	iscr	iscu	3	4	1	1	113	0.19669274617029162	0.5118081374037808
0	35	5	(0, 35)	13.333333333333334	5.0	18.929694486000912	('mode', 'dsbg')	False												mode	dsbg	3	4	1	1	113	0.19669274617029162	0.5118081374037808
12	9	28	(9, 28)	16.333333333333332	12.0	10.214368964029708	('iscr', 'oxys')	False												iscr	oxys	3	4	1	1	113	0.19669274617029162	0.5118081374037808
13	34	3	(3, 34)	16.666666666666668	13.0	15.821925715074423	('iscr', 'isca')	True	1890.0	('iscr', 'isca')	0.0	[(0, 0.80005234757082899, 3.4625971606178707e-30), (10, 0.29654465143347869, 0.021407379558145399), (20, -0.077701657688187237, 0.56562429453991658), (30, 0.17526744403079966, 0.14375246259219818), (60, 0.37082150534116998, 0.033630630693100169), (90, 0.21864248715167386, 0.41590804466423204)]	['-']	iscr	isca	iscr	3.0	isca	3.0	iscr	isca	3	4	1	1	113	0.19669274617029162	0.5118081374037808
24	10	21	(10, 24)	18.333333333333332	21.0	7.371114795831994	('fur', 'hyaa')	False												fur	hyaa	3	4	1	1	113	0.19669274617029162	0.5118081374037808
16	7	32	(7, 32)	18.333333333333332	16.0	12.662279942148386	('mntr', 'rimk')	False												mntr	rimk	3	4	1	1	113	0.19669274617029162	0.5118081374037808
32	6	19	(6, 32)	19.0	19.0	13.0	('crp', 'napf')	False												crp	napf	3	4	1	1	113	0.19669274617029162	0.5118081374037808
1	52	14	(1, 52)	22.333333333333332	14.0	26.501572280401277	('mode', 'flu')	False												mode	flu	3	4	1	1	113	0.19669274617029162	0.5118081374037808
18	17	36	(17, 36)	23.666666666666668	18.0	10.692676621563628	('crp', 'napd')	False												crp	napd	3	4	1	1	113	0.19669274617029162	0.5118081374037808
