Dionesus-rank	Lasso-rank	RandomForest-rank	range	mean-rank	median-rank	sd-rank	regulator-target	tp	index	Edge	Lag	Lag_list	Sign	parent	child	name_x	parent_cluster	name_y	child_cluster	Source	Target	moduleID	window_size	min_lag	max_lag	total_edges	pr	roc
8	31	0	(0, 31)	13.0	8.0	16.09347693943108	('uhpa', 'gadb')	False												uhpa	gadb	11	5	0	0	44	0.2371149972393556	0.5151955602536997
23	4	15	(4, 23)	14.0	15.0	9.539392014169456	('torr', 'ybas')	False												torr	ybas	11	5	0	0	44	0.2371149972393556	0.5151955602536997
7	27	8	(7, 27)	14.0	8.0	11.269427669584644	('torr', 'tord')	True	2769.0	('torr', 'tord')	10.0	[(0, 0.43898760978717172, 1.7453982524172354e-07), (10, 0.74972795051794994, 5.4711823082271293e-12), (20, 0.58343519988283299, 1.9070218801178872e-06), (30, 0.38950361834089064, 0.00078677837705311759), (60, 0.098460228193191987, 0.58566449415526445), (90, 0.051169465884240567, 0.85072227715999671)]	['+']	torr	tord	torr	11.0	tord	11.0	torr	tord	11	5	0	0	44	0.2371149972393556	0.5151955602536997
5	32	10	(5, 32)	15.666666666666666	10.0	14.364307617610162	('rcsb', 'gadc')	True	2659.0	('rcsb', 'gadc')		[(0, 0.24252149081597318, 0.0054343153707975145), (10, 0.3348851830609198, 0.0089114347699071478), (20, 0.34572604218341163, 0.0084356597540288063), (30, 0.3755618843105144, 0.0012492601763235119), (60, -0.089050269063893434, 0.62214603832149695), (90, 0.022943513805860988, 0.93278623898146373)]	['+']	rcsb	gadc	rcsb	11.0	gadc	11.0	rcsb	gadc	11	5	0	0	44	0.2371149972393556	0.5151955602536997
9	10	35	(9, 35)	18.0	10.0	14.730919862656235	('rcsb', 'lon')	False												rcsb	lon	11	5	0	0	44	0.2371149972393556	0.5151955602536997
22	9	24	(9, 24)	18.333333333333332	22.0	8.144527815247077	('gadx', 'hdeb')	True	1793.0	('gadx', 'hdeb')	0.0	[(0, 0.50018617005931254, 1.367334235720141e-09), (10, 0.37514246073595642, 0.0031429681864054153), (20, 0.34864412241791048, 0.0078641025798910809), (30, 0.41543859868707927, 0.00031493016413670872), (60, 0.73660267360296239, 1.0229607827303447e-06), (90, 0.65518554033923393, 0.0058710247214009362)]	['+-']	gadx	hdeb	gadx	11.0	hdeb	11.0	gadx	hdeb	11	5	0	0	44	0.2371149972393556	0.5151955602536997
41	1	23	(1, 41)	21.666666666666668	23.0	20.033305601755625	('torr', 'nhaa')	False												torr	nhaa	11	5	0	0	44	0.2371149972393556	0.5151955602536997
32	13	21	(13, 32)	22.0	21.0	9.539392014169456	('gadx', 'osmc')	False												gadx	osmc	11	5	0	0	44	0.2371149972393556	0.5151955602536997
51	15	9	(9, 51)	25.0	15.0	22.715633383201094	('uhpa', 'uhpt')	True	2795.0	('uhpa', 'uhpt')	10.0	[(0, 0.4518470296065174, 6.8071531942293193e-08), (10, 0.75225956044201381, 4.2350660127812149e-12), (20, 0.7001916779611751, 1.3454262281319314e-09), (30, 0.48380679709678737, 1.9171493404226398e-05), (60, 0.46448122380017715, 0.0064663997897702104), (90, 0.20982033169857076, 0.43542435229586685)]	['+']	uhpa	uhpt	uhpa	11.0	uhpt	11.0	uhpa	uhpt	11	5	0	0	44	0.2371149972393556	0.5151955602536997
19	38	19	(19, 38)	25.333333333333332	19.0	10.969655114602888	('rcsb', 'rara')	True	2667.0	('rcsb', 'rara')	20.0	[(0, 0.39970986966991295, 2.4615061750402905e-06), (10, 0.65196282302051445, 1.6748437030120765e-08), (20, 0.68524862769487205, 4.1027513295718431e-09), (30, 0.48231124305184148, 2.0516546599094289e-05), (60, -0.1964820618955927, 0.2731189349060868), (90, -0.539293934985275, 0.031096426120786051)]	['+']	rcsb	rara	rcsb	11.0	rara	11.0	rcsb	rara	11	5	0	0	44	0.2371149972393556	0.5151955602536997
