Dionesus-rank	RandomForest-rank	Lasso-rank	range	mean-rank	median-rank	sd-rank	regulator-target	tp	index	Edge	Lag	Lag_list	Sign	parent	child	name_x	parent_cluster	name_y	child_cluster	Source	Target	moduleID	window_size	min_lag	max_lag	total_edges	pr	roc
4	7	7	(4, 7)	6.0	7.0	1.7320508075688772	('kdgr', 'idnt')	False												kdgr	idnt	62	4	1	1	29	0.4967782390593886	0.622371740958789
0	1	18	(0, 18)	6.333333333333333	1.0	10.115993936995679	('kdgr', 'gntk')	False												kdgr	gntk	62	4	1	1	29	0.4967782390593886	0.622371740958789
2	13	9	(2, 13)	8.0	9.0	5.5677643628300215	('idnr', 'idnt')	True	1882.0	('idnr', 'idnt')	0.0	[(0, 0.37462251519601492, 1.1277996030004121e-05), (10, 0.047014383977413636, 0.7213100552909304), (20, 0.063931149743672061, 0.63659844328476733), (30, 0.21282381690362406, 0.074760697922536215), (60, 0.51730220275201655, 0.0020503085348958306), (90, 0.51963703858176891, 0.039111262844066887)]	['+']	idnr	idnt	idnr	62.0	idnt	62.0	idnr	idnt	62	4	1	1	29	0.4967782390593886	0.622371740958789
14	10	4	(4, 14)	9.333333333333334	10.0	5.033222956847167	('kdgr', 'idnd')	False												kdgr	idnd	62	4	1	1	29	0.4967782390593886	0.622371740958789
5	8	16	(5, 16)	9.666666666666666	8.0	5.686240703077327	('gntr', 'gntu')	True	1842.0	('gntr', 'gntu')	10.0	[(0, 0.21899803841588344, 0.012303731791487549), (10, 0.58528134360362138, 9.0359174576179659e-07), (20, 0.47677259186692833, 0.00017727484643620276), (30, 0.18849139600678935, 0.11543842402598699), (60, -0.24184826096911616, 0.17510792012493739), (90, -0.70512550608441671, 0.0022815341407513767)]	['-']	gntr	gntu	gntr	62.0	gntu	62.0	gntr	gntu	62	4	1	1	29	0.4967782390593886	0.622371740958789
10	14	6	(6, 14)	10.0	10.0	4.0	('idnr', 'idno')	True	1881.0	('idnr', 'idno')		[(0, 0.038198983862164339, 0.66611467630536936), (10, 0.13504000186789147, 0.30360523911697901), (20, 0.27461692106158453, 0.038705091709217473), (30, 0.27004774640676027, 0.022752399912497036), (60, -0.17862029210846223, 0.31995085146713925), (90, -0.1573750016134336, 0.56051068479868427)]	['+']	idnr	idno	idnr	62.0	idno	62.0	idnr	idno	62	4	1	1	29	0.4967782390593886	0.622371740958789
16	20	0	(0, 20)	12.0	16.0	10.583005244258363	('idnr', 'eda')	False												idnr	eda	62	4	1	1	29	0.4967782390593886	0.622371740958789
13	17	11	(11, 17)	13.666666666666666	13.0	3.055050463303893	('idnr', 'idnk')	True	1880.0	('idnr', 'idnk')		[(0, 0.095344556913733683, 0.2805626672145709), (10, 0.047883457582415009, 0.71637343600702619), (20, 0.22139411568654901, 0.09791091226379324), (30, 0.14730874683266465, 0.22023091834315309), (60, 0.34974245215891181, 0.046025289394630339), (90, 0.091583640560575025, 0.73586946686247456)]	['+']	idnr	idnk	idnr	62.0	idnk	62.0	idnr	idnk	62	4	1	1	29	0.4967782390593886	0.622371740958789
6	2	34	(2, 34)	14.0	6.0	17.435595774162696	('crp', 'eda')	False												crp	eda	62	4	1	1	29	0.4967782390593886	0.622371740958789
12	18	15	(12, 18)	15.0	15.0	3.0	('idnr', 'gntt')	False												idnr	gntt	62	4	1	1	29	0.4967782390593886	0.622371740958789
