Dionesus-rank	RandomForest-rank	Lasso-rank	range	mean-rank	median-rank	sd-rank	regulator-target	tp	index	Edge	Lag	Lag_list	Sign	parent	child	name_x	parent_cluster	name_y	child_cluster	Source	Target	moduleID	window_size	min_lag	max_lag	total_edges	pr	roc
4	3	4	(3, 4)	3.6666666666666665	4.0	0.5773502691896258	('gadx', 'hdeb')	True	1793.0	('gadx', 'hdeb')	0.0	[(0, 0.50018617005931254, 1.367334235720141e-09), (10, 0.37514246073595642, 0.0031429681864054153), (20, 0.34864412241791048, 0.0078641025798910809), (30, 0.41543859868707927, 0.00031493016413670872), (60, 0.73660267360296239, 1.0229607827303447e-06), (90, 0.65518554033923393, 0.0058710247214009362)]	['+-']	gadx	hdeb	gadx	11.0	hdeb	11.0	gadx	hdeb	torr	3	0	2	30	0.41997097301145075	0.6342857142857142
2	5	16	(2, 16)	7.666666666666667	5.0	7.371114795831994	('torr', 'csga')	False												torr	csga	torr	3	0	2	30	0.41997097301145075	0.6342857142857142
11	8	11	(8, 11)	10.0	11.0	1.7320508075688772	('torr', 'csgb')	False												torr	csgb	torr	3	0	2	30	0.41997097301145075	0.6342857142857142
3	9	19	(3, 19)	10.333333333333334	9.0	8.082903768654761	('idnr', 'idnt')	True	1882.0	('idnr', 'idnt')	0.0	[(0, 0.37462251519601492, 1.1277996030004121e-05), (10, 0.047014383977413636, 0.7213100552909304), (20, 0.063931149743672061, 0.63659844328476733), (30, 0.21282381690362406, 0.074760697922536215), (60, 0.51730220275201655, 0.0020503085348958306), (90, 0.51963703858176891, 0.039111262844066887)]	['+']	idnr	idnt	idnr	62.0	idnt	62.0	idnr	idnt	torr	3	0	2	30	0.41997097301145075	0.6342857142857142
5	10	17	(5, 17)	10.666666666666666	10.0	6.027713773341708	('fliz', 'csgc')	True	1623.0	('fliz', 'csgc')	60.0	[(0, 0.32576391221068418, 0.00015550390733391704), (10, 0.095767906597467339, 0.46668356222949348), (20, 0.019622734453966489, 0.88480552420870107), (30, 0.54512139213368893, 8.8634434993070544e-07), (60, 0.76492247357229848, 2.1789929481004267e-07), (90, 0.69900578274347502, 0.002586821154197044)]	['-']	fliz	csgc	fliz	28.0	csgc	28.0	fliz	csgc	torr	3	0	2	30	0.41997097301145075	0.6342857142857142
7	2	25	(2, 25)	11.333333333333334	7.0	12.096831541082702	('torr', 'csgg')	False												torr	csgg	torr	3	0	2	30	0.41997097301145075	0.6342857142857142
15	7	13	(7, 15)	11.666666666666666	13.0	4.163331998932265	('torr', 'tora')	True	2767.0	('torr', 'tora')	10.0	[(0, 0.44806593571601944, 9.01483380560248e-08), (10, 0.73147962471571326, 3.1806231993285692e-11), (20, 0.54292609746458687, 1.2808175121592434e-05), (30, 0.25637402851934005, 0.030919163191101766), (60, 0.10491422804299678, 0.56120330161571463), (90, 0.186072511036245, 0.49020766798257986)]	['+']	torr	tora	torr	11.0	tora	11.0	torr	tora	torr	3	0	2	30	0.41997097301145075	0.6342857142857142
19	11	9	(9, 19)	13.0	11.0	5.291502622129181	('fliz', 'csgf')	True	1625.0	('fliz', 'csgf')	10.0	[(0, -0.45312890172358478, 6.1840233177660689e-08), (10, -0.71010230031928157, 2.1033763778195813e-10), (20, -0.67438777081289836, 8.8608120732271732e-09), (30, -0.41799985751714658, 0.00028653300125771469), (60, 0.090411872321883371, 0.61680949276252561), (90, 0.28323036871920065, 0.28778928737235193)]	['-']	fliz	csgf	fliz	28.0	csgf	28.0	fliz	csgf	torr	3	0	2	30	0.41997097301145075	0.6342857142857142
22	20	1	(1, 22)	14.333333333333334	20.0	11.590225767142472	('gadx', 'gada')	True	1787.0	('gadx', 'gada')	60.0	[(0, 0.30725375477774269, 0.00037681671604692339), (10, 0.014146174033870106, 0.91456996194839402), (20, -0.040005486408248005, 0.76764125908813097), (30, 0.11403605776832219, 0.34367806752409802), (60, 0.83207709730924373, 1.957723944474674e-09), (90, 0.85324784647794383, 2.6424689104399831e-05)]	['+']	gadx	gada	gadx	11.0	gada	11.0	gadx	gada	torr	3	0	2	30	0.41997097301145075	0.6342857142857142
25	15	6	(6, 25)	15.333333333333334	15.0	9.50438495292217	('gadx', 'csge')	False												gadx	csge	torr	3	0	2	30	0.41997097301145075	0.6342857142857142
