Dionesus-rank	RandomForest-rank	Lasso-rank	range	mean-rank	median-rank	sd-rank	regulator-target	tp	index	Edge	Lag	Lag_list	Sign	parent	child	name_x	parent_cluster	name_y	child_cluster	Source	Target	moduleID	window_size	min_lag	max_lag	total_edges	pr	roc
4	1	22	(1, 22)	9.0	4.0	11.357816691600547	('gade', 'hdeb')	False												gade	hdeb	gadx	4	0	1	86	0.17036118877918527	0.5563581551953645
21	12	1	(1, 21)	11.333333333333334	12.0	10.016652800877813	('gadw', 'asnb')	False												gadw	asnb	gadx	4	0	1	86	0.17036118877918527	0.5563581551953645
3	9	31	(3, 31)	14.333333333333334	9.0	14.742229591663987	('torr', 'eda')	False												torr	eda	gadx	4	0	1	86	0.17036118877918527	0.5563581551953645
43	8	0	(0, 43)	17.0	8.0	22.869193252058544	('gadx', 'yedx')	False												gadx	yedx	gadx	4	0	1	86	0.17036118877918527	0.5563581551953645
7	29	32	(7, 32)	22.666666666666668	29.0	13.650396819628847	('idnr', 'idnt')	False												idnr	idnt	gadx	4	0	1	86	0.17036118877918527	0.5563581551953645
40	25	4	(4, 40)	23.0	25.0	18.083141320025124	('cusr', 'cusf')	True	1040.0	('cusr', 'cusf')	0.0	[(0, 0.39917513667307603, 2.5460261596147117e-06), (10, 0.41189114002102911, 0.0010760849686564445), (20, 0.33728945422118878, 0.010295900980686813), (30, 0.072408352825390473, 0.5484512861555555), (60, -0.38709033101289742, 0.026048299562478745), (90, 0.060333730024670469, 0.82434540547775415)]	['+']	cusr	cusf	cusr	49.0	cusf	49.0	cusr	cusf	gadx	4	0	1	86	0.17036118877918527	0.5563581551953645
16	23	48	(16, 48)	29.0	23.0	16.822603841260722	('gadw', 'hdea')	False												gadw	hdea	gadx	4	0	1	86	0.17036118877918527	0.5563581551953645
17	18	53	(17, 53)	29.333333333333332	18.0	20.50203241957571	('gadw', 'gadx')	False												gadw	gadx	gadx	4	0	1	86	0.17036118877918527	0.5563581551953645
36	41	12	(12, 41)	29.666666666666668	36.0	15.50268793897798	('cusr', 'cuss')	True	1041.0	('cusr', 'cuss')		[(0, 0.29175824310335613, 0.0007571170575469303), (10, 0.0060653119497347582, 0.96331519321146442), (20, 0.076856517883503242, 0.56987184196723728), (30, 0.15764089420457164, 0.1891981853585408), (60, 0.081343233230791304, 0.65270270489294746), (90, 0.62360291016475589, 0.0098444176651050225)]	['+']	cusr	cuss	cusr	49.0	cuss	49.0	cusr	cuss	gadx	4	0	1	86	0.17036118877918527	0.5563581551953645
10	3	84	(3, 84)	32.333333333333336	10.0	44.881324995295465	('gadw', 'gady')	False												gadw	gady	gadx	4	0	1	86	0.17036118877918527	0.5563581551953645
