Dionesus-rank	Lasso-rank	RandomForest-rank	range	mean-rank	median-rank	sd-rank	regulator-target	tp	index	Edge	Lag	Lag_list	Sign	parent	child	name_x	parent_cluster	name_y	child_cluster	Source	Target	moduleID	window_size	min_lag	max_lag	total_edges	pr	roc
11	37	11	(11, 37)	19.666666666666668	11.0	15.01110699893027	('soxr', 'micf')	False												soxr	micf	0	3	1	2	125	0.12781578563950674	0.4570861865407322
24	28	8	(8, 28)	20.0	24.0	10.583005244258363	('fnr', 'acrb')	False												fnr	acrb	0	3	1	2	125	0.12781578563950674	0.4570861865407322
27	35	7	(7, 35)	23.0	27.0	14.422205101855956	('soxr', 'rimk')	False												soxr	rimk	0	3	1	2	125	0.12781578563950674	0.4570861865407322
2	67	4	(2, 67)	24.333333333333332	4.0	36.96394639825858	('mara', 'marr')	True	147.0	('mara', 'marr')	0.0	[(0, 0.88915141548128107, 2.7633347244297016e-45), (10, 0.76138079893919497, 1.6400217199827674e-12), (20, 0.60822119442797362, 5.2083918607458338e-07), (30, 0.38663827294346609, 0.00086664552099234408), (60, 0.23758106449735539, 0.183080418573487), (90, 0.52999968336303593, 0.03471298448533932)]	['+']	mara	marr	mara	0.0	marr	27.0	mara	marr	0	3	1	2	125	0.12781578563950674	0.4570861865407322
8	58	14	(8, 58)	26.666666666666668	14.0	27.30079363925769	('lrp', 'putp')	False												lrp	putp	0	3	1	2	125	0.12781578563950674	0.4570861865407322
4	24	65	(4, 65)	31.0	24.0	31.096623610932426	('soxr', 'pura')	False												soxr	pura	0	3	1	2	125	0.12781578563950674	0.4570861865407322
20	84	6	(6, 84)	36.666666666666664	20.0	41.58525379666852	('soxr', 'fldb')	False												soxr	fldb	0	3	1	2	125	0.12781578563950674	0.4570861865407322
46	63	23	(23, 63)	44.0	46.0	20.074859899884732	('crp', 'soxs')	False												crp	soxs	0	3	1	2	125	0.12781578563950674	0.4570861865407322
12	8	135	(8, 135)	51.666666666666664	12.0	72.19649114280648	('puta', 'poxb')	False												puta	poxb	0	3	1	2	125	0.12781578563950674	0.4570861865407322
47	7	126	(7, 126)	60.0	47.0	60.55575942881073	('oxyr', 'yhid')	False												oxyr	yhid	0	3	1	2	125	0.12781578563950674	0.4570861865407322
52	82	51	(51, 82)	61.666666666666664	52.0	17.61628034896508	('fis', 'ptsg')	True	1588.0	('fis', 'ptsg')		[(0, 0.34095141264255396, 7.2019626338537638e-05), (10, 0.17803153343366976, 0.17353983457042202), (20, 0.088642241438282879, 0.51201701312172676), (30, 0.19522386053813173, 0.10277910023868275), (60, 0.49359729914142109, 0.0035105761847526022), (90, 0.39564918832702195, 0.12928862857368453)]	['+-']	fis	ptsg	fis	45.0	ptsg	0.0	fis	ptsg	0	3	1	2	125	0.12781578563950674	0.4570861865407322
116	13	60	(13, 116)	63.0	60.0	51.56549233741495	('oxyr', 'micf')	False												oxyr	micf	0	3	1	2	125	0.12781578563950674	0.4570861865407322
10	167	12	(10, 167)	63.0	12.0	90.07219326740079	('fnr', 'pqib')	False												fnr	pqib	0	3	1	2	125	0.12781578563950674	0.4570861865407322
28	3	160	(3, 160)	63.666666666666664	28.0	84.35836255720788	('cpxr', 'fpr')	False												cpxr	fpr	0	3	1	2	125	0.12781578563950674	0.4570861865407322
95	34	67	(34, 95)	65.33333333333333	67.0	30.534133905079628	('rob', 'nfo')	True	2685.0	('rob', 'nfo')		[(0, 0.10668661084869006, 0.22700206109195417), (10, 0.1857898295728605, 0.15524229624038346), (20, 0.082419887039780884, 0.54218706071071243), (30, 0.17886352425716867, 0.13558295060207579), (60, 0.64507162727830292, 5.0615740934098339e-05), (90, 0.82895655798438683, 7.2126709070380638e-05)]	['+']	rob	nfo	rob	0.0	nfo	0.0	rob	nfo	0	3	1	2	125	0.12781578563950674	0.4570861865407322
32	175	9	(9, 175)	72.0	32.0	89.9388681271896	('fnr', 'soda')	True	1370.0	('fnr', 'soda')	30.0	[(0, 0.63924442499590739, 2.7286253156601506e-16), (10, 0.51569718694244682, 2.4773001572106318e-05), (20, 0.50772008778526723, 5.5470600652827765e-05), (30, 0.83640749028208972, 1.0906991229122606e-19), (60, 0.33624279579687766, 0.055720553789229355), (90, 0.50834635016411933, 0.044367516768818158)]	['-']	fnr	soda	fnr	6.0	soda	0.0	fnr	soda	0	3	1	2	125	0.12781578563950674	0.4570861865407322
5	177	43	(5, 177)	75.0	43.0	90.35485598461214	('mara', 'ygib')	True	2090.0	('mara', 'ygib')	0.0	[(0, -0.41444937453247754, 9.481633131980112e-07), (10, -0.51259877039632962, 2.8240295950213823e-05), (20, -0.45938605492889745, 0.00032487522184147691), (30, -0.3305945754781287, 0.004865070427915584), (60, -0.38776136182825932, 0.025768591382149656), (90, -0.054525652608190048, 0.84104370324455391)]	['+']	mara	ygib	mara	0.0	ygib	0.0	mara	ygib	0	3	1	2	125	0.12781578563950674	0.4570861865407322
48	38	148	(38, 148)	78.0	48.0	60.8276253029822	('soxr', 'ompn')	False												soxr	ompn	0	3	1	2	125	0.12781578563950674	0.4570861865407322
29	191	21	(21, 191)	80.33333333333333	29.0	95.9235806949122	('crp', 'hdea')	False												crp	hdea	0	3	1	2	125	0.12781578563950674	0.4570861865407322
139	2	102	(2, 139)	81.0	102.0	70.87312607751969	('cpxr', 'poxb')	False												cpxr	poxb	0	3	1	2	125	0.12781578563950674	0.4570861865407322
114	10	122	(10, 122)	82.0	114.0	62.48199740725323	('oxyr', 'hdeb')	False												oxyr	hdeb	0	3	1	2	125	0.12781578563950674	0.4570861865407322
50	5	193	(5, 193)	82.66666666666667	50.0	98.1648273738274	('oxyr', 'ompn')	False												oxyr	ompn	0	3	1	2	125	0.12781578563950674	0.4570861865407322
