Dionesus-rank	RandomForest-rank	Lasso-rank	range	mean-rank	median-rank	sd-rank	regulator-target	tp	index	Edge	Lag	Lag_list	Sign	parent	child	name_x	parent_cluster	name_y	child_cluster	Source	Target	moduleID	window_size	min_lag	max_lag	total_edges	pr	roc
1	9	10	(1, 10)	6.666666666666667	9.0	4.932882862316248	('soxr', 'flda')	False												soxr	flda	0	4	1	1	68	0.37990208473046627	0.46194663432383265
11	1	15	(1, 15)	9.0	11.0	7.211102550927978	('soxr', 'fldb')	False												soxr	fldb	0	4	1	1	68	0.37990208473046627	0.46194663432383265
17	2	9	(2, 17)	9.333333333333334	9.0	7.505553499465135	('soxr', 'rimk')	False												soxr	rimk	0	4	1	1	68	0.37990208473046627	0.46194663432383265
4	5	19	(4, 19)	9.333333333333334	5.0	8.386497083606084	('soxr', 'micf')	False												soxr	micf	0	4	1	1	68	0.37990208473046627	0.46194663432383265
13	6	26	(6, 26)	15.0	13.0	10.14889156509222	('soxr', 'tolc')	False												soxr	tolc	0	4	1	1	68	0.37990208473046627	0.46194663432383265
0	43	2	(0, 43)	15.0	2.0	24.269322199023193	('mara', 'ybao')	True	2087.0	('mara', 'ybao')		[(0, 0.088497432242934743, 0.31670754700594611), (10, -0.09291660530243466, 0.48011444920421553), (20, -0.041157623240537761, 0.76114473131414306), (30, 0.053511330309689645, 0.65761464828339422), (60, 0.067267414578735488, 0.70993466159687646), (90, 0.40848571703432512, 0.11621882088963627)]	['+']	mara	ybao	mara	0.0	ybao	0.0	mara	ybao	0	4	1	1	68	0.37990208473046627	0.46194663432383265
7	42	1	(1, 42)	16.666666666666668	7.0	22.143471573656498	('soxr', 'ydbk')	False												soxr	ydbk	0	4	1	1	68	0.37990208473046627	0.46194663432383265
10	36	7	(7, 36)	17.666666666666668	10.0	15.947831618540913	('rob', 'pgi')	False												rob	pgi	0	4	1	1	68	0.37990208473046627	0.46194663432383265
3	0	52	(0, 52)	18.333333333333332	3.0	29.19474838619668	('soxr', 'ompn')	False												soxr	ompn	0	4	1	1	68	0.37990208473046627	0.46194663432383265
29	8	28	(8, 29)	21.666666666666668	28.0	11.846237095944574	('soxs', 'nfo')	True	2727.0	('soxs', 'nfo')	10.0	[(0, 0.21361958912521345, 0.014672928731019707), (10, 0.56194332176628403, 2.9841893167044137e-06), (20, 0.33151863448588775, 0.011764074881299944), (30, 0.20168751488951775, 0.091667774818691386), (60, 0.2001668313862846, 0.2640440816612743), (90, 0.23630404559284401, 0.37825454885257415)]	['+']	soxs	nfo	soxs	0.0	nfo	0.0	soxs	nfo	0	4	1	1	68	0.37990208473046627	0.46194663432383265
8	25	36	(8, 36)	23.0	25.0	14.106735979665885	('mara', 'nfsa')	True	2078.0	('mara', 'nfsa')	0.0	[(0, 0.47465797661982273, 1.1609808919058504e-08), (10, 0.24138329187257362, 0.063169992982148052), (20, 0.23945160494924408, 0.072818542765899011), (30, 0.35710469794862948, 0.0022349893544978561), (60, 0.058331653055962406, 0.74711633936855359), (90, 0.80617911244304585, 0.00016223820817609264)]	['+']	mara	nfsa	mara	0.0	nfsa	0.0	mara	nfsa	0	4	1	1	68	0.37990208473046627	0.46194663432383265
5	30	40	(5, 40)	25.0	30.0	18.027756377319946	('mara', 'ybjc')	True	2088.0	('mara', 'ybjc')	0.0	[(0, 0.40092777524210554, 2.278828956414048e-06), (10, 0.127260751208814, 0.33256103138413262), (20, 0.14568501948583415, 0.27955852396940128), (30, 0.2892451433147239, 0.014424952663450114), (60, 0.065799937149865553, 0.71599855243047761), (90, 0.84448964334832177, 3.8690835517978714e-05)]	['+']	mara	ybjc	mara	0.0	ybjc	0.0	mara	ybjc	0	4	1	1	68	0.37990208473046627	0.46194663432383265
25	26	25	(25, 26)	25.333333333333332	25.0	0.5773502691896258	('soxr', 'riba')	False												soxr	riba	0	4	1	1	68	0.37990208473046627	0.46194663432383265
28	45	5	(5, 45)	26.0	28.0	20.074859899884732	('puta', 'poxb')	False												puta	poxb	0	4	1	1	68	0.37990208473046627	0.46194663432383265
40	27	17	(17, 40)	28.0	27.0	11.532562594670797	('soxs', 'fumc')	True	2723.0	('soxs', 'fumc')	10.0	[(0, 0.38555035280034494, 5.9013827844585728e-06), (10, 0.58291499378750133, 1.0242995148753607e-06), (20, 0.37901669747060268, 0.0036439414064911757), (30, 0.2735467039108011, 0.020985350676625592), (60, -0.24556069656205065, 0.16837489823846469), (90, -0.39152981467853909, 0.13368910459477215)]	['+']	soxs	fumc	soxs	0.0	fumc	0.0	soxs	fumc	0	4	1	1	68	0.37990208473046627	0.46194663432383265
6	10	79	(6, 79)	31.666666666666668	10.0	41.04063027456247	('mara', 'ygib')	True	2090.0	('mara', 'ygib')	0.0	[(0, -0.41444937453247754, 9.481633131980112e-07), (10, -0.51259877039632962, 2.8240295950213823e-05), (20, -0.45938605492889745, 0.00032487522184147691), (30, -0.3305945754781287, 0.004865070427915584), (60, -0.38776136182825932, 0.025768591382149656), (90, -0.054525652608190048, 0.84104370324455391)]	['+']	mara	ygib	mara	0.0	ygib	0.0	mara	ygib	0	4	1	1	68	0.37990208473046627	0.46194663432383265
14	3	86	(3, 86)	34.333333333333336	14.0	45.08140784551136	('puta', 'pqia')	False												puta	pqia	0	4	1	1	68	0.37990208473046627	0.46194663432383265
21	33	54	(21, 54)	36.0	33.0	16.703293088490067	('soxs', 'aslb')	False												soxs	aslb	0	4	1	1	68	0.37990208473046627	0.46194663432383265
43	32	34	(32, 43)	36.333333333333336	34.0	5.8594652770823155	('soxr', 'nfo')	False												soxr	nfo	0	4	1	1	68	0.37990208473046627	0.46194663432383265
31	40	38	(31, 40)	36.333333333333336	38.0	4.725815626252608	('soxs', 'ybjn')	True	2740.0	('soxs', 'ybjn')		[(0, 0.075579481408152432, 0.39275097469755016), (10, 0.41922325791441761, 0.00085608032597045815), (20, 0.24535340951845216, 0.06583167965783103), (30, 0.17677996005697047, 0.14027249018103616), (60, -0.2349074388388166, 0.18820400866484485), (90, 0.070354501479215778, 0.79570458143155209)]	['+']	soxs	ybjn	soxs	0.0	ybjn	0.0	soxs	ybjn	0	4	1	1	68	0.37990208473046627	0.46194663432383265
24	68	18	(18, 68)	36.666666666666664	24.0	27.300793639257694	('rob', 'soda')	True	2688.0	('rob', 'soda')		[(0, 0.29866650889403179, 0.00055735656942519055), (10, 0.21495441394966452, 0.09907661094979052), (20, 0.1804962964145401, 0.17908040018953633), (30, 0.0075174671734816421, 0.95038777864500901), (60, -0.51438534256577351, 0.0021951416032119269), (90, -0.16382579792255991, 0.54433842431205837)]	['+']	rob	soda	rob	0.0	soda	0.0	rob	soda	0	4	1	1	68	0.37990208473046627	0.46194663432383265
36	14	64	(14, 64)	38.0	36.0	25.059928172283335	('soxr', 'ygib')	False												soxr	ygib	0	4	1	1	68	0.37990208473046627	0.46194663432383265
71	41	3	(3, 71)	38.333333333333336	41.0	34.07834111768548	('puta', 'fumc')	False												puta	fumc	0	4	1	1	68	0.37990208473046627	0.46194663432383265
58	44	16	(16, 58)	39.333333333333336	44.0	21.385353243127255	('rob', 'inaa')	True	2682.0	('rob', 'inaa')	0.0	[(0, 0.38407926632734457, 6.4477706660049082e-06), (10, 0.24658849806871802, 0.057521135280135971), (20, 0.15405225416296928, 0.25256253325401568), (30, 0.18375167004662615, 0.12504691157679301), (60, -0.051171325067673044, 0.77732430113501272), (90, -0.26471647727567876, 0.32178430266931879)]	['+']	rob	inaa	rob	0.0	inaa	0.0	rob	inaa	0	4	1	1	68	0.37990208473046627	0.46194663432383265
32	18	70	(18, 70)	40.0	32.0	26.90724809414742	('soxr', 'fpr')	False												soxr	fpr	0	4	1	1	68	0.37990208473046627	0.46194663432383265
65	47	8	(8, 65)	40.0	47.0	29.13760456866693	('rob', 'fpr')	False												rob	fpr	0	4	1	1	68	0.37990208473046627	0.46194663432383265
50	46	27	(27, 50)	41.0	46.0	12.288205727444508	('rob', 'pqib')	False												rob	pqib	0	4	1	1	68	0.37990208473046627	0.46194663432383265
64	35	32	(32, 64)	43.666666666666664	35.0	17.67295485574875	('soxr', 'ybjn')	False												soxr	ybjn	0	4	1	1	68	0.37990208473046627	0.46194663432383265
48	56	30	(30, 56)	44.666666666666664	48.0	13.316656236958785	('soxs', 'tolc')	True	2738.0	('soxs', 'tolc')		[(0, 0.19879728519374568, 0.02336415131863423), (10, 0.25377066378933505, 0.050405503498329951), (20, 0.2176563926484201, 0.1038585245073856), (30, 0.19378625372709715, 0.10538727969019539), (60, -0.43995673064220092, 0.010404955889413927), (90, -0.40851836135605007, 0.11618680781286592)]	['+']	soxs	tolc	soxs	0.0	tolc	0.0	soxs	tolc	0	4	1	1	68	0.37990208473046627	0.46194663432383265
16	4	114	(4, 114)	44.666666666666664	16.0	60.343461396686	('soxr', 'ygic')	False												soxr	ygic	0	4	1	1	68	0.37990208473046627	0.46194663432383265
30	104	0	(0, 104)	44.666666666666664	30.0	53.52880844305553	('mara', 'ynce')	True	2093.0	('mara', 'ynce')		[(0, 0.19357602060701229, 0.027334613872730961), (10, 0.19019873601528597, 0.14550161556750876), (20, 0.25594066230286139, 0.054650966210806354), (30, 0.40715869604634414, 0.00042527622265191626), (60, 0.20415390184179122, 0.25444995301416534), (90, 0.54561858832898613, 0.028804482373056366)]	['+']	mara	ynce	mara	0.0	ynce	0.0	mara	ynce	0	4	1	1	68	0.37990208473046627	0.46194663432383265
18	49	68	(18, 68)	45.0	49.0	25.238858928247925	('puta', 'pqib')	False												puta	pqib	0	4	1	1	68	0.37990208473046627	0.46194663432383265
98	31	11	(11, 98)	46.666666666666664	31.0	45.566800780100124	('rob', 'ompn')	False												rob	ompn	0	4	1	1	68	0.37990208473046627	0.46194663432383265
44	55	41	(41, 55)	46.666666666666664	44.0	7.371114795831994	('rob', 'tolc')	True	2689.0	('rob', 'tolc')	0.0	[(0, 0.41680879151547523, 8.1041642371685549e-07), (10, 0.09608851429880326, 0.46518616589402495), (20, 0.0051154143836115796, 0.96987494194570667), (30, 0.5067705279134791, 6.4972173743826166e-06), (60, 0.27354316011706598, 0.12347680627250929), (90, -0.081467385651047955, 0.7642272673784859)]	['+']	rob	tolc	rob	0.0	tolc	0.0	rob	tolc	0	4	1	1	68	0.37990208473046627	0.46194663432383265
70	24	47	(24, 70)	47.0	47.0	23.0	('soxr', 'nfsa')	False												soxr	nfsa	0	4	1	1	68	0.37990208473046627	0.46194663432383265
22	48	72	(22, 72)	47.333333333333336	48.0	25.006665778014735	('mara', 'ygic')	True	2091.0	('mara', 'ygic')	0.0	[(0, -0.38568537820145743, 5.8534886167172778e-06), (10, -0.48979869193772174, 7.1282787965739193e-05), (20, -0.45725482558159775, 0.0003491483245363652), (30, -0.31460915991695343, 0.0075376148111198811), (60, -0.19797595070457416, 0.2694156544023722), (90, 0.38860678170145607, 0.13687326475406911)]	['+']	mara	ygic	mara	0.0	ygic	0.0	mara	ygic	0	4	1	1	68	0.37990208473046627	0.46194663432383265
42	69	37	(37, 69)	49.333333333333336	42.0	17.21433511156714	('soxs', 'ydbk')	True	2741.0	('soxs', 'ydbk')		[(0, 0.17162240846534765, 0.050889673387659443), (10, 0.063347759352108346, 0.63062245748772461), (20, -0.041324652410810542, 0.76020425351604204), (30, 0.10897280551577454, 0.36566636179427225), (60, -0.39494222251470334, 0.022926961313253308), (90, -0.42011851686319118, 0.10519650806481082)]	['+']	soxs	ydbk	soxs	0.0	ydbk	0.0	soxs	ydbk	0	4	1	1	68	0.37990208473046627	0.46194663432383265
26	50	74	(26, 74)	50.0	50.0	24.0	('mara', 'acna')	True	2067.0	('mara', 'acna')		[(0, -0.35543869707037795, 3.3272644768283357e-05), (10, -0.29493599546336874, 0.022157756856098366), (20, -0.11344687225247352, 0.40076990099414789), (30, -0.1910368974051086, 0.11051803646869345), (60, -0.29285578486396474, 0.098137807650918951), (90, -0.68175472415433747, 0.0036290169155485459)]	['+']	mara	acna	mara	0.0	acna	0.0	mara	acna	0	4	1	1	68	0.37990208473046627	0.46194663432383265
52	13	88	(13, 88)	51.0	52.0	37.5099986670221	('soxr', 'acna')	False												soxr	acna	0	4	1	1	68	0.37990208473046627	0.46194663432383265
39	66	48	(39, 66)	51.0	48.0	13.74772708486752	('mara', 'rimk')	True	2083.0	('mara', 'rimk')		[(0, 0.33180343322475747, 0.00011504963858091014), (10, -0.10578893923950732, 0.42113083418830544), (20, -0.088660086741997574, 0.51193172941239595), (30, 0.34143379475650126, 0.003568051342468358), (60, 0.2180517250986406, 0.2228261560990836), (90, 0.70166644131661926, 0.0024502730492933799)]	['+']	mara	rimk	mara	0.0	rimk	0.0	mara	rimk	0	4	1	1	68	0.37990208473046627	0.46194663432383265
61	71	24	(24, 71)	52.0	61.0	24.758836806279895	('rob', 'ynce')	False												rob	ynce	0	4	1	1	68	0.37990208473046627	0.46194663432383265
