Dionesus-rank	Lasso-rank	RandomForest-rank	range	mean-rank	median-rank	sd-rank	regulator-target	tp	index	Edge	Lag	Lag_list	Sign	parent	child	name_x	parent_cluster	name_y	child_cluster	Source	Target	moduleID	window_size	min_lag	max_lag	total_edges	pr	roc
4	6	3	(3, 6)	4.333333333333333	4.0	1.5275252316519465	('kdgr', 'idnt')	False												kdgr	idnt	62	4	1	1	29	0.4899449788133622	0.6265769554247267
0	18	0	(0, 18)	6.0	0.0	10.392304845413264	('kdgr', 'gntk')	False												kdgr	gntk	62	4	1	1	29	0.4899449788133622	0.6265769554247267
5	11	7	(5, 11)	7.666666666666667	7.0	3.055050463303893	('gntr', 'gntu')	True	1842.0	('gntr', 'gntu')	10.0	[(0, 0.21899803841588344, 0.012303731791487549), (10, 0.58528134360362138, 9.0359174576179659e-07), (20, 0.47677259186692833, 0.00017727484643620276), (30, 0.18849139600678935, 0.11543842402598699), (60, -0.24184826096911616, 0.17510792012493739), (90, -0.70512550608441671, 0.0022815341407513767)]	['-']	gntr	gntu	gntr	62.0	gntu	62.0	gntr	gntu	62	4	1	1	29	0.4899449788133622	0.6265769554247267
14	8	5	(5, 14)	9.0	8.0	4.58257569495584	('kdgr', 'idnd')	False												kdgr	idnd	62	4	1	1	29	0.4899449788133622	0.6265769554247267
6	24	2	(2, 24)	10.666666666666666	6.0	11.718930554164631	('crp', 'eda')	False												crp	eda	62	4	1	1	29	0.4899449788133622	0.6265769554247267
16	0	24	(0, 24)	13.333333333333334	16.0	12.220201853215572	('idnr', 'eda')	False												idnr	eda	62	4	1	1	29	0.4899449788133622	0.6265769554247267
12	17	14	(12, 17)	14.333333333333334	14.0	2.5166114784235836	('idnr', 'gntt')	False												idnr	gntt	62	4	1	1	29	0.4899449788133622	0.6265769554247267
15	15	18	(15, 18)	16.0	15.0	1.7320508075688772	('idnr', 'idnd')	True	1879.0	('idnr', 'idnd')		[(0, 0.028364126462887676, 0.74870923947140233), (10, 0.095327950425815378, 0.46874260714841276), (20, 0.19188317570785354, 0.15274085201242132), (30, 0.24122151127101538, 0.042711270240341728), (60, -0.045432278128858715, 0.80177175228218001), (90, 0.13169825691330347, 0.62683412061491262)]	['+']	idnr	idnd	idnr	62.0	idnd	62.0	idnr	idnd	62	4	1	1	29	0.4899449788133622	0.6265769554247267
17	7	27	(7, 27)	17.0	17.0	10.0	('gntr', 'edd')	True	1839.0	('gntr', 'edd')		[(0, 0.26994234821085289, 0.001896614002726008), (10, 0.25242061975133762, 0.051685218950672837), (20, 0.11683726499320163, 0.38674844026264732), (30, 0.1112959427257498, 0.35547308004767231), (60, -0.24029763071514265, 0.17797599023598987), (90, 0.060971017818857921, 0.82251735849300689)]	['-']	gntr	edd	gntr	62.0	edd	62.0	gntr	edd	62	4	1	1	29	0.4899449788133622	0.6265769554247267
2	10	40	(2, 40)	17.333333333333332	10.0	20.033305601755625	('idnr', 'idnt')	True	1882.0	('idnr', 'idnt')	0.0	[(0, 0.37462251519601492, 1.1277996030004121e-05), (10, 0.047014383977413636, 0.7213100552909304), (20, 0.063931149743672061, 0.63659844328476733), (30, 0.21282381690362406, 0.074760697922536215), (60, 0.51730220275201655, 0.0020503085348958306), (90, 0.51963703858176891, 0.039111262844066887)]	['+']	idnr	idnt	idnr	62.0	idnt	62.0	idnr	idnt	62	4	1	1	29	0.4899449788133622	0.6265769554247267
10	13	33	(10, 33)	18.666666666666668	13.0	12.503332889007368	('idnr', 'idno')	True	1881.0	('idnr', 'idno')		[(0, 0.038198983862164339, 0.66611467630536936), (10, 0.13504000186789147, 0.30360523911697901), (20, 0.27461692106158453, 0.038705091709217473), (30, 0.27004774640676027, 0.022752399912497036), (60, -0.17862029210846223, 0.31995085146713925), (90, -0.1573750016134336, 0.56051068479868427)]	['+']	idnr	idno	idnr	62.0	idno	62.0	idnr	idno	62	4	1	1	29	0.4899449788133622	0.6265769554247267
18	12	26	(12, 26)	18.666666666666668	18.0	7.023769168568493	('crp', 'gntr')	False												crp	gntr	62	4	1	1	29	0.4899449788133622	0.6265769554247267
33	21	4	(4, 33)	19.333333333333332	21.0	14.571661996262929	('kdgr', 'gntx')	False												kdgr	gntx	62	4	1	1	29	0.4899449788133622	0.6265769554247267
11	19	30	(11, 30)	20.0	19.0	9.539392014169456	('idnr', 'gntk')	True	1877.0	('idnr', 'gntk')		[(0, 0.17705042867208795, 0.043890210503357036), (10, 0.065337615109545791, 0.61990348947783003), (20, -0.038842137223093876, 0.77421715634872079), (30, -0.0011799730251483478, 0.99220786517985282), (60, 0.11081764897072566, 0.53924940730123416), (90, 0.02009834836175305, 0.94110682680074564)]	['-']	idnr	gntk	idnr	62.0	gntk	62.0	idnr	gntk	62	4	1	1	29	0.4899449788133622	0.6265769554247267
13	9	41	(9, 41)	21.0	13.0	17.435595774162696	('idnr', 'idnk')	True	1880.0	('idnr', 'idnk')		[(0, 0.095344556913733683, 0.2805626672145709), (10, 0.047883457582415009, 0.71637343600702619), (20, 0.22139411568654901, 0.09791091226379324), (30, 0.14730874683266465, 0.22023091834315309), (60, 0.34974245215891181, 0.046025289394630339), (90, 0.091583640560575025, 0.73586946686247456)]	['+']	idnr	idnk	idnr	62.0	idnk	62.0	idnr	idnk	62	4	1	1	29	0.4899449788133622	0.6265769554247267
3	50	11	(3, 50)	21.333333333333332	11.0	25.146238950056397	('crp', 'edd')	False												crp	edd	62	4	1	1	29	0.4899449788133622	0.6265769554247267
