Dionesus-rank	Lasso-rank	RandomForest-rank	range	mean-rank	median-rank	sd-rank	regulator-target	tp	index	Edge	Lag	Lag_list	Sign	parent	child	name_x	parent_cluster	name_y	child_cluster	Source	Target	moduleID	window_size	min_lag	max_lag	total_edges	pr	roc
5	7	3	(3, 7)	5.0	5.0	2.0	('kdgr', 'gntk')	False												kdgr	gntk	62	5	0	0	29	0.4460640316612271	0.5004205214465939
7	8	9	(7, 9)	8.0	8.0	1.0	('idnr', 'idnt')	True	1882.0	('idnr', 'idnt')	0.0	[(0, 0.37462251519601492, 1.1277996030004121e-05), (10, 0.047014383977413636, 0.7213100552909304), (20, 0.063931149743672061, 0.63659844328476733), (30, 0.21282381690362406, 0.074760697922536215), (60, 0.51730220275201655, 0.0020503085348958306), (90, 0.51963703858176891, 0.039111262844066887)]	['+']	idnr	idnt	idnr	62.0	idnt	62.0	idnr	idnt	62	5	0	0	29	0.4460640316612271	0.5004205214465939
18	10	4	(4, 18)	10.666666666666666	10.0	7.023769168568492	('gntr', 'gntu')	True	1842.0	('gntr', 'gntu')	10.0	[(0, 0.21899803841588344, 0.012303731791487549), (10, 0.58528134360362138, 9.0359174576179659e-07), (20, 0.47677259186692833, 0.00017727484643620276), (30, 0.18849139600678935, 0.11543842402598699), (60, -0.24184826096911616, 0.17510792012493739), (90, -0.70512550608441671, 0.0022815341407513767)]	['-']	gntr	gntu	gntr	62.0	gntu	62.0	gntr	gntu	62	5	0	0	29	0.4460640316612271	0.5004205214465939
0	22	11	(0, 22)	11.0	11.0	11.0	('gntr', 'crp')	False												gntr	crp	62	5	0	0	29	0.4460640316612271	0.5004205214465939
11	6	17	(6, 17)	11.333333333333334	11.0	5.507570547286102	('kdgr', 'eda')	True	1911.0	('kdgr', 'eda')		[(0, 0.34938051689491273, 4.6166014996399425e-05), (10, 0.19422699921987169, 0.13700709393835409), (20, 0.076771499244633334, 0.5702999506246389), (30, 0.10044136224971489, 0.40460675361311493), (60, -0.18460377586744542, 0.30373772575689117), (90, -0.31157878898426566, 0.24009537171355003)]	['-']	kdgr	eda	kdgr	62.0	eda	62.0	kdgr	eda	62	5	0	0	29	0.4460640316612271	0.5004205214465939
1	21	13	(1, 21)	11.666666666666666	13.0	10.066445913694334	('idnr', 'kdgr')	False												idnr	kdgr	62	5	0	0	29	0.4460640316612271	0.5004205214465939
10	15	15	(10, 15)	13.333333333333334	15.0	2.886751345948129	('crp', 'gntr')	False												crp	gntr	62	5	0	0	29	0.4460640316612271	0.5004205214465939
15	14	12	(12, 15)	13.666666666666666	14.0	1.5275252316519468	('kdgr', 'idnt')	False												kdgr	idnt	62	5	0	0	29	0.4460640316612271	0.5004205214465939
4	23	21	(4, 23)	16.0	21.0	10.44030650891055	('kdgr', 'idnr')	False												kdgr	idnr	62	5	0	0	29	0.4460640316612271	0.5004205214465939
2	45	1	(1, 45)	16.0	2.0	25.11971337416094	('crp', 'edd')	False												crp	edd	62	5	0	0	29	0.4460640316612271	0.5004205214465939
