Dionesus-rank	Lasso-rank	RandomForest-rank	range	mean-rank	median-rank	sd-rank	regulator-target	tp	index	Edge	Lag	Lag_list	Sign	parent	child	name_x	parent_cluster	name_y	child_cluster	Source	Target	moduleID	window_size	min_lag	max_lag	total_edges	pr	roc
13	2	9	(2, 13)	8.0	9.0	5.5677643628300215	('crp', 'dps')	False												crp	dps	3	5	0	0	113	0.16653632699539264	0.47508334642439465
0	33	1	(0, 33)	11.333333333333334	1.0	18.77054430040145	('mode', 'dsbg')	False												mode	dsbg	3	5	0	0	113	0.16653632699539264	0.47508334642439465
21	6	7	(6, 21)	11.333333333333334	7.0	8.386497083606082	('mntr', 'ahpf')	False												mntr	ahpf	3	5	0	0	113	0.16653632699539264	0.47508334642439465
23	26	13	(13, 26)	20.666666666666668	23.0	6.8068592855540455	('mntr', 'trxc')	False												mntr	trxc	3	5	0	0	113	0.16653632699539264	0.47508334642439465
58	0	21	(0, 58)	26.333333333333332	21.0	29.36551265231604	('mntr', 'isca')	False												mntr	isca	3	5	0	0	113	0.16653632699539264	0.47508334642439465
6	51	29	(6, 51)	28.666666666666668	29.0	22.50185177565023	('mntr', 'iscr')	False												mntr	iscr	3	5	0	0	113	0.16653632699539264	0.47508334642439465
25	4	71	(4, 71)	33.333333333333336	25.0	34.26854728950927	('mntr', 'gor')	False												mntr	gor	3	5	0	0	113	0.16653632699539264	0.47508334642439465
20	53	28	(20, 53)	33.666666666666664	28.0	17.214335111567145	('fnr', 'mntr')	False												fnr	mntr	3	5	0	0	113	0.16653632699539264	0.47508334642439465
46	25	35	(25, 46)	35.333333333333336	35.0	10.503967504392488	('mntr', 'rimk')	False												mntr	rimk	3	5	0	0	113	0.16653632699539264	0.47508334642439465
8	44	56	(8, 56)	36.0	44.0	24.979991993593593	('mode', 'flu')	False												mode	flu	3	5	0	0	113	0.16653632699539264	0.47508334642439465
45	43	23	(23, 45)	37.0	43.0	12.165525060596439	('mntr', 'narp')	False												mntr	narp	3	5	0	0	113	0.16653632699539264	0.47508334642439465
28	21	64	(21, 64)	37.666666666666664	28.0	23.072349974229617	('narp', 'nfsa')	False												narp	nfsa	3	5	0	0	113	0.16653632699539264	0.47508334642439465
26	97	0	(0, 97)	41.0	26.0	50.20956084253277	('fur', 'oxyr')	False												fur	oxyr	3	5	0	0	113	0.16653632699539264	0.47508334642439465
50	58	18	(18, 58)	42.0	50.0	21.166010488516726	('mntr', 'iscu')	False												mntr	iscu	3	5	0	0	113	0.16653632699539264	0.47508334642439465
1	132	2	(1, 132)	45.0	2.0	75.34586916347837	('iscr', 'iscs')	True	1891.0	('iscr', 'iscs')	0.0	[(0, 0.8686719426393793, 7.2535167288466565e-41), (10, 0.37012287470476862, 0.0036051501998580135), (20, 0.04403944614483718, 0.74496749808890206), (30, 0.052751729844920374, 0.66217761019526944), (60, 0.31321145032194758, 0.075922809004694558), (90, 0.17347861495022765, 0.52053152076963283)]	['-']	iscr	iscs	iscr	3.0	iscs	3.0	iscr	iscs	3	5	0	0	113	0.16653632699539264	0.47508334642439465
2	127	10	(2, 127)	46.333333333333336	10.0	69.97380462239661	('iscr', 'iscu')	True	1892.0	('iscr', 'iscu')	0.0	[(0, 0.85229113224400299, 7.7814707472163877e-38), (10, 0.42500357461100235, 0.00071222481840350525), (20, 0.096552352717397219, 0.47493261311125645), (30, 0.16875155325279348, 0.15948719197647435), (60, 0.42389475866515192, 0.013957198244215128), (90, 0.3113847960418788, 0.24040376681891348)]	['-']	iscr	iscu	iscr	3.0	iscu	3.0	iscr	iscu	3	5	0	0	113	0.16653632699539264	0.47508334642439465
3	134	4	(3, 134)	47.0	4.0	75.34586916347837	('iscr', 'isca')	True	1890.0	('iscr', 'isca')	0.0	[(0, 0.80005234757082899, 3.4625971606178707e-30), (10, 0.29654465143347869, 0.021407379558145399), (20, -0.077701657688187237, 0.56562429453991658), (30, 0.17526744403079966, 0.14375246259219818), (60, 0.37082150534116998, 0.033630630693100169), (90, 0.21864248715167386, 0.41590804466423204)]	['-']	iscr	isca	iscr	3.0	isca	3.0	iscr	isca	3	5	0	0	113	0.16653632699539264	0.47508334642439465
17	20	109	(17, 109)	48.666666666666664	20.0	52.27172594561359	('fnr', 'nrdf')	False												fnr	nrdf	3	5	0	0	113	0.16653632699539264	0.47508334642439465
51	61	42	(42, 61)	51.333333333333336	51.0	9.50438495292217	('narp', 'ybjc')	False												narp	ybjc	3	5	0	0	113	0.16653632699539264	0.47508334642439465
24	7	133	(7, 133)	54.666666666666664	24.0	68.36909633257802	('crp', 'ahpc')	False												crp	ahpc	3	5	0	0	113	0.16653632699539264	0.47508334642439465
34	40	91	(34, 91)	55.0	40.0	31.32091952673165	('mode', 'sufd')	False												mode	sufd	3	5	0	0	113	0.16653632699539264	0.47508334642439465
113	5	50	(5, 113)	56.0	50.0	54.249423960075376	('narp', 'fis')	False												narp	fis	3	5	0	0	113	0.16653632699539264	0.47508334642439465
36	120	12	(12, 120)	56.0	36.0	56.7097875150313	('fur', 'hyaa')	False												fur	hyaa	3	5	0	0	113	0.16653632699539264	0.47508334642439465
14	48	108	(14, 108)	56.666666666666664	48.0	47.59551799627076	('crp', 'isrc')	False												crp	isrc	3	5	0	0	113	0.16653632699539264	0.47508334642439465
76	24	74	(24, 76)	58.0	74.0	29.46183972531247	('crp', 'sufe')	False												crp	sufe	3	5	0	0	113	0.16653632699539264	0.47508334642439465
16	37	125	(16, 125)	59.333333333333336	37.0	57.830211250983105	('mntr', 'grxa')	False												mntr	grxa	3	5	0	0	113	0.16653632699539264	0.47508334642439465
99	46	38	(38, 99)	61.0	46.0	33.15116890850155	('fis', 'ybjc')	False												fis	ybjc	3	5	0	0	113	0.16653632699539264	0.47508334642439465
5	135	44	(5, 135)	61.333333333333336	44.0	66.7108187128095	('iscr', 'oxys')	False												iscr	oxys	3	5	0	0	113	0.16653632699539264	0.47508334642439465
52	30	106	(30, 106)	62.666666666666664	52.0	39.10669166949991	('crp', 'narl')	False												crp	narl	3	5	0	0	113	0.16653632699539264	0.47508334642439465
4	107	77	(4, 107)	62.666666666666664	77.0	52.97483679383385	('mode', 'hemh')	False												mode	hemh	3	5	0	0	113	0.16653632699539264	0.47508334642439465
41	27	126	(27, 126)	64.66666666666667	41.0	53.57549190939205	('oxyr', 'narl')	False												oxyr	narl	3	5	0	0	113	0.16653632699539264	0.47508334642439465
64	47	86	(47, 86)	65.66666666666667	64.0	19.553345834749955	('crp', 'sufs')	False												crp	sufs	3	5	0	0	113	0.16653632699539264	0.47508334642439465
107	41	51	(41, 107)	66.33333333333333	51.0	35.5715241918776	('mntr', 'nfsa')	False												mntr	nfsa	3	5	0	0	113	0.16653632699539264	0.47508334642439465
116	13	70	(13, 116)	66.33333333333333	70.0	51.597803570823956	('crp', 'sufb')	False												crp	sufb	3	5	0	0	113	0.16653632699539264	0.47508334642439465
