Dionesus-rank	Lasso-rank	RandomForest-rank	range	mean-rank	median-rank	sd-rank	regulator-target	tp	index	Edge	Lag	Lag_list	Sign	parent	child	name_x	parent_cluster	name_y	child_cluster	Source	Target	moduleID	window_size	min_lag	max_lag	total_edges	pr	roc
2	4	1	(1, 4)	2.3333333333333335	2.0	1.5275252316519465	('kdgr', 'idnr')	False												kdgr	idnr	11	5	0	0	19	0.42645450212759267	0.35913312693498456
18	0	2	(0, 18)	6.666666666666667	2.0	9.865765724632494	('kdgr', 'gntr')	False												kdgr	gntr	11	5	0	0	19	0.42645450212759267	0.35913312693498456
0	5	19	(0, 19)	8.0	5.0	9.848857801796104	('gntr', 'edd')	True	1839.0	('gntr', 'edd')		[(0, 0.26994234821085289, 0.001896614002726008), (10, 0.25242061975133762, 0.051685218950672837), (20, 0.11683726499320163, 0.38674844026264732), (30, 0.1112959427257498, 0.35547308004767231), (60, -0.24029763071514265, 0.17797599023598987), (90, 0.060971017818857921, 0.82251735849300689)]	['-']	gntr	edd	gntr	62.0	edd	62.0	gntr	edd	11	5	0	0	19	0.42645450212759267	0.35913312693498456
1	24	0	(0, 24)	8.333333333333334	1.0	13.576941236277534	('idnr', 'kdgr')	False												idnr	kdgr	11	5	0	0	19	0.42645450212759267	0.35913312693498456
5	14	9	(5, 14)	9.333333333333334	9.0	4.509249752822894	('idnr', 'idnt')	True	1882.0	('idnr', 'idnt')	0.0	[(0, 0.37462251519601492, 1.1277996030004121e-05), (10, 0.047014383977413636, 0.7213100552909304), (20, 0.063931149743672061, 0.63659844328476733), (30, 0.21282381690362406, 0.074760697922536215), (60, 0.51730220275201655, 0.0020503085348958306), (90, 0.51963703858176891, 0.039111262844066887)]	['+']	idnr	idnt	idnr	62.0	idnt	62.0	idnr	idnt	11	5	0	0	19	0.42645450212759267	0.35913312693498456
8	13	12	(8, 13)	11.0	12.0	2.6457513110645907	('kdgr', 'eda')	True	1911.0	('kdgr', 'eda')		[(0, 0.34938051689491273, 4.6166014996399425e-05), (10, 0.19422699921987169, 0.13700709393835409), (20, 0.076771499244633334, 0.5702999506246389), (30, 0.10044136224971489, 0.40460675361311493), (60, -0.18460377586744542, 0.30373772575689117), (90, -0.31157878898426566, 0.24009537171355003)]	['-']	kdgr	eda	kdgr	62.0	eda	62.0	kdgr	eda	11	5	0	0	19	0.42645450212759267	0.35913312693498456
4	16	14	(4, 16)	11.333333333333334	14.0	6.429100507328636	('kdgr', 'gntx')	False												kdgr	gntx	11	5	0	0	19	0.42645450212759267	0.35913312693498456
12	2	21	(2, 21)	11.666666666666666	12.0	9.50438495292217	('kdgr', 'idnd')	False												kdgr	idnd	11	5	0	0	19	0.42645450212759267	0.35913312693498456
6	25	5	(5, 25)	12.0	6.0	11.269427669584644	('kdgr', 'gntk')	False												kdgr	gntk	11	5	0	0	19	0.42645450212759267	0.35913312693498456
15	7	16	(7, 16)	12.666666666666666	15.0	4.932882862316248	('idnr', 'eda')	False												idnr	eda	11	5	0	0	19	0.42645450212759267	0.35913312693498456
