Dionesus-rank	Lasso-rank	RandomForest-rank	range	mean-rank	median-rank	sd-rank	regulator-target	tp	index	Edge	Lag	Lag_list	Sign	parent	child	name_x	parent_cluster	name_y	child_cluster	Source	Target	moduleID	window_size	min_lag	max_lag	total_edges	pr	roc
1	18	2	(1, 18)	7.0	2.0	9.539392014169456	('uhpa', 'gadb')	False												uhpa	gadb	11	3	1	2	44	0.25580867889422837	0.5474365750528547
8	10	9	(8, 10)	9.0	9.0	1.0	('rcsb', 'tnab')	False												rcsb	tnab	11	3	1	2	44	0.25580867889422837	0.5474365750528547
14	9	7	(7, 14)	10.0	9.0	3.605551275463989	('torr', 'tora')	True	2767.0	('torr', 'tora')	10.0	[(0, 0.44806593571601944, 9.01483380560248e-08), (10, 0.73147962471571326, 3.1806231993285692e-11), (20, 0.54292609746458687, 1.2808175121592434e-05), (30, 0.25637402851934005, 0.030919163191101766), (60, 0.10491422804299678, 0.56120330161571463), (90, 0.186072511036245, 0.49020766798257986)]	['+']	torr	tora	torr	11.0	tora	11.0	torr	tora	11	3	1	2	44	0.25580867889422837	0.5474365750528547
0	31	0	(0, 31)	10.333333333333334	0.0	17.897858344878397	('uhpa', 'uhpt')	True	2795.0	('uhpa', 'uhpt')	10.0	[(0, 0.4518470296065174, 6.8071531942293193e-08), (10, 0.75225956044201381, 4.2350660127812149e-12), (20, 0.7001916779611751, 1.3454262281319314e-09), (30, 0.48380679709678737, 1.9171493404226398e-05), (60, 0.46448122380017715, 0.0064663997897702104), (90, 0.20982033169857076, 0.43542435229586685)]	['+']	uhpa	uhpt	uhpa	11.0	uhpt	11.0	uhpa	uhpt	11	3	1	2	44	0.25580867889422837	0.5474365750528547
13	7	15	(7, 15)	11.666666666666666	13.0	4.163331998932265	('rcsb', 'uhpt')	False												rcsb	uhpt	11	3	1	2	44	0.25580867889422837	0.5474365750528547
22	16	1	(1, 22)	13.0	16.0	10.816653826391969	('gadx', 'muri')	True	1798.0	('gadx', 'muri')	30.0	[(0, 0.037193265136698413, 0.67439914236886545), (10, 0.21476707638435585, 0.09937836733189237), (20, 0.34514540794178955, 0.0085535984950105438), (30, 0.54330075896484442, 9.7976082126752582e-07), (60, -0.19605700735924156, 0.27417864279173171), (90, 0.091264880580645191, 0.73675835596612904)]	['-']	gadx	muri	gadx	11.0	muri	11.0	gadx	muri	11	3	1	2	44	0.25580867889422837	0.5474365750528547
3	24	17	(3, 24)	14.666666666666666	17.0	10.692676621563628	('torr', 'amtb')	False												torr	amtb	11	3	1	2	44	0.25580867889422837	0.5474365750528547
6	32	8	(6, 32)	15.333333333333334	8.0	14.46835627614047	('rcsb', 'lon')	False												rcsb	lon	11	3	1	2	44	0.25580867889422837	0.5474365750528547
11	25	11	(11, 25)	15.666666666666666	11.0	8.082903768654761	('rcsb', 'rara')	True	2667.0	('rcsb', 'rara')	20.0	[(0, 0.39970986966991295, 2.4615061750402905e-06), (10, 0.65196282302051445, 1.6748437030120765e-08), (20, 0.68524862769487205, 4.1027513295718431e-09), (30, 0.48231124305184148, 2.0516546599094289e-05), (60, -0.1964820618955927, 0.2731189349060868), (90, -0.539293934985275, 0.031096426120786051)]	['+']	rcsb	rara	rcsb	11.0	rara	11.0	rcsb	rara	11	3	1	2	44	0.25580867889422837	0.5474365750528547
18	4	29	(4, 29)	17.0	18.0	12.529964086141668	('nhar', 'ydep')	False												nhar	ydep	11	3	1	2	44	0.25580867889422837	0.5474365750528547
