Dionesus-rank	RandomForest-rank	Lasso-rank	range	mean-rank	median-rank	sd-rank	regulator-target	tp	index	Edge	Lag	Lag_list	Sign	parent	child	name_x	parent_cluster	name_y	child_cluster	Source	Target	moduleID	window_size	min_lag	max_lag	total_edges	pr	roc
6	3	3	(3, 6)	4.0	3.0	1.7320508075688772	('torr', 'tora')	True	2767.0	('torr', 'tora')	10.0	[(0, 0.44806593571601944, 9.01483380560248e-08), (10, 0.73147962471571326, 3.1806231993285692e-11), (20, 0.54292609746458687, 1.2808175121592434e-05), (30, 0.25637402851934005, 0.030919163191101766), (60, 0.10491422804299678, 0.56120330161571463), (90, 0.186072511036245, 0.49020766798257986)]	['+']	torr	tora	torr	11.0	tora	11.0	torr	tora	torr	3	0	2	46	0.39418930965108917	0.5530168589174798
7	15	2	(2, 15)	8.0	7.0	6.557438524302	('csgd', 'csgg')	True	1008.0	('csgd', 'csgg')	0.0	[(0, 0.50797730276266895, 6.8679408246961755e-10), (10, 0.35213131823606997, 0.0057943724907210921), (20, 0.25183374311243911, 0.05878977616043838), (30, 0.31179941745106748, 0.008121567417688583), (60, 0.036517670233444023, 0.84010713757401034), (90, 0.027799575051137983, 0.91860035093551329)]	['+']	csgd	csgg	csgd	28.0	csgg	28.0	csgd	csgg	torr	3	0	2	46	0.39418930965108917	0.5530168589174798
0	0	25	(0, 25)	8.333333333333334	0.0	14.433756729740644	('csgd', 'csgf')	True	1007.0	('csgd', 'csgf')	0.0	[(0, 0.86280377907062455, 9.7955278829379099e-40), (10, 0.80455172793326712, 9.6288175980995684e-15), (20, 0.69436136841407814, 2.0953167377636305e-09), (30, 0.60994245933019842, 1.6396887739448005e-08), (60, 0.25381911462000384, 0.1540638780336091), (90, -0.19035701494017768, 0.48008791616591595)]	['+']	csgd	csgf	csgd	28.0	csgf	28.0	csgd	csgf	torr	3	0	2	46	0.39418930965108917	0.5530168589174798
2	2	23	(2, 23)	9.0	2.0	12.12435565298214	('torr', 'csga')	False												torr	csga	torr	3	0	2	46	0.39418930965108917	0.5530168589174798
1	1	27	(1, 27)	9.666666666666666	1.0	15.011106998930272	('csgd', 'csge')	True	1006.0	('csgd', 'csge')	0.0	[(0, 0.82907500223475394, 4.0715580138450015e-34), (10, 0.74998751622193416, 5.330138124536433e-12), (20, 0.61111354134651463, 4.4440251921069438e-07), (30, 0.54218586074951503, 1.0414604417178664e-06), (60, 0.089496830119876775, 0.62039372779467772), (90, 0.041095213643067507, 0.87988950125576704)]	['+']	csgd	csge	csgd	28.0	csge	28.0	csgd	csge	torr	3	0	2	46	0.39418930965108917	0.5530168589174798
9	5	16	(5, 16)	10.0	9.0	5.5677643628300215	('torr', 'csgg')	False												torr	csgg	torr	3	0	2	46	0.39418930965108917	0.5530168589174798
3	4	26	(3, 26)	11.0	4.0	13.0	('torr', 'eda')	False												torr	eda	torr	3	0	2	46	0.39418930965108917	0.5530168589174798
16	11	12	(11, 16)	13.0	12.0	2.6457513110645907	('gntr', 'gada')	False												gntr	gada	torr	3	0	2	46	0.39418930965108917	0.5530168589174798
13	6	20	(6, 20)	13.0	13.0	7.0	('torr', 'csgb')	False												torr	csgb	torr	3	0	2	46	0.39418930965108917	0.5530168589174798
5	7	36	(5, 36)	16.0	7.0	17.349351572897472	('csgd', 'csgb')	True	1004.0	('csgd', 'csgb')	0.0	[(0, 0.58378657657062383, 3.1031816349294287e-13), (10, 0.57753815055693924, 1.356986215346929e-06), (20, 0.53757778057539307, 1.6174058451789766e-05), (30, 0.53749620214809135, 1.3432865012240552e-06), (60, 0.055934586037392951, 0.75719046657503997), (90, -0.1469293867218773, 0.58712635401763202)]	['+']	csgd	csgb	csgd	28.0	csgb	28.0	csgd	csgb	torr	3	0	2	46	0.39418930965108917	0.5530168589174798
42	13	9	(9, 42)	21.333333333333332	13.0	18.009256878986797	('csgd', 'csgc')	True	1005.0	('csgd', 'csgc')		[(0, 0.044095257378130838, 0.61837837908231164), (10, -0.1221782700175913, 0.35238613288727716), (20, -0.16292945474802842, 0.22591474043731505), (30, -0.063247390194785827, 0.60028024579633654), (60, -0.20023733880007749, 0.26387238720569678), (90, 0.43868380503503851, 0.089164689095338978)]	['+']	csgd	csgc	csgd	28.0	csgc	28.0	csgd	csgc	torr	3	0	2	46	0.39418930965108917	0.5530168589174798
10	47	8	(8, 47)	21.666666666666668	10.0	21.962088546705512	('csgd', 'csga')	True	1003.0	('csgd', 'csga')		[(0, 0.35324422154724028, 3.749248666180369e-05), (10, 0.1676822640314978, 0.20032442699085293), (20, 0.23732776597812597, 0.07547264310611522), (30, 0.33546306356263395, 0.0042382743185582425), (60, 0.19926041405544115, 0.26625784456930029), (90, -0.28746672950315022, 0.28032584848152731)]	['+']	csgd	csga	csgd	28.0	csga	28.0	csgd	csga	torr	3	0	2	46	0.39418930965108917	0.5530168589174798
4	14	53	(4, 53)	23.666666666666668	14.0	25.890796305508513	('torr', 'tord')	True	2769.0	('torr', 'tord')	10.0	[(0, 0.43898760978717172, 1.7453982524172354e-07), (10, 0.74972795051794994, 5.4711823082271293e-12), (20, 0.58343519988283299, 1.9070218801178872e-06), (30, 0.38950361834089064, 0.00078677837705311759), (60, 0.098460228193191987, 0.58566449415526445), (90, 0.051169465884240567, 0.85072227715999671)]	['+']	torr	tord	torr	11.0	tord	11.0	torr	tord	torr	3	0	2	46	0.39418930965108917	0.5530168589174798
19	25	35	(19, 35)	26.333333333333332	25.0	8.082903768654761	('torr', 'yhid')	True	2770.0	('torr', 'yhid')	10.0	[(0, 0.3720060607875329, 1.3124707494953724e-05), (10, 0.74229837528481624, 1.1402759046661609e-11), (20, 0.6193827167159407, 2.7981185285876569e-07), (30, 0.54437269714683145, 9.2369614797686991e-07), (60, 0.5669696764029597, 0.00058100901447364261), (90, -0.28714400379740679, 0.28089026451484556)]	['+']	torr	yhid	torr	11.0	yhid	11.0	torr	yhid	torr	3	0	2	46	0.39418930965108917	0.5530168589174798
17	29	34	(17, 34)	26.666666666666668	29.0	8.736894948054106	('torr', 'gntu')	False												torr	gntu	torr	3	0	2	46	0.39418930965108917	0.5530168589174798
39	24	21	(21, 39)	28.0	24.0	9.643650760992955	('torr', 'csgd')	False												torr	csgd	torr	3	0	2	46	0.39418930965108917	0.5530168589174798
26	22	42	(22, 42)	30.0	26.0	10.583005244258363	('csgd', 'idnr')	False												csgd	idnr	torr	3	0	2	46	0.39418930965108917	0.5530168589174798
38	16	37	(16, 38)	30.333333333333332	37.0	12.423096769056148	('gntr', 'yhid')	False												gntr	yhid	torr	3	0	2	46	0.39418930965108917	0.5530168589174798
11	9	73	(9, 73)	31.0	11.0	36.38681079732051	('torr', 'csgc')	False												torr	csgc	torr	3	0	2	46	0.39418930965108917	0.5530168589174798
