Dionesus-rank	range	mean-rank	median-rank	sd-rank	regulator-target	tp	index	Edge	Lag	Lag_list	Sign	parent	child	name_x	parent_cluster	name_y	child_cluster	Source	Target	moduleID	window_size	min_lag	max_lag	total_edges	pr	roc
0	(0, 0)	0.0	0.0		('fur', 'dksa')	False												fur	dksa	crp	4	1	1	738	0.5704267000689971	0.6679225037400289
1	(1, 1)	1.0	1.0		('fur', 'yeiw')	False												fur	yeiw	crp	4	1	1	738	0.5704267000689971	0.6679225037400289
5	(5, 5)	5.0	5.0		('crp', 'oppf')	False												crp	oppf	crp	4	1	1	738	0.5704267000689971	0.6679225037400289
6	(6, 6)	6.0	6.0		('crp', 'lldr')	False												crp	lldr	crp	4	1	1	738	0.5704267000689971	0.6679225037400289
9	(9, 9)	9.0	9.0		('crp', 'gatd')	True	632.0	('crp', 'gatd')		[(0, 0.27324319847838779, 0.0016583462092227563), (10, -0.15468612773315124, 0.23795752149918259), (20, -0.263246384452749, 0.047874167505446104), (30, 0.058759493515625573, 0.62643628571045362), (60, 0.54572797669894135, 0.0010203054650156115), (90, 0.76930612999671666, 0.00049395873786781824)]	['+']	crp	gatd	crp	1.0	gatd	1.0	crp	gatd	crp	4	1	1	738	0.5704267000689971	0.6679225037400289
13	(13, 13)	13.0	13.0		('fur', 'beta')	False												fur	beta	crp	4	1	1	738	0.5704267000689971	0.6679225037400289
14	(14, 14)	14.0	14.0		('crp', 'fepb')	False												crp	fepb	crp	4	1	1	738	0.5704267000689971	0.6679225037400289
16	(16, 16)	16.0	16.0		('crp', 'mana')	True	719.0	('crp', 'mana')	0.0	[(0, 0.41975936290915283, 6.6484216576911527e-07), (10, 0.2810166431530306, 0.02963078309022198), (20, 0.21310603943955597, 0.11147161076613395), (30, 0.33845554219979351, 0.0038895618989896637), (60, -0.31433322266698716, 0.07482290154924813), (90, -0.37691666603426743, 0.15012584029283757)]	['+']	crp	mana	crp	1.0	mana	1.0	crp	mana	crp	4	1	1	738	0.5704267000689971	0.6679225037400289
21	(21, 21)	21.0	21.0		('crp', 'hupb')	True	38.0	('crp', 'hupb')	0.0	[(0, 0.41404455246608024, 9.7393125677924997e-07), (10, 0.0902382401847069, 0.49291524520331231), (20, -0.045075170465700184, 0.73917962580808771), (30, 0.0071538665566381471, 0.95278458340248595), (60, -0.087504838855723896, 0.62822600451739175), (90, -0.29305273695953055, 0.27066498754384505)]	['+']	crp	hupb	crp	1.0	hupb	1.0	crp	hupb	crp	4	1	1	738	0.5704267000689971	0.6679225037400289
24	(24, 24)	24.0	24.0		('fur', 'gyra')	False												fur	gyra	crp	4	1	1	738	0.5704267000689971	0.6679225037400289
25	(25, 25)	25.0	25.0		('fur', 'rhad')	False												fur	rhad	crp	4	1	1	738	0.5704267000689971	0.6679225037400289
27	(27, 27)	27.0	27.0		('crp', 'ampd')	True	513.0	('crp', 'ampd')	0.0	[(0, 0.59217964453178029, 1.1656073154449945e-13), (10, 0.22083980335373973, 0.089954287491235324), (20, 0.061503726400062436, 0.64947884948616585), (30, 0.15786288965310769, 0.18856795989231415), (60, 0.29757202418143147, 0.092597701102108923), (90, 0.16941054097594885, 0.53050625877459301)]	['-']	crp	ampd	crp	1.0	ampd	1.0	crp	ampd	crp	4	1	1	738	0.5704267000689971	0.6679225037400289
28	(28, 28)	28.0	28.0		('crp', 'fhue')	False												crp	fhue	crp	4	1	1	738	0.5704267000689971	0.6679225037400289
31	(31, 31)	31.0	31.0		('crp', 'yhhy')	False												crp	yhhy	crp	4	1	1	738	0.5704267000689971	0.6679225037400289
32	(32, 32)	32.0	32.0		('crp', 'tpx')	False												crp	tpx	crp	4	1	1	738	0.5704267000689971	0.6679225037400289
34	(34, 34)	34.0	34.0		('crp', 'lldp')	False												crp	lldp	crp	4	1	1	738	0.5704267000689971	0.6679225037400289
36	(36, 36)	36.0	36.0		('fur', 'prfa')	False												fur	prfa	crp	4	1	1	738	0.5704267000689971	0.6679225037400289
37	(37, 37)	37.0	37.0		('crp', 'oppd')	False												crp	oppd	crp	4	1	1	738	0.5704267000689971	0.6679225037400289
38	(38, 38)	38.0	38.0		('crp', 'glnd')	False												crp	glnd	crp	4	1	1	738	0.5704267000689971	0.6679225037400289
