Lasso-rank	range	mean-rank	median-rank	sd-rank	regulator-target	tp	index	Edge	Lag	Lag_list	Sign	parent	child	name_x	parent_cluster	name_y	child_cluster	Source	Target	moduleID	window_size	min_lag	max_lag	total_edges	pr	roc
25	(25, 25)	25.0	25.0		('idnr', 'kdgr')	False												idnr	kdgr	62	5	0	0	29	0.5043651714024686	0.6063919259882254
28	(28, 28)	28.0	28.0		('kdgr', 'idnr')	False												kdgr	idnr	62	5	0	0	29	0.5043651714024686	0.6063919259882254
30	(30, 30)	30.0	30.0		('kdgr', 'crp')	False												kdgr	crp	62	5	0	0	29	0.5043651714024686	0.6063919259882254
31	(31, 31)	31.0	31.0		('phob', 'crp')	False												phob	crp	62	5	0	0	29	0.5043651714024686	0.6063919259882254
32	(32, 32)	32.0	32.0		('gntr', 'idnk')	True	1845.0	('gntr', 'idnk')	10.0	[(0, 0.31618556444539003, 0.00024759907085881094), (10, 0.54584277682327143, 6.4622185789790955e-06), (20, 0.37975934886264134, 0.0035727607289444407), (30, 0.21922575593178287, 0.066231350566646988), (60, -0.54300004381733036, 0.0010938993822966199), (90, -0.20696021242444859, 0.44185046834006192)]	['-']	gntr	idnk	gntr	62.0	idnk	62.0	gntr	idnk	62	5	0	0	29	0.5043651714024686	0.6063919259882254
33	(33, 33)	33.0	33.0		('phob', 'gntx')	False												phob	gntx	62	5	0	0	29	0.5043651714024686	0.6063919259882254
34	(34, 34)	34.0	34.0		('gntr', 'idnt')	True	1847.0	('gntr', 'idnt')		[(0, 0.10430292536966494, 0.23761276715212024), (10, 0.4888946622642848, 7.3849618925464581e-05), (20, 0.29631096929546846, 0.025217228437980722), (30, -0.029260106579808261, 0.80860534449810628), (60, -0.25001245741693312, 0.1605471006368967), (90, -0.58528896079383086, 0.017226507719302592)]	['-']	gntr	idnt	gntr	62.0	idnt	62.0	gntr	idnt	62	5	0	0	29	0.5043651714024686	0.6063919259882254
35	(35, 35)	35.0	35.0		('phob', 'idnt')	False												phob	idnt	62	5	0	0	29	0.5043651714024686	0.6063919259882254
36	(36, 36)	36.0	36.0		('phob', 'gntt')	False												phob	gntt	62	5	0	0	29	0.5043651714024686	0.6063919259882254
37	(37, 37)	37.0	37.0		('gntr', 'idno')	True	1846.0	('gntr', 'idno')	10.0	[(0, 0.27399302796216624, 0.001608165299715786), (10, 0.64906067720610117, 2.0333577227917726e-08), (20, 0.4725719028123842, 0.00020582478540108218), (30, 0.25529499959771712, 0.031657058105496801), (60, 0.28945490079760489, 0.10228638929481733), (90, 0.054875408970366239, 0.84003627889275589)]	['-']	gntr	idno	gntr	62.0	idno	62.0	gntr	idno	62	5	0	0	29	0.5043651714024686	0.6063919259882254
38	(38, 38)	38.0	38.0		('phob', 'idno')	False												phob	idno	62	5	0	0	29	0.5043651714024686	0.6063919259882254
39	(39, 39)	39.0	39.0		('idnr', 'crp')	False												idnr	crp	62	5	0	0	29	0.5043651714024686	0.6063919259882254
40	(40, 40)	40.0	40.0		('idnr', 'gntr')	False												idnr	gntr	62	5	0	0	29	0.5043651714024686	0.6063919259882254
41	(41, 41)	41.0	41.0		('phob', 'gntu')	False												phob	gntu	62	5	0	0	29	0.5043651714024686	0.6063919259882254
43	(43, 43)	43.0	43.0		('idnr', 'edd')	False												idnr	edd	62	5	0	0	29	0.5043651714024686	0.6063919259882254
45	(45, 45)	45.0	45.0		('phob', 'idnd')	False												phob	idnd	62	5	0	0	29	0.5043651714024686	0.6063919259882254
47	(47, 47)	47.0	47.0		('kdgr', 'phob')	False												kdgr	phob	62	5	0	0	29	0.5043651714024686	0.6063919259882254
49	(49, 49)	49.0	49.0		('phob', 'gntk')	False												phob	gntk	62	5	0	0	29	0.5043651714024686	0.6063919259882254
51	(51, 51)	51.0	51.0		('phob', 'kdgr')	False												phob	kdgr	62	5	0	0	29	0.5043651714024686	0.6063919259882254
52	(52, 52)	52.0	52.0		('kdgr', 'edd')	True	1912.0	('kdgr', 'edd')		[(0, -0.16406026868423637, 0.06215796970135283), (10, -0.32461022102083037, 0.01139139306085849), (20, -0.36025506598931623, 0.0059105977942470684), (30, -0.44795240605704195, 8.9582146538630172e-05), (60, -0.4915718851697114, 0.0036692635884813477), (90, -0.59498316723548172, 0.015047054361315051)]	['-']	kdgr	edd	kdgr	62.0	edd	62.0	kdgr	edd	62	5	0	0	29	0.5043651714024686	0.6063919259882254
53	(53, 53)	53.0	53.0		('crp', 'phob')	False												crp	phob	62	5	0	0	29	0.5043651714024686	0.6063919259882254
54	(54, 54)	54.0	54.0		('phob', 'idnk')	False												phob	idnk	62	5	0	0	29	0.5043651714024686	0.6063919259882254
55	(55, 55)	55.0	55.0		('crp', 'edd')	False												crp	edd	62	5	0	0	29	0.5043651714024686	0.6063919259882254
56	(56, 56)	56.0	56.0		('crp', 'kdgr')	False												crp	kdgr	62	5	0	0	29	0.5043651714024686	0.6063919259882254
57	(57, 57)	57.0	57.0		('gntr', 'gntt')	True	1841.0	('gntr', 'gntt')		[(0, 0.09394166339026086, 0.28773302271579537), (10, 0.34574501972832333, 0.0068142226441510884), (20, 0.24265912588361901, 0.06895155678758752), (30, -0.18202014490144097, 0.12870522441941634), (60, 0.036189124323886088, 0.84152746137919776), (90, -0.2088471276792648, 0.43760555196207551)]	['-']	gntr	gntt	gntr	62.0	gntt	62.0	gntr	gntt	62	5	0	0	29	0.5043651714024686	0.6063919259882254
58	(58, 58)	58.0	58.0		('kdgr', 'idnk')	False												kdgr	idnk	62	5	0	0	29	0.5043651714024686	0.6063919259882254
59	(59, 59)	59.0	59.0		('phob', 'idnr')	False												phob	idnr	62	5	0	0	29	0.5043651714024686	0.6063919259882254
60	(60, 60)	60.0	60.0		('kdgr', 'idno')	False												kdgr	idno	62	5	0	0	29	0.5043651714024686	0.6063919259882254
61	(61, 61)	61.0	61.0		('crp', 'eda')	False												crp	eda	62	5	0	0	29	0.5043651714024686	0.6063919259882254
62	(62, 62)	62.0	62.0		('idnr', 'phob')	False												idnr	phob	62	5	0	0	29	0.5043651714024686	0.6063919259882254
63	(63, 63)	63.0	63.0		('gntr', 'idnd')	True	1844.0	('gntr', 'idnd')	10.0	[(0, 0.22231435535129296, 0.011016051926755461), (10, 0.65689095783377016, 1.199057555014935e-08), (20, 0.42270933365645352, 0.0010540157356587077), (30, 0.19738194488169164, 0.098958398747372264), (60, 0.030832003876064076, 0.86475271093439621), (90, -0.34469070291124848, 0.19106777234309485)]	['-']	gntr	idnd	gntr	62.0	idnd	62.0	gntr	idnd	62	5	0	0	29	0.5043651714024686	0.6063919259882254
64	(64, 64)	64.0	64.0		('kdgr', 'gntr')	False												kdgr	gntr	62	5	0	0	29	0.5043651714024686	0.6063919259882254
65	(65, 65)	65.0	65.0		('kdgr', 'gntu')	False												kdgr	gntu	62	5	0	0	29	0.5043651714024686	0.6063919259882254
66	(66, 66)	66.0	66.0		('idnr', 'gntx')	False												idnr	gntx	62	5	0	0	29	0.5043651714024686	0.6063919259882254
67	(67, 67)	67.0	67.0		('gntr', 'idnr')	True	130.0	('gntr', 'idnr')		[(0, -0.1776581307888796, 0.043159154239799012), (10, -0.059015078387530659, 0.65422291715503789), (20, -0.14698667832075366, 0.27523820171446473), (30, -0.10664887381578123, 0.37603969786382629), (60, -0.20777859174148774, 0.24593041386512382), (90, -0.2527593501139157, 0.34492174928651209)]	['-']	gntr	idnr	gntr	62.0	idnr	62.0	gntr	idnr	62	5	0	0	29	0.5043651714024686	0.6063919259882254
68	(68, 68)	68.0	68.0		('phob', 'edd')	False												phob	edd	62	5	0	0	29	0.5043651714024686	0.6063919259882254
69	(69, 69)	69.0	69.0		('gntr', 'gntx')	True	1843.0	('gntr', 'gntx')		[(0, 0.19763889287663999, 0.024199503032910744), (10, 0.1353704277220317, 0.30241261243198464), (20, 0.098884719406821933, 0.46427850784459801), (30, -0.17406312338127325, 0.14656933669391753), (60, -0.1467830239771199, 0.41500326031935464), (90, 0.012860337072234935, 0.96229802642433437)]	['-']	gntr	gntx	gntr	62.0	gntx	62.0	gntr	gntx	62	5	0	0	29	0.5043651714024686	0.6063919259882254
