baseline_aupr	baseline_auroc	cluster_id	lagged_edges	lagged_edges2	nan_edges	percent_lagged	percent_lagged2	swing_aupr	swing_aupr2	swing_aupr3	swing_auroc	swing_auroc2	swing_auroc3	total_edges
0.10771913356690142	0.43730814639905624	0.0	8.0	5.0	92.0	0.064	0.04	0.1162179257191111	0.1252029730544744	0.115339112171617	0.47276505312868994	0.4893695395513584	0.47861157024793444	125.0
0.03393774271372539	0.5545931784791078	1.0	138.0	47.0	290.0	0.25461254612546125	0.08671586715867159	0.03185224081411762	0.028974995652875375	0.02607037669572929	0.5483576539634005	0.533469669175946	0.5053361975056779	542.0
0.13135686388856263	0.520406212431994	2.0	14.0	11.0	158.0	0.07253886010362694	0.05699481865284974	0.11741455369165787	0.11689254118875152	0.10216289175598241	0.5260509320916246	0.5324312151052967	0.4945902069622549	193.0
0.1943036562440235	0.5144612591855606	3.0	24.0	21.0	80.0	0.21238938053097345	0.18584070796460178	0.20431591913879374	0.17078494952182904	0.17486246712244352	0.5280235988200596	0.47262222687682137	0.49629086593007593	113.0
0.4794240139164397	0.5384615384615385	4.0	4.0	2.0	4.0	0.3076923076923077	0.15384615384615385	0.6687822925004397	0.6076471852282863	0.5915028139545883	0.7333333333333334	0.6820512820512821	0.6615384615384616	13.0
0.08433186307685824	0.6503968780257263	6.0	87.0	76.0	185.0	0.2909698996655518	0.25418060200668896	0.13382667644571325	0.07388667527263103	0.08747407982944101	0.7187247677863173	0.5349548835134965	0.5651459250855383	299.0
0.18613188805939407	0.5538127544097684	7.0	5.0	4.0	30.0	0.09090909090909091	0.07272727272727272	0.1707024700770538	0.12789356968691895	0.12237523875604399	0.5765535956580728	0.4726729986431476	0.45118046132971534	55.0
0.2101901376801061	0.5296801519823109	8.0	11.0	4.0	74.0	0.08333333333333333	0.030303030303030304	0.1682839555063115	0.13919523249569887	0.1348299844730997	0.5252110000311442	0.5685866890902861	0.5407751720701361	132.0
0.152351362239799	0.6189489718202583	9.0	8.0	7.0	46.0	0.12307692307692308	0.1076923076923077	0.13885264216014698	0.12854770502852442	0.15034889425337258	0.6068545316070064	0.5694744859101297	0.5650266565118036	65.0
0.07552739176467277	0.5172467310751563	10.0	2.0	2.0	44.0	0.028169014084507043	0.028169014084507043	0.0713477307825027	0.07400730568854484	0.0668076799763211	0.5578059726587251	0.5447044064201556	0.5122673598986021	71.0
0.08909673335346634	0.5012247512812806	11.0	29.0	21.0	66.0	0.23387096774193547	0.1693548387096774	0.0806969031638681	0.07805109835667949	0.0669347939686931	0.546686576725959	0.517485679831174	0.4881199125715998	124.0
