baseline_aupr	baseline_auroc	cluster_id	lagged_edges	lagged_edges2	nan_edges	percent_lagged	percent_lagged2	swing_aupr	swing_aupr2	swing_aupr3	swing_auroc	swing_auroc2	swing_auroc3	total_edges
0.10391824884219654	0.4190224321133421	0.0	8.0	5.0	92.0	0.064	0.04	0.11873020520098226	0.12839679384113595	0.11385756278761093	0.46292325855962185	0.4884344746162925	0.4731428571428581	125.0
0.036065663416357446	0.5682869441874381	1.0	138.0	47.0	290.0	0.25461254612546125	0.08671586715867159	0.03508194938520602	0.026954012282469922	0.026819156116659665	0.5653117592522995	0.508678545847092	0.5115201762098562	542.0
0.13077064651325612	0.5313035673202487	2.0	14.0	11.0	158.0	0.07253886010362694	0.05699481865284974	0.12422455979301811	0.11276305678301025	0.10251307951632425	0.5346055014954295	0.5163492726995826	0.4972051832913702	193.0
0.18603426851734356	0.4873889441622586	3.0	24.0	21.0	80.0	0.21238938053097345	0.18584070796460178	0.19877786561074595	0.1627228797933103	0.1635329852437128	0.5039360458012598	0.43621162137159364	0.45726204814019633	113.0
0.550274839134402	0.5179487179487179	4.0	4.0	2.0	4.0	0.3076923076923077	0.15384615384615385	0.6650599846357764	0.5781647972285624	0.5317153513243161	0.7538461538461539	0.6051282051282051	0.641025641025641	13.0
0.07777430322100724	0.6218103905010384	6.0	87.0	76.0	185.0	0.2909698996655518	0.25418060200668896	0.13930241887097614	0.06765857996642459	0.08713536508756249	0.7385435871781351	0.5251928728938943	0.5591111526470391	299.0
0.18374785334857754	0.5856716417910448	7.0	5.0	4.0	30.0	0.09090909090909091	0.07272727272727272	0.1459289263431526	0.1321746062165746	0.11730834477736234	0.5426322930800539	0.48081411126187296	0.4029308005427409	55.0
0.2278965473455581	0.538813105359868	8.0	11.0	4.0	74.0	0.08333333333333333	0.030303030303030304	0.14921925342158496	0.15434705076283545	0.14711650215325434	0.514762216201065	0.5589865769721888	0.5687112647544305	132.0
0.1519011859396747	0.6149276466108136	9.0	8.0	7.0	46.0	0.12307692307692308	0.1076923076923077	0.1514357292783716	0.12517998751696047	0.12922205104359924	0.6026808834729619	0.5410814927646617	0.5679207920792071	65.0
0.08581920330789056	0.5325211138271314	10.0	2.0	2.0	44.0	0.028169014084507043	0.028169014084507043	0.0658586472625432	0.09036623764829044	0.07471001736512946	0.4968248425354694	0.5671180434304645	0.5380048888371545	71.0
