baseline_aupr	baseline_auroc	cluster_id	lagged_edges	lagged_edges2	nan_edges	percent_lagged	percent_lagged2	swing_aupr	swing_aupr2	swing_aupr3	swing_auroc	swing_auroc2	swing_auroc3	total_edges
0.04317638930232153	0.3653935411373848	0.0	42.0	23.0	66.0	0.15441176470588236	0.08455882352941177	0.041610331913559236	0.04052844273795229	0.04067443647782832	0.3513667676372843	0.34486759820207075	0.3440883330076196	272.0
0.040925669102305856	0.5208688123470686	1.0	6.0	6.0	28.0	0.037267080745341616	0.037267080745341616	0.04303728833811992	0.04662209652785219	0.043471075124138746	0.5237327310370722	0.500794278185576	0.5147871259175514	161.0
0.04394012474327899	0.5160938660458778	2.0	22.0	15.0	48.0	0.11055276381909548	0.07537688442211055	0.04331478771991896	0.03946007545635184	0.03851658392031454	0.49394444130766	0.48504189052435787	0.4802675868538872	199.0
0.07347947016449226	0.4624624624624621	3.0	5.0	3.0	36.0	0.02252252252252252	0.013513513513513514	0.07694495744706856	0.07560408993559767	0.07952412274005734	0.4680455890133319	0.4774290419451714	0.5002291373259137	222.0
0.030108923584878447	0.4533499860653782	4.0	20.0	16.0	51.0	0.10526315789473684	0.08421052631578947	0.02929067100917106	0.031396237610665526	0.031240019066007395	0.4396403835633379	0.46900837109443544	0.45640734509346387	190.0
0.044661660385796054	0.41990757576512455	5.0	21.0	13.0	45.0	0.1099476439790576	0.06806282722513089	0.04214157333584303	0.041547192861643	0.04538451286740211	0.434078406171798	0.4005642428137072	0.4646816876804789	191.0
0.03520889109323077	0.3092089970867147	6.0	42.0	37.0	50.0	0.19004524886877827	0.167420814479638	0.0276860360620325	0.03314311960366394	0.03151504194098416	0.2702573916816465	0.30445360441331554	0.29314138721874394	221.0
0.04598695861483277	0.47911091498818703	7.0	31.0	20.0	105.0	0.06666666666666667	0.043010752688172046	0.04475752932305556	0.04717294208927287	0.04584958764368827	0.46534433283720616	0.47667466947886694	0.4704055506109305	465.0
0.12152849632046236	0.4574468085106384	8.0	9.0	3.0	13.0	0.10714285714285714	0.03571428571428571	0.12778512519486196	0.1025314692144137	0.12615743836925764	0.4694571090847681	0.4161178655859505	0.49613728470111323	84.0
0.06630514289293526	0.49767016539440134	9.0	18.0	6.0	116.0	0.04090909090909091	0.013636363636363636	0.06041645844594091	0.0578254933068867	0.05996559357638446	0.47764537069164625	0.4623973513763556	0.46647076682859245	440.0
0.012363396103069434	0.22656722434992882	10.0	9.0	8.0	22.0	0.08181818181818182	0.07272727272727272	0.00872553125265403	0.01022969325932962	0.007502052841834056	0.18676678089094814	0.1951320298326944	0.14932473291675086	110.0
0.11165245015705234	0.5370917328592321	11.0	8.0	6.0	56.0	0.046511627906976744	0.03488372093023256	0.10067727220174892	0.10848378752965243	0.11190056820644358	0.5271198348292406	0.4967740085452929	0.5318763800074566	172.0
0.056490617219266376	0.4606162910347362	12.0	14.0	6.0	59.0	0.06930693069306931	0.0297029702970297	0.059020687913001094	0.05983321727210062	0.060837698164747774	0.4720349511489202	0.4858849805731339	0.4855201891409145	202.0
0.12676753107763428	0.5562812107685875	13.0	26.0	18.0	42.0	0.12149532710280374	0.08411214953271028	0.14766176349785845	0.12854659454324022	0.11118442984530517	0.5687041428372169	0.5311535779048678	0.5000976426279822	214.0
0.03849819217132945	0.46689901828400643	14.0	47.0	26.0	32.0	0.22169811320754718	0.12264150943396226	0.040963036104603834	0.04019543466870356	0.044646170119433476	0.45715687586422327	0.47733152480242075	0.5197711762344428	212.0
