baseline_aupr	baseline_auroc	cluster_id	lagged_edges	lagged_edges2	nan_edges	percent_lagged	percent_lagged2	swing_aupr	swing_aupr2	swing_aupr3	swing_auroc	swing_auroc2	swing_auroc3	total_edges
0.10707624852593343	0.4353719008264459	0.0	8.0	5.0	92.0	0.064	0.04	0.11741130779704084	0.12212545436494589	0.11892287090474563	0.4625737898465178	0.4656245572609216	0.4811145218417948	125.0
0.03935350666586887	0.5665384066323169	1.0	138.0	47.0	290.0	0.25461254612546125	0.08671586715867159	0.032969809628828076	0.027013880824171665	0.02546616994027586	0.5628259468572572	0.5127162713064152	0.5057018422312282	542.0
0.126743664136145	0.5147550120379643	2.0	14.0	11.0	158.0	0.07253886010362694	0.05699481865284974	0.12044764951401697	0.11901207244781538	0.10211407553932927	0.5308790792172561	0.5454186068365263	0.4860161953552573	193.0
0.18305515041706097	0.46316175315494534	3.0	24.0	21.0	80.0	0.21238938053097345	0.18584070796460178	0.19460323657526235	0.19055257824456787	0.16644354088970342	0.5338185753434225	0.5126634200834346	0.4739487877677118	113.0
0.459106252290059	0.5076923076923078	4.0	4.0	2.0	4.0	0.3076923076923077	0.15384615384615385	0.7113498592910358	0.5945017053965742	0.5465684478546238	0.7743589743589744	0.6256410256410256	0.6051282051282052	13.0
0.0810413825522097	0.6331693962410258	6.0	87.0	76.0	185.0	0.2909698996655518	0.25418060200668896	0.12464269120749726	0.08349219253466296	0.08752301170828987	0.7147858796495211	0.578139720580823	0.5655472353911765	299.0
0.2017879134954739	0.5756852103120749	7.0	5.0	4.0	30.0	0.09090909090909091	0.07272727272727272	0.1538456876786212	0.11079171792906181	0.11012192981743901	0.5350881953867026	0.40917232021709615	0.39826322930800573	55.0
0.21724126638432537	0.5158288953252987	8.0	11.0	4.0	74.0	0.08333333333333333	0.030303030303030304	0.17156831532074865	0.16440686262593548	0.15825916297491993	0.5289015540814116	0.562949640287769	0.5443022205612134	132.0
0.1634139150417489	0.6197105864432586	9.0	8.0	7.0	46.0	0.12307692307692308	0.1076923076923077	0.13571997362289034	0.13581892845135388	0.10922150232954028	0.5893983244478288	0.5720639756283331	0.48118811881188206	65.0
0.1017715073666537	0.5367374125376672	10.0	2.0	2.0	44.0	0.028169014084507043	0.028169014084507043	0.0752552137546472	0.07415520365204016	0.05258617779549126	0.5634837491431612	0.5522316636273116	0.44738033342386674	71.0
0.08530481725143237	0.5405204250829083	11.0	29.0	21.0	66.0	0.23387096774193547	0.1693548387096774	0.0825923193344252	0.08913814382109264	0.07337554845698248	0.5479914078987033	0.538937669580947	0.4976023138378046	124.0
0.06844911561161171	0.3803824285662551	14.0	8.0	6.0	76.0	0.07547169811320754	0.05660377358490566	0.07014887632266562	0.0748009967589751	0.08110048077586243	0.39740339695071053	0.41789193495817256	0.46033571144026425	106.0
0.12076668480179814	0.5425671667090445	15.0	6.0	4.0	59.0	0.07894736842105263	0.05263157894736842	0.12206643667870802	0.1329190906592665	0.1045400636939449	0.5360200016950588	0.5458725315704731	0.49578354097804844	76.0
0.5388978775782182	0.4107142857142857	16.0	4.0	0.0	9.0	0.2857142857142857	0.0	0.8503350033425221	0.7386259078223364	0.6764871758113132	0.8392857142857143	0.7410714285714286	0.6607142857142857	14.0
0.5741889377939887	0.5852216748768473	18.0	7.0	3.0	8.0	0.2413793103448276	0.10344827586206896	0.7540623893473817	0.6873839167417041	0.6219146029035364	0.7596059113300494	0.7477832512315271	0.6709359605911331	29.0
0.5872874347657536	0.5690653432588918	19.0	6.0	2.0	33.0	0.15384615384615385	0.05128205128205128	0.7596106583462086	0.4942659493607519	0.5150452272963278	0.717948717948718	0.44499586435070304	0.4433416046319272	39.0
0.3016184260181513	0.4377085650723027	20.0	4.0	3.0	15.0	0.13793103448275862	0.10344827586206896	0.3640111215577508	0.33290110952134594	0.29270931313138776	0.6290322580645161	0.549499443826474	0.4738598442714127	29.0
0.07676103654821775	0.4740057644537124	21.0	17.0	13.0	146.0	0.08374384236453201	0.06403940886699508	0.07102635725308533	0.07869309544518467	0.08061818815130273	0.4113046113417715	0.4739438286501737	0.47078510266965373	203.0
