baseline_aupr	baseline_auroc	cluster_id	lagged_edges	lagged_edges2	nan_edges	percent_lagged	percent_lagged2	swing_aupr	swing_aupr2	swing_aupr3	swing_auroc	swing_auroc2	swing_auroc3	total_edges
0.11256885050456389	0.45302479338843	0.0	8.0	5.0	92.0	0.064	0.04	0.11366552790320772	0.13496474327983074	0.12548996372705046	0.4557922077922081	0.5099126328217245	0.4938559622195976	125.0
0.03528364030421754	0.5581354566753353	1.0	138.0	47.0	290.0	0.25461254612546125	0.08671586715867159	0.030313384651149484	0.025323408422913925	0.02536154511583426	0.5424452511120598	0.4878460872441003	0.49875360977015104	542.0
0.14199119984655958	0.5387045660014198	2.0	14.0	11.0	158.0	0.07253886010362694	0.05699481865284974	0.1268111910835617	0.12591659257731103	0.10762507107310061	0.5242201246245222	0.5491612309506902	0.5068809197458269	193.0
0.19264172909114158	0.497041420118343	3.0	24.0	21.0	80.0	0.21238938053097345	0.18584070796460178	0.19748036337162234	0.18649812192697474	0.16563272602339346	0.5271508613918422	0.5036742245727945	0.4729189576024159	113.0
0.5258205502040474	0.4923076923076923	4.0	4.0	2.0	4.0	0.3076923076923077	0.15384615384615385	0.5967338994854475	0.5727248563511598	0.48608008130632563	0.682051282051282	0.6410256410256411	0.6153846153846154	13.0
0.08825837980159408	0.6556482707580324	6.0	87.0	76.0	185.0	0.2909698996655518	0.25418060200668896	0.1330666537456494	0.0683174977049029	0.10122161508530013	0.7164330385581043	0.527996547631891	0.569530789914742	299.0
0.17760097302376948	0.5376390773405693	7.0	5.0	4.0	30.0	0.09090909090909091	0.07272727272727272	0.1737322066353961	0.13864667958971638	0.14469591181266012	0.5752510176390769	0.47636363636363593	0.47999999999999976	55.0
0.17464307934478907	0.5164673456040363	8.0	11.0	4.0	74.0	0.08333333333333333	0.030303030303030304	0.15361309902067552	0.15950099861965	0.13564832883378106	0.5263633249244757	0.5798763586533358	0.5519480519480515	132.0
0.15750484480470073	0.6121858339680133	9.0	8.0	7.0	46.0	0.12307692307692308	0.1076923076923077	0.14409496206761924	0.13276616379298875	0.12194219907707667	0.5942726580350347	0.5629246001523229	0.5344097486671737	65.0
0.13339893192603164	0.5623326737283214	10.0	2.0	2.0	44.0	0.028169014084507043	0.028169014084507043	0.07234279362161626	0.09516515735158809	0.055909266078771815	0.5484163012972237	0.5577801057954718	0.4574166763667408	71.0
0.07244070446382689	0.5127468344889965	11.0	29.0	21.0	66.0	0.23387096774193547	0.1693548387096774	0.08537293000368842	0.07692342001073642	0.09037394458454381	0.5481280147723863	0.4902349638227297	0.5205145839614119	124.0
0.07385225224623633	0.4143700430956427	14.0	8.0	6.0	76.0	0.07547169811320754	0.05660377358490566	0.07327339189084331	0.08310592842700132	0.08045552089780479	0.4096077934306303	0.477583022489406	0.4714536631296854	106.0
0.12006554267926596	0.5386261547588767	15.0	6.0	4.0	59.0	0.07894736842105263	0.05263157894736842	0.12726951955383944	0.11813725615003284	0.12483287401469574	0.5240910246631088	0.5281591660310176	0.5416136960759381	76.0
0.6148260574012453	0.5714285714285714	16.0	4.0	0.0	9.0	0.2857142857142857	0.0	0.8858436206650491	0.6983440953365766	0.66890077586672	0.9285714285714286	0.6696428571428572	0.6160714285714286	14.0
0.6058066324536502	0.6206896551724141	18.0	7.0	3.0	8.0	0.2413793103448276	0.10344827586206896	0.7731828804296567	0.6198148533305189	0.6377014253467111	0.7793103448275862	0.6807881773399015	0.6758620689655173	29.0
0.601539999475866	0.6137303556658396	19.0	6.0	2.0	33.0	0.15384615384615385	0.05128205128205128	0.7913640609395594	0.4877494716457455	0.5719870723236496	0.7775020678246484	0.4077750206782465	0.5244003308519438	39.0
0.2947025581400515	0.41768631813125706	20.0	4.0	3.0	15.0	0.13793103448275862	0.10344827586206896	0.33583164640856555	0.2907872455926957	0.28144716849113005	0.5372636262513905	0.49555061179087867	0.47775305895439374	29.0
0.07627748192729071	0.47536171615263323	21.0	17.0	13.0	146.0	0.08374384236453201	0.06403940886699508	0.06810576466054087	0.08100009342283924	0.08785076941959834	0.4120788088860167	0.4874215018989942	0.49771611724447484	203.0
0.1654891694158549	0.509847148736038	22.0	3.0	1.0	29.0	0.08333333333333333	0.027777777777777776	0.17598166442518295	0.1906125653745996	0.18240584329849005	0.5679012345679018	0.593621399176955	0.5749559082892419	36.0
0.22465616579940914	0.39478417266187055	23.0	2.0	2.0	47.0	0.03571428571428571	0.03571428571428571	0.26613484305948154	0.2995405833645063	0.2825180893747233	0.5020554984583762	0.5107913669064748	0.5060380267214799	56.0
0.4503887578473735	0.5405982905982907	25.0	8.0	2.0	4.0	0.4444444444444444	0.1111111111111111	0.4880094779653697	0.5099397779537155	0.4385355239395289	0.6346153846153847	0.670940170940171	0.6132478632478633	18.0
0.13850646717769136	0.6374860513310999	27.0	8.0	3.0	63.0	0.0784313725490196	0.029411764705882353	0.14689482932553233	0.09767469683813577	0.07179461301908084	0.5761358201817297	0.5638849035549179	0.48982942770604204	102.0
0.07218851123843728	0.530712080207121	28.0	15.0	7.0	93.0	0.10638297872340426	0.04964539007092199	0.07250177350870218	0.06866597191228643	0.0753085027998515	0.5408296478837132	0.5025706469522603	0.5097911945257283	141.0
0.13325252941421228	0.5010240655401946	30.0	3.0	1.0	27.0	0.08333333333333333	0.027777777777777776	0.134870782657532	0.14013048570219594	0.13682773188782477	0.49910394265232966	0.5311059907834103	0.48015873015872995	36.0
0.7910886122424583	0.0	31.0	3.0	1.0	1.0	0.23076923076923078	0.07692307692307693	0.8799622386160847	0.8696600408138869	0.7910886122424583	0.5384615384615384	0.46153846153846156	0.0	13.0
0.4719250268093491	0.45888888888888885	32.0	1.0	1.0	19.0	0.03333333333333333	0.03333333333333333	0.574793265588697	0.47403603121172005	0.45696776408853607	0.5311111111111111	0.49888888888888894	0.4688888888888889	30.0
0.4378704092008524	0.44886363636363624	33.0	5.0	5.0	22.0	0.15151515151515152	0.15151515151515152	0.6137257151701302	0.3632579405575745	0.3725886297018575	0.6268939393939392	0.2509469696969697	0.27840909090909094	33.0
